task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-08-25,2025-10-29,2025-08-24,2025-10-04,1.0,19,Complete,0,FALSE,Medium,,Update_009
TSK-002,Task 002,2025-07-12,,2025-07-09,2025-07-29,0.8062550344180311,1 days,In Progress,FALSE,TRUE,H,,Update_009
TSK-003,Task 003,2025-07-28,2025-09-13,2025-07-28,2025-09-05,1.0,,Complete,True,0,H,0.1,Update_009
TSK-004,Task 004,2025-01-29,2025-04-16,2025-01-28,2025-03-06,100%,9 days,Complete,FALSE,Yes,Medium,0.64,Update_009
TSK-005,Task 005,2025-03-01,2025-04-29,2025-02-27,2025-04-12,100%,7 days,Complete,No,FALSE,Medium,,Update_009
TSK-006,Task 006,2025-03-21,2025-05-17,2025-03-23,2025-05-14,1.0,2 wks,Complete,False,1,Low,,Update_009
TSK-007,Task 007,2025-05-03,2025-06-01,2025-05-05,2025-05-18,100%,,Complete,,,Low,0.52,Update_009
TSK-008,Task 008,2024-12-23,2025-02-12,2024-12-25,2025-02-17,100%,1 days,Complete,False,,Low,0.82,Update_009
TSK-009,Task 009,2025-08-27,2025-10-26,2025-08-25,2025-10-24,1.0,2 days,Complete,0,FALSE,,,Update_009
TSK-010,Task 010,2025-06-14,2025-08-30,2025-06-14,2025-07-01,100%,33,Complete,No,,Low,0.38,Update_009
TSK-011,Task 011,2025-06-08,2025-07-31,2025-06-07,2025-07-19,Complete,1 wks,Complete,Yes,,Low,,Update_009
TSK-012,Task 012,2025-06-12,2025-08-22,2025-06-12,2025-08-10,1.0,4 days,Complete,False,False,L,0.92,Update_009
TSK-013,Task 013,2025-09-25,2025-10-19,2025-09-23,2025-10-08,1.0,4 wks,Complete,TRUE,False,Low,0.3,Update_009
TSK-014,Task 014,2025-06-08,2025-07-28,2025-06-10,2025-07-12,1.0,31,Complete,FALSE,False,Medium,0.53,Update_009
TSK-015,Task 015,2025-06-09,2025-07-30,2025-06-11,2025-07-11,Complete,,Complete,False,FALSE,High,,Update_009
TSK-016,Task 016,2025-08-14,2025-09-17,2025-08-11,2025-08-28,1.0,3 wks,Complete,1,,H,0.86,Update_009
TSK-017,Task 017,2025-08-13,2025-09-23,2025-08-14,2025-08-24,100%,,Complete,True,No,H,0.31,Update_009
TSK-018,Task 018,2025-03-23,2025-04-22,2025-03-24,2025-04-17,Complete,7 days,Complete,No,1,H,0.93,Update_009
TSK-019,Task 019,2025-02-11,2025-03-20,2025-02-12,2025-03-13,1.0,4 days,Complete,1,Yes,,,Update_009
TSK-020,Task 020,2025-03-23,2025-05-13,2025-03-26,2025-04-22,100%,4 wks,Complete,0,Yes,Low,0.1,Update_009
TSK-021,Task 021,2025-09-20,2025-11-07,2025-09-23,2025-10-23,Complete,18,Complete,No,,L,,Update_009
TSK-022,Task 022,2025-04-02,2025-06-02,2025-04-03,2025-05-19,Complete,,Complete,0,FALSE,L,,Update_009
TSK-023,Task 023,2025-09-06,2025-12-03,2025-09-08,2025-10-27,1.0,13,Complete,True,0,H,,Update_009
TSK-024,Task 024,2025-04-21,2025-07-01,2025-04-20,2025-06-18,Complete,3 wks,Complete,No,True,H,,Update_009
TSK-025,Task 025,2025-10-09,2025-12-05,2025-10-09,2025-11-29,100%,49,Complete,No,1,,,Update_009
TSK-026,Task 026,2025-08-07,2025-10-05,2025-08-10,2025-09-23,100%,15,Complete,No,True,,,Update_009
TSK-027,Task 027,2025-01-23,2025-03-29,2025-01-23,2025-03-13,100%,4 days,Complete,True,FALSE,H,0.74,Update_009
TSK-028,Task 028,2025-08-21,2025-11-01,2025-08-20,2025-10-16,Complete,1 wks,Complete,,0,L,,Update_009
TSK-029,Task 029,2025-03-20,2025-05-24,2025-03-19,2025-05-05,100%,1 wks,Complete,FALSE,Yes,Medium,,Update_009
TSK-030,Task 030,2024-11-26,2025-01-18,2024-11-26,2025-01-03,Complete,,Complete,,No,Low,,Update_009
TSK-031,Task 031,2025-05-10,2025-07-02,2025-05-09,2025-06-15,1.0,,Complete,0,Yes,Low,,Update_009
TSK-032,Task 032,2025-09-04,2025-11-09,2025-09-06,2025-10-22,100%,9 days,Complete,No,FALSE,L,0.88,Update_009
TSK-033,Task 033,2025-10-22,2025-11-21,2025-10-20,2025-11-10,100%,,Complete,FALSE,FALSE,Low,,Update_009
TSK-034,Task 034,2024-10-30,2024-12-07,2024-11-02,2024-12-05,1.0,2 wks,Complete,No,No,L,,Update_009
TSK-035,Task 035,2024-11-19,2024-12-19,2024-11-18,2024-12-12,1.0,1 wks,Complete,False,FALSE,L,,Update_009
TSK-036,Task 036,2025-06-29,2025-09-15,2025-07-02,2025-08-31,1.0,,Complete,,FALSE,Medium,0.91,Update_009
TSK-037,Task 037,2024-11-15,2024-12-16,2024-11-15,2024-12-01,100%,,Complete,0,0,L,,Update_009
TSK-038,Task 038,2025-06-12,2025-08-03,2025-06-13,2025-07-18,100%,3 wks,Complete,False,FALSE,L,0.06,Update_009
TSK-039,Task 039,2025-01-24,2025-04-19,2025-01-26,2025-03-23,Complete,,Complete,FALSE,TRUE,,,Update_009
TSK-040,Task 040,2024-12-22,2025-01-29,2024-12-22,2025-02-03,1.0,,Complete,,No,High,,Update_009
TSK-041,Task 041,2024-12-18,2024-12-28,2024-12-16,2025-01-02,100%,,Complete,Yes,No,Low,,Update_009
TSK-042,Task 042,2025-01-16,2025-02-12,2025-01-14,2025-02-04,100%,,Complete,No,,L,0.69,Update_009
TSK-043,Task 043,2025-07-30,2025-08-29,2025-07-28,2025-08-10,Complete,,Complete,No,No,H,,Update_009
TSK-044,Task 044,2024-11-05,2024-12-10,2024-11-08,2024-12-15,Complete,1 wks,Complete,,1,H,,Update_009
TSK-045,Task 045,2025-07-31,2025-08-27,2025-07-29,2025-08-13,Complete,,Complete,False,True,L,,Update_009
TSK-046,Task 046,2025-09-15,2025-11-02,2025-09-18,2025-10-23,Complete,44,Complete,No,Yes,High,0.02,Update_009
TSK-047,Task 047,2025-09-18,2025-11-27,2025-09-21,2025-11-15,100%,3 wks,Complete,TRUE,0,Low,0.08,Update_009
TSK-048,Task 048,2025-09-05,2025-10-09,2025-09-06,2025-10-14,1.0,,Complete,No,,H,,Update_009
TSK-049,Task 049,2024-12-26,,2024-12-24,2025-01-12,,42,In Progress,True,1,Medium,,Update_009
TSK-050,Task 050,2025-01-14,2025-02-25,2025-01-16,2025-01-26,100%,5 wks,Complete,No,False,L,0.94,Update_009
