task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-08-25,2025-10-29,2025-08-24,2025-10-04,1.0,4 wks,Complete,0,FALSE,L,0.54,Update_006
TSK-002,Task 002,2025-07-12,,2025-07-09,2025-07-29,72,5 wks,IP,FALSE,TRUE,Medium,0.68,Update_006
TSK-003,Task 003,2025-07-28,,2025-07-28,2025-09-05,46,5,In Progress,True,0,L,0.73,Update_006
TSK-004,Task 004,2025-01-29,2025-04-16,2025-01-28,2025-03-06,Complete,3 wks,Complete,FALSE,Yes,,,Update_006
TSK-005,Task 005,2025-03-01,2025-04-26,2025-02-27,2025-04-12,1.0,2 wks,Complete,No,FALSE,Medium,0.84,Update_006
TSK-006,Task 006,2025-03-21,2025-05-17,2025-03-23,2025-05-14,100%,,Complete,False,1,H,,Update_006
TSK-007,Task 007,2025-05-03,2025-06-01,2025-05-05,2025-05-18,100%,3 wks,Complete,,,High,0.14,Update_006
TSK-008,Task 008,2024-12-23,2025-02-10,2024-12-25,2025-02-17,100%,4 wks,Complete,False,,Medium,,Update_006
TSK-009,Task 009,2025-08-27,,2025-08-25,2025-10-24,,,In Progress,0,FALSE,H,0.14,Update_006
TSK-010,Task 010,2025-06-14,2025-07-15,2025-06-14,2025-07-01,100%,,Complete,No,,Low,0.7,Update_006
TSK-011,Task 011,2025-06-08,2025-07-22,2025-06-07,2025-07-19,100%,,Complete,Yes,,L,0.87,Update_006
TSK-012,Task 012,2025-06-12,2025-08-22,2025-06-12,2025-08-10,1.0,7 days,Complete,False,False,Medium,,Update_006
TSK-013,Task 013,2025-09-25,2025-10-18,2025-09-23,2025-10-08,1.0,,Complete,TRUE,False,H,0.22,Update_006
TSK-014,Task 014,2025-06-08,,2025-06-10,2025-07-12,0.5313008394088226,1 days,IP,FALSE,False,,,Update_006
TSK-015,Task 015,2025-06-09,2025-07-27,2025-06-11,2025-07-11,1.0,36,Complete,False,FALSE,High,,Update_006
TSK-016,Task 016,2025-08-14,2025-09-11,2025-08-11,2025-08-28,Complete,2 wks,Complete,1,,Medium,0.48,Update_006
TSK-017,Task 017,2025-08-13,2025-09-23,2025-08-14,2025-08-24,Complete,,Complete,True,No,Low,,Update_006
TSK-018,Task 018,2025-03-23,2025-04-22,2025-03-24,2025-04-17,Complete,,Complete,No,1,Medium,0.33,Update_006
TSK-019,Task 019,2025-02-11,2025-03-15,2025-02-12,2025-03-13,1.0,10 days,Complete,1,Yes,H,0.88,Update_006
TSK-020,Task 020,2025-03-23,2025-05-13,2025-03-26,2025-04-22,Complete,7 days,Complete,0,Yes,L,,Update_006
TSK-021,Task 021,2025-09-20,2025-10-26,2025-09-23,2025-10-23,100%,,Complete,No,,,,Update_006
TSK-022,Task 022,2025-04-02,2025-05-28,2025-04-03,2025-05-19,1.0,,Complete,0,FALSE,Medium,0.14,Update_006
TSK-023,Task 023,2025-09-06,2025-12-03,2025-09-08,2025-10-27,100%,,Complete,True,0,Low,0.55,Update_006
TSK-024,Task 024,2025-04-21,2025-06-26,2025-04-20,2025-06-18,Complete,38,Complete,No,True,High,0.18,Update_006
TSK-025,Task 025,2025-10-09,2025-11-30,2025-10-09,2025-11-29,Complete,3 days,Complete,No,1,High,0.34,Update_006
TSK-026,Task 026,2025-08-07,2025-10-05,2025-08-10,2025-09-23,Complete,24,Complete,No,True,,,Update_006
TSK-027,Task 027,2025-01-23,2025-03-24,2025-01-23,2025-03-13,Complete,49,Complete,True,FALSE,H,,Update_006
TSK-028,Task 028,2025-08-21,2025-10-30,2025-08-20,2025-10-16,Complete,,Complete,,0,Low,0.49,Update_006
TSK-029,Task 029,2025-03-20,2025-05-20,2025-03-19,2025-05-05,1.0,1 wks,Complete,FALSE,Yes,H,,Update_006
TSK-030,Task 030,2024-11-26,,2024-11-26,2025-01-03,54%,,In Progress,,No,High,,Update_006
TSK-031,Task 031,2025-05-10,2025-07-02,2025-05-09,2025-06-15,Complete,20,Complete,0,Yes,,0.23,Update_006
TSK-032,Task 032,2025-09-04,2025-11-08,2025-09-06,2025-10-22,Complete,20,Complete,No,FALSE,Medium,0.86,Update_006
TSK-033,Task 033,2025-10-22,2025-11-13,2025-10-20,2025-11-10,100%,8 days,Complete,FALSE,FALSE,High,,Update_006
TSK-034,Task 034,2024-10-30,2024-12-07,2024-11-02,2024-12-05,1.0,,Complete,No,No,High,0.75,Update_006
TSK-035,Task 035,2024-11-19,2024-12-19,2024-11-18,2024-12-12,100%,20,Complete,False,FALSE,Medium,0.33,Update_006
TSK-036,Task 036,2025-06-29,,2025-07-02,2025-08-31,45%,,IP,,FALSE,Medium,,Update_006
TSK-037,Task 037,2024-11-15,2024-12-14,2024-11-15,2024-12-01,Complete,29,Complete,0,0,L,0.24,Update_006
TSK-038,Task 038,2025-06-12,2025-07-31,2025-06-13,2025-07-18,1.0,,Complete,False,FALSE,High,,Update_006
TSK-039,Task 039,2025-01-24,2025-04-19,2025-01-26,2025-03-23,1.0,43,Complete,FALSE,TRUE,High,0.21,Update_006
TSK-040,Task 040,2024-12-22,2025-01-29,2024-12-22,2025-02-03,Complete,11,Complete,,No,Low,,Update_006
TSK-041,Task 041,2024-12-18,2024-12-28,2024-12-16,2025-01-02,1.0,5 days,Complete,Yes,No,High,0.75,Update_006
TSK-042,Task 042,2025-01-16,2025-02-12,2025-01-14,2025-02-04,1.0,8 days,Complete,No,,,,Update_006
TSK-043,Task 043,2025-07-30,2025-08-22,2025-07-28,2025-08-10,1.0,5 wks,Complete,No,No,,,Update_006
TSK-044,Task 044,2024-11-05,2024-12-10,2024-11-08,2024-12-15,Complete,,Complete,,1,Low,0.05,Update_006
TSK-045,Task 045,2025-07-31,2025-08-27,2025-07-29,2025-08-13,100%,,Complete,False,True,L,0.87,Update_006
TSK-046,Task 046,2025-09-15,2025-11-02,2025-09-18,2025-10-23,1.0,35,Complete,No,Yes,Medium,0.5,Update_006
TSK-047,Task 047,2025-09-18,2025-11-25,2025-09-21,2025-11-15,Complete,,Complete,TRUE,0,Low,0.55,Update_006
TSK-048,Task 048,2025-09-05,2025-10-09,2025-09-06,2025-10-14,100%,37,Complete,No,,Medium,0.7,Update_006
TSK-049,Task 049,2024-12-26,,2024-12-24,2025-01-12,86%,5 wks,In Progress,True,1,L,0.85,Update_006
TSK-050,Task 050,2025-01-14,2025-02-25,2025-01-16,2025-01-26,100%,,Complete,No,False,High,,Update_006
