task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-08-25,2025-10-29,2025-08-24,2025-10-04,100%,10 days,Complete,0,FALSE,Medium,0.01,Update_005
TSK-002,Task 002,2025-07-12,,2025-07-09,2025-07-29,,38,In Progress,FALSE,TRUE,H,0.6,Update_005
TSK-003,Task 003,2025-07-28,,2025-07-28,2025-09-05,97%,7,In Progress,True,0,L,,Update_005
TSK-004,Task 004,2025-01-29,2025-04-16,2025-01-28,2025-03-06,Complete,15,Complete,FALSE,Yes,High,0.97,Update_005
TSK-005,Task 005,2025-03-01,2025-04-26,2025-02-27,2025-04-12,Complete,,Complete,No,FALSE,,,Update_005
TSK-006,Task 006,2025-03-21,2025-05-17,2025-03-23,2025-05-14,1.0,4 wks,Complete,False,1,H,,Update_005
TSK-007,Task 007,2025-05-03,2025-06-01,2025-05-05,2025-05-18,Complete,1 days,Complete,,,L,0.75,Update_005
TSK-008,Task 008,2024-12-23,2025-02-15,2024-12-25,2025-02-17,Complete,4 wks,Complete,False,,High,0.28,Update_005
TSK-009,Task 009,2025-08-27,,2025-08-25,2025-10-24,45,5 wks,In Progress,0,FALSE,High,0.1,Update_005
TSK-010,Task 010,2025-06-14,2025-07-11,2025-06-14,2025-07-01,100%,34,Complete,No,,H,,Update_005
TSK-011,Task 011,2025-06-08,2025-07-22,2025-06-07,2025-07-19,Complete,4 wks,Complete,Yes,,Low,,Update_005
TSK-012,Task 012,2025-06-12,,2025-06-12,2025-08-10,59%,30,IP,False,False,L,,Update_005
TSK-013,Task 013,2025-09-25,2025-10-18,2025-09-23,2025-10-08,1.0,17,Complete,TRUE,False,,0.24,Update_005
TSK-014,Task 014,2025-06-08,,2025-06-10,2025-07-12,,4 wks,In Progress,FALSE,False,High,,Update_005
TSK-015,Task 015,2025-06-09,2025-07-27,2025-06-11,2025-07-11,Complete,,Complete,False,FALSE,High,,Update_005
TSK-016,Task 016,2025-08-14,2025-09-11,2025-08-11,2025-08-28,1.0,,Complete,1,,Medium,0.91,Update_005
TSK-017,Task 017,2025-08-13,2025-09-23,2025-08-14,2025-08-24,Complete,5 days,Complete,True,No,,0.26,Update_005
TSK-018,Task 018,2025-03-23,2025-04-22,2025-03-24,2025-04-17,1.0,,Complete,No,1,High,0.75,Update_005
TSK-019,Task 019,2025-02-11,2025-03-09,2025-02-12,2025-03-13,Complete,,Complete,1,Yes,Low,,Update_005
TSK-020,Task 020,2025-03-23,2025-05-06,2025-03-26,2025-04-22,100%,,Complete,0,Yes,H,,Update_005
TSK-021,Task 021,2025-09-20,2025-10-26,2025-09-23,2025-10-23,1.0,17,Complete,No,,,,Update_005
TSK-022,Task 022,2025-04-02,2025-05-28,2025-04-03,2025-05-19,1.0,37,Complete,0,FALSE,Medium,,Update_005
TSK-023,Task 023,2025-09-06,2025-11-30,2025-09-08,2025-10-27,Complete,47,Complete,True,0,,0.19,Update_005
TSK-024,Task 024,2025-04-21,2025-06-26,2025-04-20,2025-06-18,1.0,8,Complete,No,True,Low,,Update_005
TSK-025,Task 025,2025-10-09,2025-11-30,2025-10-09,2025-11-29,Complete,,Complete,No,1,Low,,Update_005
TSK-026,Task 026,2025-08-07,2025-10-05,2025-08-10,2025-09-23,1.0,1 days,Complete,No,True,Low,0.51,Update_005
TSK-027,Task 027,2025-01-23,2025-03-17,2025-01-23,2025-03-13,100%,,Complete,True,FALSE,H,0.48,Update_005
TSK-028,Task 028,2025-08-21,,2025-08-20,2025-10-16,86%,4 wks,IP,,0,Low,,Update_005
TSK-029,Task 029,2025-03-20,2025-05-20,2025-03-19,2025-05-05,100%,13,Complete,FALSE,Yes,H,0.73,Update_005
TSK-030,Task 030,2024-11-26,,2024-11-26,2025-01-03,87%,39,In Progress,,No,H,,Update_005
TSK-031,Task 031,2025-05-10,2025-07-02,2025-05-09,2025-06-15,100%,,Complete,0,Yes,Low,0.31,Update_005
TSK-032,Task 032,2025-09-04,2025-11-08,2025-09-06,2025-10-22,100%,2 days,Complete,No,FALSE,L,,Update_005
TSK-033,Task 033,2025-10-22,2025-11-13,2025-10-20,2025-11-10,Complete,43,Complete,FALSE,FALSE,Medium,0.03,Update_005
TSK-034,Task 034,2024-10-30,2024-12-07,2024-11-02,2024-12-05,100%,33,Complete,No,No,,0.37,Update_005
TSK-035,Task 035,2024-11-19,2024-12-13,2024-11-18,2024-12-12,100%,4 days,Complete,False,FALSE,High,0.88,Update_005
TSK-036,Task 036,2025-06-29,,2025-07-02,2025-08-31,0.4503645902559547,7 days,IP,,FALSE,High,1.0,Update_005
TSK-037,Task 037,2024-11-15,2024-12-14,2024-11-15,2024-12-01,Complete,44,Complete,0,0,Low,,Update_005
TSK-038,Task 038,2025-06-12,2025-07-31,2025-06-13,2025-07-18,100%,,Complete,False,FALSE,H,0.05,Update_005
TSK-039,Task 039,2025-01-24,2025-04-19,2025-01-26,2025-03-23,1.0,5 days,Complete,FALSE,TRUE,,0.7,Update_005
TSK-040,Task 040,2024-12-22,2025-01-29,2024-12-22,2025-02-03,100%,10,Complete,,No,Medium,0.24,Update_005
TSK-041,Task 041,2024-12-18,2024-12-28,2024-12-16,2025-01-02,Complete,2 days,Complete,Yes,No,H,0.57,Update_005
TSK-042,Task 042,2025-01-16,2025-02-12,2025-01-14,2025-02-04,1.0,10 days,Complete,No,,L,,Update_005
TSK-043,Task 043,2025-07-30,2025-08-22,2025-07-28,2025-08-10,100%,7 days,Complete,No,No,High,0.76,Update_005
TSK-044,Task 044,2024-11-05,,2024-11-08,2024-12-15,,33,IP,,1,Low,,Update_005
TSK-045,Task 045,2025-07-31,2025-08-25,2025-07-29,2025-08-13,1.0,47,Complete,False,True,Medium,0.4,Update_005
TSK-046,Task 046,2025-09-15,2025-11-02,2025-09-18,2025-10-23,100%,,Complete,No,Yes,Low,0.98,Update_005
TSK-047,Task 047,2025-09-18,2025-11-25,2025-09-21,2025-11-15,100%,40,Complete,TRUE,0,Low,,Update_005
TSK-048,Task 048,2025-09-05,,2025-09-06,2025-10-14,0.9337274721142947,39,IP,No,,Medium,0.22,Update_005
TSK-049,Task 049,2024-12-26,,2024-12-24,2025-01-12,Complete,30,In Progress,True,1,Medium,,Update_005
TSK-050,Task 050,2025-01-14,2025-02-09,2025-01-16,2025-01-26,100%,,Complete,No,False,H,,Update_005
