task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-08-25,2025-11-03,2025-08-24,2025-10-04,Complete,2 wks,Complete,0,FALSE,H,,Update_010
TSK-002,Task 002,2025-07-12,2025-07-25,2025-07-09,2025-07-29,Complete,11,Complete,FALSE,TRUE,Medium,,Update_010
TSK-003,Task 003,2025-07-28,2025-09-19,2025-07-28,2025-09-05,Complete,,Complete,True,0,H,0.56,Update_010
TSK-004,Task 004,2025-01-29,2025-04-16,2025-01-28,2025-03-06,100%,8 days,Complete,FALSE,Yes,L,0.35,Update_010
TSK-005,Task 005,2025-03-01,2025-04-29,2025-02-27,2025-04-12,Complete,5 days,Complete,No,FALSE,Medium,0.87,Update_010
TSK-006,Task 006,2025-03-21,2025-05-17,2025-03-23,2025-05-14,100%,,Complete,False,1,H,0.66,Update_010
TSK-007,Task 007,2025-05-03,2025-06-01,2025-05-05,2025-05-18,Complete,23,Complete,,,H,0.13,Update_010
TSK-008,Task 008,2024-12-23,2025-02-12,2024-12-25,2025-02-17,Complete,2 wks,Complete,False,,High,0.72,Update_010
TSK-009,Task 009,2025-08-27,2025-10-31,2025-08-25,2025-10-24,Complete,1 wks,Complete,0,FALSE,,0.5,Update_010
TSK-010,Task 010,2025-06-14,2025-08-30,2025-06-14,2025-07-01,Complete,49,Complete,No,,H,0.69,Update_010
TSK-011,Task 011,2025-06-08,2025-07-31,2025-06-07,2025-07-19,100%,,Complete,Yes,,L,,Update_010
TSK-012,Task 012,2025-06-12,2025-08-22,2025-06-12,2025-08-10,100%,4 days,Complete,False,False,H,,Update_010
TSK-013,Task 013,2025-09-25,2025-10-19,2025-09-23,2025-10-08,100%,6 days,Complete,TRUE,False,Medium,,Update_010
TSK-014,Task 014,2025-06-08,2025-07-28,2025-06-10,2025-07-12,1.0,8 days,Complete,FALSE,False,L,0.53,Update_010
TSK-015,Task 015,2025-06-09,2025-07-30,2025-06-11,2025-07-11,100%,5 wks,Complete,False,FALSE,Low,0.22,Update_010
TSK-016,Task 016,2025-08-14,2025-09-18,2025-08-11,2025-08-28,100%,3 wks,Complete,1,,,0.76,Update_010
TSK-017,Task 017,2025-08-13,2025-09-23,2025-08-14,2025-08-24,Complete,,Complete,True,No,Medium,0.86,Update_010
TSK-018,Task 018,2025-03-23,2025-04-22,2025-03-24,2025-04-17,Complete,2 days,Complete,No,1,H,,Update_010
TSK-019,Task 019,2025-02-11,2025-03-20,2025-02-12,2025-03-13,100%,23,Complete,1,Yes,L,,Update_010
TSK-020,Task 020,2025-03-23,2025-05-13,2025-03-26,2025-04-22,100%,35,Complete,0,Yes,H,,Update_010
TSK-021,Task 021,2025-09-20,2025-11-07,2025-09-23,2025-10-23,Complete,,Complete,No,,Low,,Update_010
TSK-022,Task 022,2025-04-02,2025-06-07,2025-04-03,2025-05-19,1.0,18,Complete,0,FALSE,Low,,Update_010
TSK-023,Task 023,2025-09-06,2025-12-03,2025-09-08,2025-10-27,Complete,,Complete,True,0,Medium,0.05,Update_010
TSK-024,Task 024,2025-04-21,2025-07-01,2025-04-20,2025-06-18,1.0,1 wks,Complete,No,True,High,,Update_010
TSK-025,Task 025,2025-10-09,2025-12-05,2025-10-09,2025-11-29,Complete,3 wks,Complete,No,1,,,Update_010
TSK-026,Task 026,2025-08-07,2025-10-05,2025-08-10,2025-09-23,Complete,10 days,Complete,No,True,L,0.49,Update_010
TSK-027,Task 027,2025-01-23,2025-04-03,2025-01-23,2025-03-13,100%,4 wks,Complete,True,FALSE,L,0.52,Update_010
TSK-028,Task 028,2025-08-21,2025-11-01,2025-08-20,2025-10-16,1.0,,Complete,,0,Low,0.99,Update_010
TSK-029,Task 029,2025-03-20,2025-05-24,2025-03-19,2025-05-05,100%,,Complete,FALSE,Yes,High,0.01,Update_010
TSK-030,Task 030,2024-11-26,2025-01-18,2024-11-26,2025-01-03,100%,,Complete,,No,,0.24,Update_010
TSK-031,Task 031,2025-05-10,2025-07-09,2025-05-09,2025-06-15,1.0,,Complete,0,Yes,Medium,,Update_010
TSK-032,Task 032,2025-09-04,2025-11-09,2025-09-06,2025-10-22,100%,,Complete,No,FALSE,H,,Update_010
TSK-033,Task 033,2025-10-22,2025-11-28,2025-10-20,2025-11-10,Complete,47,Complete,FALSE,FALSE,Medium,,Update_010
TSK-034,Task 034,2024-10-30,2024-12-07,2024-11-02,2024-12-05,1.0,,Complete,No,No,High,,Update_010
TSK-035,Task 035,2024-11-19,2024-12-19,2024-11-18,2024-12-12,1.0,,Complete,False,FALSE,H,,Update_010
TSK-036,Task 036,2025-06-29,2025-09-15,2025-07-02,2025-08-31,1.0,28,Complete,,FALSE,,,Update_010
TSK-037,Task 037,2024-11-15,2024-12-16,2024-11-15,2024-12-01,1.0,,Complete,0,0,H,0.19,Update_010
TSK-038,Task 038,2025-06-12,2025-08-03,2025-06-13,2025-07-18,1.0,49,Complete,False,FALSE,L,0.84,Update_010
TSK-039,Task 039,2025-01-24,2025-04-19,2025-01-26,2025-03-23,100%,39,Complete,FALSE,TRUE,H,,Update_010
TSK-040,Task 040,2024-12-22,2025-01-29,2024-12-22,2025-02-03,100%,,Complete,,No,Low,0.62,Update_010
TSK-041,Task 041,2024-12-18,2024-12-28,2024-12-16,2025-01-02,100%,6,Complete,Yes,No,Low,0.09,Update_010
TSK-042,Task 042,2025-01-16,2025-02-12,2025-01-14,2025-02-04,100%,3 days,Complete,No,,Low,,Update_010
