project_name,task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,baseline_duration,is_delayed,delay_days,delay_percentage,percent_complete,status,is_milestone,is_critical,is_active,risk_flag,severity_score,severity_factors,update_phase
Delta,TSK-001,Task 001,2025-06-13,2025-09-13,2025-06-12,2025-08-04,53,True,40,75.5,100%,Complete,False,False,False,Medium,5,Delayed by 40 days (+4 points); Risk Level: Medium (+1 points),Update_002
Delta,TSK-002,Task 002,2025-01-02,,2025-01-02,2025-01-19,17,False,0,0.0,,In Progress,False,False,True,,0,,Update_002
Delta,TSK-003,Task 003,2025-03-07,2025-05-06,2025-03-10,2025-03-24,14,True,43,307.1,Complete,Complete,False,False,False,,5,Delayed by 43 days (+5 points),Update_002
Delta,TSK-004,Task 004,2025-03-13,,2025-03-12,2025-04-24,43,False,0,0.0,,Started,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Delta,TSK-005,Task 005,2025-06-22,2025-09-14,2025-06-23,2025-08-13,51,True,32,62.7,Complete,Complete,False,False,False,L,4,Delayed by 32 days (+4 points),Update_002
Delta,TSK-006,Task 006,2025-07-11,,2025-07-13,2025-07-29,16,False,0,0.0,73%,In Progress,True,False,True,Low,1,Milestone Task (+1 point),Update_002
Delta,TSK-007,Task 007,2025-06-18,,2025-06-16,2025-07-22,36,False,0,0.0,0.3,IP,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Delta,TSK-008,Task 008,2025-07-11,2025-09-15,2025-07-13,2025-07-23,10,True,54,540.0,100%,Complete,False,False,False,Medium,6,Delayed by 54 days (+5 points); Risk Level: Medium (+1 points),Update_002
Delta,TSK-009,Task 009,2025-06-23,2025-08-18,2025-06-22,2025-08-04,43,True,14,32.6,100%,Complete,False,False,False,Medium,3,Delayed by 14 days (+2 points); Risk Level: Medium (+1 points),Update_002
Delta,TSK-010,Task 010,2025-09-12,2025-11-18,2025-09-14,2025-10-26,42,True,23,54.8,100%,Complete,False,False,False,Low,3,Delayed by 23 days (+3 points),Update_002
Delta,TSK-011,Task 011,2025-06-12,2025-09-17,2025-06-15,2025-08-10,56,True,38,67.9,Complete,Complete,False,False,False,,4,Delayed by 38 days (+4 points),Update_002
Delta,TSK-012,Task 012,2025-09-05,2025-12-07,2025-09-02,2025-10-22,50,True,46,92.0,100%,Complete,False,True,False,L,7,Delayed by 46 days (+5 points); On Critical Path (+2 points),Update_002
Delta,TSK-013,Task 013,2025-04-20,2025-07-01,2025-04-23,2025-06-08,46,True,23,50.0,100%,Complete,True,True,False,,6,Delayed by 23 days (+3 points); On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-014,Task 014,2025-10-20,2026-01-07,2025-10-19,2025-12-13,55,True,25,45.5,Complete,Complete,False,False,False,,3,Delayed by 25 days (+3 points),Update_002
Delta,TSK-015,Task 015,2025-05-21,,2025-05-23,2025-06-30,38,False,0,0.0,51%,IP,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Delta,TSK-016,Task 016,2025-08-31,2025-11-11,2025-08-28,2025-10-14,47,True,28,59.6,100%,Complete,False,False,False,,3,Delayed by 28 days (+3 points),Update_002
Delta,TSK-017,Task 017,2025-04-29,,2025-05-02,2025-06-29,58,False,0,0.0,97%,IP,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Delta,TSK-018,Task 018,2025-02-06,,2025-02-07,2025-04-02,54,False,0,0.0,,IP,True,False,True,,1,Milestone Task (+1 point),Update_002
Delta,TSK-019,Task 019,2025-02-27,,2025-02-26,2025-03-24,26,False,0,0.0,,IP,False,False,True,,0,,Update_002
Delta,TSK-020,Task 020,2025-05-07,2025-08-05,2025-05-09,2025-06-16,38,True,50,131.6,100%,Complete,False,True,False,L,7,Delayed by 50 days (+5 points); On Critical Path (+2 points),Update_002
Delta,TSK-021,Task 021,2025-10-27,,2025-10-26,2025-12-25,60,False,0,0.0,56%,In Progress,True,False,True,Low,1,Milestone Task (+1 point),Update_002
Delta,TSK-022,Task 022,2025-06-18,,2025-06-15,2025-07-05,20,False,0,0.0,29%,Started,False,False,True,L,0,,Update_002
Delta,TSK-023,Task 023,2025-04-27,,2025-04-24,2025-05-10,16,False,0,0.0,0.5,Started,False,False,True,L,0,,Update_002
Delta,TSK-024,Task 024,2024-11-07,2025-01-14,2024-11-07,2024-12-14,37,True,31,83.8,100%,Complete,False,False,False,Medium,5,Delayed by 31 days (+4 points); Risk Level: Medium (+1 points),Update_002
Delta,TSK-025,Task 025,2025-04-04,,2025-04-06,2025-05-22,46,False,0,0.0,0.11467454921427,IP,True,False,True,High,3,Risk Level: High (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-026,Task 026,2024-12-20,2025-01-31,2024-12-21,2025-01-07,17,True,24,141.2,100%,Complete,True,False,False,High,6,Delayed by 24 days (+3 points); Risk Level: High (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-027,Task 027,2025-02-18,,2025-02-15,2025-04-05,49,False,0,0.0,8%,IP,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Delta,TSK-028,Task 028,2025-10-10,,2025-10-12,2025-10-26,14,False,0,0.0,33%,Started,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Delta,TSK-029,Task 029,2025-09-28,2025-11-21,2025-09-26,2025-10-17,21,True,35,166.7,100%,Complete,False,False,False,,4,Delayed by 35 days (+4 points),Update_002
