task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-08-24,2025-09-16,2025-08-26,2025-09-07,1.0,,Complete,FALSE,False,H,0.14,Update_004
TSK-002,Task 002,2025-08-29,2025-09-12,2025-08-29,2025-09-12,100%,6 days,Complete,0,No,Medium,,Update_004
TSK-003,Task 003,2024-11-07,2024-12-24,2024-11-05,2024-12-10,100%,5 days,Complete,FALSE,No,Low,,Update_004
TSK-004,Task 004,2025-06-11,2025-08-17,2025-06-12,2025-08-07,Complete,40,Complete,,0,,0.69,Update_004
TSK-005,Task 005,2025-02-18,,2025-02-15,2025-04-07,29%,,In Progress,0,,H,0.4,Update_004
TSK-006,Task 006,2025-02-27,,2025-03-01,2025-04-26,0.8432434541729754,14,IP,False,0,,0.92,Update_004
TSK-007,Task 007,2025-09-20,,2025-09-20,2025-10-07,92,,IP,,FALSE,H,0.69,Update_004
TSK-008,Task 008,2025-07-01,,2025-07-03,2025-08-12,,2 wks,IP,,1,,,Update_004
TSK-009,Task 009,2025-05-28,2025-07-05,2025-05-25,2025-06-15,Complete,,Complete,1,0,L,,Update_004
TSK-010,Task 010,2024-11-08,,2024-11-08,2024-12-08,0.3816157551157214,1 wks,In Progress,,False,Low,,Update_004
TSK-011,Task 011,2025-08-07,,2025-08-07,2025-10-06,,,In Progress,0,Yes,,,Update_004
TSK-012,Task 012,2025-05-01,2025-06-17,2025-04-29,2025-06-15,Complete,3 days,Complete,FALSE,0,Medium,,Update_004
TSK-013,Task 013,2025-02-13,2025-03-30,2025-02-15,2025-03-19,Complete,46,Complete,FALSE,False,H,0.9,Update_004
TSK-014,Task 014,2025-03-12,,2025-03-15,2025-04-02,36%,36,In Progress,,1,H,0.03,Update_004
TSK-015,Task 015,2025-02-28,,2025-03-01,2025-03-18,,40,IP,No,True,,0.01,Update_004
TSK-016,Task 016,2024-11-23,2025-01-24,2024-11-25,2024-12-26,1.0,,Complete,Yes,Yes,Low,,Update_004
TSK-017,Task 017,2025-07-31,2025-09-06,2025-08-02,2025-09-04,100%,46,Complete,FALSE,False,Medium,0.38,Update_004
TSK-018,Task 018,2025-07-10,2025-07-25,2025-07-07,2025-07-30,100%,4 wks,Complete,FALSE,,H,0.19,Update_004
TSK-019,Task 019,2025-09-21,,2025-09-22,2025-11-01,,4 days,IP,TRUE,,Low,,Update_004
TSK-020,Task 020,2025-08-11,2025-09-10,2025-08-10,2025-09-18,Complete,5 wks,Complete,,FALSE,H,0.96,Update_004
TSK-021,Task 021,2025-06-05,2025-07-01,2025-06-08,2025-07-06,Complete,4 wks,Complete,True,1,Medium,0.05,Update_004
TSK-022,Task 022,2025-01-09,2025-03-25,2025-01-10,2025-02-10,1.0,,Complete,FALSE,False,H,,Update_004
TSK-023,Task 023,2025-06-17,2025-07-24,2025-06-20,2025-07-28,Complete,10 days,Complete,False,1,Medium,0.95,Update_004
TSK-024,Task 024,2025-02-20,,2025-02-22,2025-03-16,,10,IP,No,0,High,,Update_004
TSK-025,Task 025,2025-09-17,,2025-09-19,2025-11-12,29%,,In Progress,False,FALSE,L,0.69,Update_004
TSK-026,Task 026,2025-03-08,,2025-03-08,2025-04-22,,5 wks,In Progress,0,No,L,0.29,Update_004
TSK-027,Task 027,2025-09-14,2025-11-04,2025-09-15,2025-10-28,Complete,24,Complete,,False,Medium,,Update_004
TSK-028,Task 028,2024-12-31,,2025-01-01,2025-02-22,98%,24,In Progress,0,0,Low,,Update_004
TSK-029,Task 029,2025-03-29,2025-05-15,2025-03-26,2025-05-03,1.0,7 days,Complete,False,No,,,Update_004
TSK-030,Task 030,2025-02-28,2025-04-24,2025-02-25,2025-04-11,1.0,45,Complete,TRUE,No,,0.66,Update_004
TSK-031,Task 031,2024-12-15,2025-01-26,2024-12-14,2025-01-28,100%,19,Complete,FALSE,,Medium,0.36,Update_004
TSK-032,Task 032,2025-06-24,,2025-06-25,2025-07-25,0.6811128620042018,,IP,True,False,,0.92,Update_004
TSK-033,Task 033,2025-08-30,,2025-08-29,2025-09-24,,,In Progress,,False,Medium,,Update_004
TSK-034,Task 034,2025-09-24,,2025-09-27,2025-11-01,,12,IP,TRUE,True,Low,,Update_004
TSK-035,Task 035,2024-11-16,,2024-11-16,2024-12-18,,2 wks,In Progress,FALSE,FALSE,L,0.82,Update_004
TSK-036,Task 036,2025-03-23,,2025-03-20,2025-04-29,,5 wks,IP,False,0,Medium,0.76,Update_004
TSK-037,Task 037,2025-05-06,2025-06-03,2025-05-04,2025-05-29,1.0,,Complete,FALSE,0,High,,Update_004
TSK-038,Task 038,2025-06-17,2025-07-19,2025-06-18,2025-07-04,1.0,1 days,Complete,No,No,L,,Update_004
TSK-039,Task 039,2024-12-07,2025-02-20,2024-12-10,2025-01-13,Complete,,Complete,True,FALSE,,0.59,Update_004
TSK-040,Task 040,2025-01-13,,2025-01-12,2025-02-07,0.6855242626590176,,In Progress,No,No,Low,,Update_004
TSK-041,Task 041,2025-03-17,,2025-03-20,2025-05-18,0.3684299087033118,1 wks,IP,,Yes,,,Update_004
TSK-042,Task 042,2024-11-29,2025-01-14,2024-11-28,2025-01-12,1.0,10 days,Complete,0,TRUE,Medium,0.53,Update_004
TSK-043,Task 043,2025-08-03,,2025-08-03,2025-08-26,,20,IP,TRUE,False,,0.13,Update_004
TSK-044,Task 044,2025-01-31,2025-03-02,2025-01-30,2025-02-27,100%,,Complete,No,TRUE,L,0.72,Update_004
TSK-045,Task 045,2025-03-26,2025-04-27,2025-03-27,2025-04-29,1.0,,Complete,No,,Medium,,Update_004
TSK-046,Task 046,2025-05-16,,2025-05-18,2025-07-07,,26,IP,No,FALSE,L,,Update_004
TSK-047,Task 047,2025-09-07,2025-11-03,2025-09-06,2025-10-25,1.0,10 days,Complete,TRUE,0,Medium,0.2,Update_004
TSK-048,Task 048,2025-03-19,2025-04-28,2025-03-17,2025-04-16,1.0,4 wks,Complete,TRUE,No,L,0.33,Update_004
TSK-049,Task 049,2025-03-30,,2025-03-27,2025-04-12,,7 days,In Progress,0,0,High,,Update_004
TSK-050,Task 050,2025-06-12,,2025-06-14,2025-07-19,28,,In Progress,0,0,,0.64,Update_004
