task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-08-24,2025-09-16,2025-08-26,2025-09-07,1.0,4 wks,Complete,FALSE,False,Medium,0.99,Update_002
TSK-002,Task 002,2025-08-29,,2025-08-29,2025-09-12,80,25,In Progress,0,No,L,0.81,Update_002
TSK-003,Task 003,2024-11-07,,2024-11-05,2024-12-10,,7 days,In Progress,FALSE,No,L,0.19,Update_002
TSK-004,Task 004,2025-06-11,,2025-06-12,2025-08-07,,,IP,,0,L,,Update_002
TSK-005,Task 005,2025-02-18,,2025-02-15,2025-04-07,,4 days,IP,0,,L,,Update_002
TSK-006,Task 006,2025-02-27,,2025-03-01,2025-04-26,Complete,6 days,In Progress,False,0,Low,,Update_002
TSK-007,Task 007,2025-09-20,,2025-09-20,2025-10-07,0.6364700469257185,3 days,IP,,FALSE,,0.27,Update_002
TSK-008,Task 008,2025-07-01,,2025-07-03,2025-08-12,34,,In Progress,,1,H,,Update_002
TSK-009,Task 009,2025-05-28,,2025-05-25,2025-06-15,,8 days,In Progress,1,0,L,,Update_002
TSK-010,Task 010,2024-11-08,,2024-11-08,2024-12-08,3,43,IP,,False,Medium,0.0,Update_002
TSK-011,Task 011,2025-08-07,,2025-08-07,2025-10-06,97,,IP,0,Yes,Medium,0.06,Update_002
TSK-012,Task 012,2025-05-01,,2025-04-29,2025-06-15,76%,1 wks,IP,FALSE,0,,,Update_002
TSK-013,Task 013,2025-02-13,2025-03-30,2025-02-15,2025-03-19,100%,16,Complete,FALSE,False,L,,Update_002
TSK-014,Task 014,2025-03-12,,2025-03-15,2025-04-02,0.6287920758478256,16,IP,,1,,0.23,Update_002
TSK-015,Task 015,2025-02-28,,2025-03-01,2025-03-18,53%,45,In Progress,No,True,L,,Update_002
TSK-016,Task 016,2024-11-23,,2024-11-25,2024-12-26,43,33,IP,Yes,Yes,H,0.24,Update_002
TSK-017,Task 017,2025-07-31,,2025-08-02,2025-09-04,84%,7 days,In Progress,FALSE,False,H,,Update_002
TSK-018,Task 018,2025-07-10,,2025-07-07,2025-07-30,,,IP,FALSE,,H,0.32,Update_002
TSK-019,Task 019,2025-09-21,,2025-09-22,2025-11-01,51,6 days,IP,TRUE,,,,Update_002
TSK-020,Task 020,2025-08-11,2025-09-14,2025-08-10,2025-09-18,1.0,,Complete,,FALSE,Medium,,Update_002
TSK-021,Task 021,2025-06-05,,2025-06-08,2025-07-06,0.696522369877977,6,IP,True,1,,,Update_002
TSK-022,Task 022,2025-01-09,2025-02-17,2025-01-10,2025-02-10,Complete,,Complete,FALSE,False,L,,Update_002
TSK-023,Task 023,2025-06-17,2025-07-24,2025-06-20,2025-07-28,100%,,Complete,False,1,Low,0.8,Update_002
TSK-024,Task 024,2025-02-20,,2025-02-22,2025-03-16,58%,5 days,In Progress,No,0,,0.8,Update_002
TSK-025,Task 025,2025-09-17,,2025-09-19,2025-11-12,,,IP,False,FALSE,,0.81,Update_002
TSK-026,Task 026,2025-03-08,,2025-03-08,2025-04-22,Complete,,IP,0,No,,0.8,Update_002
TSK-027,Task 027,2025-09-14,,2025-09-15,2025-10-28,,,IP,,False,L,,Update_002
TSK-028,Task 028,2024-12-31,,2025-01-01,2025-02-22,15,7 days,In Progress,0,0,Low,0.32,Update_002
TSK-029,Task 029,2025-03-29,2025-05-13,2025-03-26,2025-05-03,Complete,8 days,Complete,False,No,Medium,0.02,Update_002
TSK-030,Task 030,2025-02-28,,2025-02-25,2025-04-11,,,IP,TRUE,No,,,Update_002
TSK-031,Task 031,2024-12-15,2025-01-26,2024-12-14,2025-01-28,1.0,20,Complete,FALSE,,Low,0.34,Update_002
TSK-032,Task 032,2025-06-24,,2025-06-25,2025-07-25,94,4 days,In Progress,True,False,Low,,Update_002
