task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-08-24,2025-09-16,2025-08-26,2025-09-07,1.0,10,Complete,FALSE,False,H,,Update_009
TSK-002,Task 002,2025-08-29,2025-09-29,2025-08-29,2025-09-12,1.0,45,Complete,0,No,Medium,0.28,Update_009
TSK-003,Task 003,2024-11-07,2024-12-24,2024-11-05,2024-12-10,1.0,1 wks,Complete,FALSE,No,L,0.8,Update_009
TSK-004,Task 004,2025-06-11,2025-08-20,2025-06-12,2025-08-07,100%,,Complete,,0,High,0.76,Update_009
TSK-005,Task 005,2025-02-18,2025-04-09,2025-02-15,2025-04-07,1.0,,Complete,0,,H,,Update_009
TSK-006,Task 006,2025-02-27,2025-04-29,2025-03-01,2025-04-26,Complete,47,Complete,False,0,,0.34,Update_009
TSK-007,Task 007,2025-09-20,2025-10-15,2025-09-20,2025-10-07,1.0,1 wks,Complete,,FALSE,Low,,Update_009
TSK-008,Task 008,2025-07-01,2025-08-21,2025-07-03,2025-08-12,Complete,34,Complete,,1,,0.6,Update_009
TSK-009,Task 009,2025-05-28,2025-07-05,2025-05-25,2025-06-15,Complete,39,Complete,1,0,Medium,0.38,Update_009
TSK-010,Task 010,2024-11-08,2024-12-16,2024-11-08,2024-12-08,100%,21,Complete,,False,H,0.64,Update_009
TSK-011,Task 011,2025-08-07,2025-10-09,2025-08-07,2025-10-06,Complete,28,Complete,0,Yes,High,,Update_009
TSK-012,Task 012,2025-05-01,2025-06-17,2025-04-29,2025-06-15,Complete,30,Complete,FALSE,0,L,0.81,Update_009
TSK-013,Task 013,2025-02-13,2025-03-30,2025-02-15,2025-03-19,1.0,5 wks,Complete,FALSE,False,L,0.06,Update_009
TSK-014,Task 014,2025-03-12,2025-05-07,2025-03-15,2025-04-02,Complete,7 days,Complete,,1,,0.47,Update_009
TSK-015,Task 015,2025-02-28,2025-03-28,2025-03-01,2025-03-18,100%,9 days,Complete,No,True,Low,0.15,Update_009
TSK-016,Task 016,2024-11-23,2025-01-30,2024-11-25,2024-12-26,1.0,,Complete,Yes,Yes,H,,Update_009
TSK-017,Task 017,2025-07-31,2025-09-07,2025-08-02,2025-09-04,Complete,,Complete,FALSE,False,Medium,,Update_009
TSK-018,Task 018,2025-07-10,2025-08-02,2025-07-07,2025-07-30,1.0,5 wks,Complete,FALSE,,H,,Update_009
TSK-019,Task 019,2025-09-21,2025-11-15,2025-09-22,2025-11-01,100%,8 days,Complete,TRUE,,High,0.95,Update_009
TSK-020,Task 020,2025-08-11,2025-09-16,2025-08-10,2025-09-18,1.0,1 wks,Complete,,FALSE,Medium,0.45,Update_009
TSK-021,Task 021,2025-06-05,2025-07-08,2025-06-08,2025-07-06,1.0,,Complete,True,1,High,,Update_009
TSK-022,Task 022,2025-01-09,2025-03-27,2025-01-10,2025-02-10,Complete,46,Complete,FALSE,False,,,Update_009
TSK-023,Task 023,2025-06-17,2025-07-30,2025-06-20,2025-07-28,1.0,,Complete,False,1,L,,Update_009
TSK-024,Task 024,2025-02-20,2025-03-17,2025-02-22,2025-03-16,1.0,1 wks,Complete,No,0,H,,Update_009
TSK-025,Task 025,2025-09-17,2025-11-08,2025-09-19,2025-11-12,100%,6 days,Complete,False,FALSE,Medium,0.12,Update_009
TSK-026,Task 026,2025-03-08,2025-04-21,2025-03-08,2025-04-22,1.0,,Complete,0,No,H,,Update_009
TSK-027,Task 027,2025-09-14,2025-11-04,2025-09-15,2025-10-28,Complete,3 days,Complete,,False,High,0.86,Update_009
TSK-028,Task 028,2024-12-31,2025-02-27,2025-01-01,2025-02-22,Complete,25,Complete,0,0,,0.59,Update_009
TSK-029,Task 029,2025-03-29,2025-05-24,2025-03-26,2025-05-03,100%,4 wks,Complete,False,No,Medium,0.41,Update_009
TSK-030,Task 030,2025-02-28,2025-05-01,2025-02-25,2025-04-11,1.0,6 days,Complete,TRUE,No,Medium,,Update_009
TSK-031,Task 031,2024-12-15,2025-01-26,2024-12-14,2025-01-28,100%,,Complete,FALSE,,Low,,Update_009
TSK-032,Task 032,2025-06-24,2025-07-31,2025-06-25,2025-07-25,100%,5 wks,Complete,True,False,Medium,,Update_009
TSK-033,Task 033,2025-08-30,2025-10-02,2025-08-29,2025-09-24,100%,34,Complete,,False,Low,,Update_009
TSK-034,Task 034,2025-09-24,2025-10-31,2025-09-27,2025-11-01,1.0,41,Complete,TRUE,True,Low,0.23,Update_009
TSK-035,Task 035,2024-11-16,2024-12-20,2024-11-16,2024-12-18,Complete,,Complete,FALSE,FALSE,H,,Update_009
TSK-036,Task 036,2025-03-23,2025-04-25,2025-03-20,2025-04-29,1.0,8 days,Complete,False,0,,0.67,Update_009
TSK-037,Task 037,2025-05-06,2025-06-09,2025-05-04,2025-05-29,100%,,Complete,FALSE,0,H,,Update_009
TSK-038,Task 038,2025-06-17,2025-07-27,2025-06-18,2025-07-04,100%,5 wks,Complete,No,No,Medium,0.12,Update_009
TSK-039,Task 039,2024-12-07,2025-02-20,2024-12-10,2025-01-13,1.0,1 wks,Complete,True,FALSE,Medium,,Update_009
TSK-040,Task 040,2025-01-13,2025-02-24,2025-01-12,2025-02-07,Complete,,Complete,No,No,,0.08,Update_009
TSK-041,Task 041,2025-03-17,2025-05-28,2025-03-20,2025-05-18,Complete,12,Complete,,Yes,Medium,,Update_009
