task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-08-24,2025-09-16,2025-08-26,2025-09-07,100%,3 wks,Complete,FALSE,False,,,Update_003
TSK-002,Task 002,2025-08-29,2025-09-11,2025-08-29,2025-09-12,Complete,10 days,Complete,0,No,High,0.33,Update_003
TSK-003,Task 003,2024-11-07,2024-12-24,2024-11-05,2024-12-10,Complete,6 days,Complete,FALSE,No,Low,,Update_003
TSK-004,Task 004,2025-06-11,2025-08-17,2025-06-12,2025-08-07,1.0,8 days,Complete,,0,Medium,0.95,Update_003
TSK-005,Task 005,2025-02-18,,2025-02-15,2025-04-07,0.4553974803518358,46,In Progress,0,,Low,,Update_003
TSK-006,Task 006,2025-02-27,,2025-03-01,2025-04-26,64%,43,In Progress,False,0,L,0.57,Update_003
TSK-007,Task 007,2025-09-20,,2025-09-20,2025-10-07,,,IP,,FALSE,Low,0.42,Update_003
TSK-008,Task 008,2025-07-01,,2025-07-03,2025-08-12,,43,In Progress,,1,L,,Update_003
TSK-009,Task 009,2025-05-28,2025-07-05,2025-05-25,2025-06-15,100%,8 days,Complete,1,0,,0.95,Update_003
TSK-010,Task 010,2024-11-08,,2024-11-08,2024-12-08,88,3 wks,In Progress,,False,High,,Update_003
TSK-011,Task 011,2025-08-07,,2025-08-07,2025-10-06,58%,,IP,0,Yes,H,0.26,Update_003
TSK-012,Task 012,2025-05-01,2025-06-17,2025-04-29,2025-06-15,1.0,5 days,Complete,FALSE,0,,,Update_003
TSK-013,Task 013,2025-02-13,2025-03-30,2025-02-15,2025-03-19,1.0,7 days,Complete,FALSE,False,H,0.38,Update_003
TSK-014,Task 014,2025-03-12,,2025-03-15,2025-04-02,46,,IP,,1,H,,Update_003
TSK-015,Task 015,2025-02-28,,2025-03-01,2025-03-18,40%,2 days,IP,No,True,Low,,Update_003
TSK-016,Task 016,2024-11-23,2025-01-24,2024-11-25,2024-12-26,Complete,4 wks,Complete,Yes,Yes,H,,Update_003
TSK-017,Task 017,2025-07-31,,2025-08-02,2025-09-04,25%,18,In Progress,FALSE,False,L,,Update_003
TSK-018,Task 018,2025-07-10,,2025-07-07,2025-07-30,58%,8,IP,FALSE,,Medium,,Update_003
TSK-019,Task 019,2025-09-21,,2025-09-22,2025-11-01,,7 days,In Progress,TRUE,,H,,Update_003
TSK-020,Task 020,2025-08-11,2025-09-14,2025-08-10,2025-09-18,100%,,Complete,,FALSE,H,,Update_003
TSK-021,Task 021,2025-06-05,2025-07-01,2025-06-08,2025-07-06,100%,,Complete,True,1,L,0.35,Update_003
TSK-022,Task 022,2025-01-09,2025-03-25,2025-01-10,2025-02-10,Complete,,Complete,FALSE,False,High,,Update_003
TSK-023,Task 023,2025-06-17,2025-07-24,2025-06-20,2025-07-28,100%,5 days,Complete,False,1,,,Update_003
TSK-024,Task 024,2025-02-20,,2025-02-22,2025-03-16,49%,32,IP,No,0,H,,Update_003
TSK-025,Task 025,2025-09-17,,2025-09-19,2025-11-12,10,3 wks,In Progress,False,FALSE,H,0.8,Update_003
TSK-026,Task 026,2025-03-08,,2025-03-08,2025-04-22,0.2575156020905994,,IP,0,No,Low,,Update_003
TSK-027,Task 027,2025-09-14,,2025-09-15,2025-10-28,31%,,In Progress,,False,Low,0.16,Update_003
TSK-028,Task 028,2024-12-31,,2025-01-01,2025-02-22,,5 wks,In Progress,0,0,L,,Update_003
TSK-029,Task 029,2025-03-29,2025-05-15,2025-03-26,2025-05-03,Complete,,Complete,False,No,,,Update_003
TSK-030,Task 030,2025-02-28,2025-04-24,2025-02-25,2025-04-11,1.0,38,Complete,TRUE,No,L,,Update_003
TSK-031,Task 031,2024-12-15,2025-01-26,2024-12-14,2025-01-28,1.0,3 wks,Complete,FALSE,,High,,Update_003
TSK-032,Task 032,2025-06-24,,2025-06-25,2025-07-25,2,6 days,In Progress,True,False,Medium,0.77,Update_003
TSK-033,Task 033,2025-08-30,,2025-08-29,2025-09-24,0.8519130305150375,,In Progress,,False,High,0.33,Update_003
TSK-034,Task 034,2025-09-24,,2025-09-27,2025-11-01,59,44,In Progress,TRUE,True,,0.7,Update_003
TSK-035,Task 035,2024-11-16,,2024-11-16,2024-12-18,29%,29,In Progress,FALSE,FALSE,High,,Update_003
TSK-036,Task 036,2025-03-23,,2025-03-20,2025-04-29,,15,IP,False,0,Medium,,Update_003
TSK-037,Task 037,2025-05-06,2025-06-03,2025-05-04,2025-05-29,Complete,,Complete,FALSE,0,L,0.6,Update_003
TSK-038,Task 038,2025-06-17,2025-07-19,2025-06-18,2025-07-04,100%,3 wks,Complete,No,No,Low,0.91,Update_003
TSK-039,Task 039,2024-12-07,2025-01-16,2024-12-10,2025-01-13,100%,50,Complete,True,FALSE,L,,Update_003
TSK-040,Task 040,2025-01-13,,2025-01-12,2025-02-07,100,41,IP,No,No,,0.92,Update_003
TSK-041,Task 041,2025-03-17,,2025-03-20,2025-05-18,71,,IP,,Yes,Medium,,Update_003
TSK-042,Task 042,2024-11-29,2025-01-14,2024-11-28,2025-01-12,Complete,,Complete,0,TRUE,,,Update_003
TSK-043,Task 043,2025-08-03,,2025-08-03,2025-08-26,,49,IP,TRUE,False,L,,Update_003
TSK-044,Task 044,2025-01-31,,2025-01-30,2025-02-27,70,4 wks,In Progress,No,TRUE,L,0.67,Update_003
TSK-045,Task 045,2025-03-26,,2025-03-27,2025-04-29,79,5 wks,In Progress,No,,,0.69,Update_003
TSK-046,Task 046,2025-05-16,,2025-05-18,2025-07-07,69%,45,IP,No,FALSE,H,0.32,Update_003
TSK-047,Task 047,2025-09-07,2025-11-03,2025-09-06,2025-10-25,100%,7 days,Complete,TRUE,0,H,0.58,Update_003
TSK-048,Task 048,2025-03-19,2025-04-23,2025-03-17,2025-04-16,Complete,9 days,Complete,TRUE,No,High,0.89,Update_003
TSK-049,Task 049,2025-03-30,,2025-03-27,2025-04-12,75,,In Progress,0,0,,,Update_003
TSK-050,Task 050,2025-06-12,,2025-06-14,2025-07-19,,16,In Progress,0,0,,0.47,Update_003
