task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-08-24,2025-09-16,2025-08-26,2025-09-07,1.0,1 days,Complete,FALSE,False,Medium,0.1,Update_007
TSK-002,Task 002,2025-08-29,2025-09-24,2025-08-29,2025-09-12,1.0,38,Complete,0,No,High,0.44,Update_007
TSK-003,Task 003,2024-11-07,2024-12-24,2024-11-05,2024-12-10,100%,,Complete,FALSE,No,Low,0.96,Update_007
TSK-004,Task 004,2025-06-11,2025-08-20,2025-06-12,2025-08-07,Complete,5 days,Complete,,0,L,0.16,Update_007
TSK-005,Task 005,2025-02-18,2025-04-06,2025-02-15,2025-04-07,100%,6 days,Complete,0,,,0.61,Update_007
TSK-006,Task 006,2025-02-27,2025-04-29,2025-03-01,2025-04-26,100%,,Complete,False,0,H,,Update_007
TSK-007,Task 007,2025-09-20,,2025-09-20,2025-10-07,0.5940244095031658,1 wks,In Progress,,FALSE,Medium,,Update_007
TSK-008,Task 008,2025-07-01,2025-08-20,2025-07-03,2025-08-12,1.0,1 wks,Complete,,1,L,0.08,Update_007
TSK-009,Task 009,2025-05-28,2025-07-05,2025-05-25,2025-06-15,100%,14,Complete,1,0,L,0.83,Update_007
TSK-010,Task 010,2024-11-08,,2024-11-08,2024-12-08,66%,,In Progress,,False,Low,,Update_007
TSK-011,Task 011,2025-08-07,2025-10-07,2025-08-07,2025-10-06,1.0,14,Complete,0,Yes,L,,Update_007
TSK-012,Task 012,2025-05-01,2025-06-17,2025-04-29,2025-06-15,100%,10 days,Complete,FALSE,0,L,,Update_007
TSK-013,Task 013,2025-02-13,2025-03-30,2025-02-15,2025-03-19,100%,,Complete,FALSE,False,High,,Update_007
TSK-014,Task 014,2025-03-12,2025-04-12,2025-03-15,2025-04-02,1.0,40,Complete,,1,Low,0.54,Update_007
TSK-015,Task 015,2025-02-28,2025-03-28,2025-03-01,2025-03-18,1.0,,Complete,No,True,,0.35,Update_007
TSK-016,Task 016,2024-11-23,2025-01-24,2024-11-25,2024-12-26,100%,,Complete,Yes,Yes,H,0.03,Update_007
TSK-017,Task 017,2025-07-31,2025-09-06,2025-08-02,2025-09-04,Complete,25,Complete,FALSE,False,High,0.93,Update_007
TSK-018,Task 018,2025-07-10,2025-07-28,2025-07-07,2025-07-30,100%,3 days,Complete,FALSE,,Medium,,Update_007
TSK-019,Task 019,2025-09-21,2025-11-15,2025-09-22,2025-11-01,Complete,3 days,Complete,TRUE,,,,Update_007
TSK-020,Task 020,2025-08-11,2025-09-16,2025-08-10,2025-09-18,100%,2 days,Complete,,FALSE,High,0.54,Update_007
TSK-021,Task 021,2025-06-05,2025-07-01,2025-06-08,2025-07-06,Complete,1 wks,Complete,True,1,Low,,Update_007
TSK-022,Task 022,2025-01-09,2025-03-27,2025-01-10,2025-02-10,1.0,,Complete,FALSE,False,Low,0.23,Update_007
TSK-023,Task 023,2025-06-17,2025-07-30,2025-06-20,2025-07-28,1.0,18,Complete,False,1,L,0.3,Update_007
