project_name,task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,baseline_duration,is_delayed,delay_days,delay_percentage,percent_complete,status,is_milestone,is_critical,is_active,risk_flag,severity_score,severity_factors,update_phase
Alpha,TSK-001,Task 001,2025-04-02,2025-06-16,2025-04-04,2025-05-28,54,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_007
Alpha,TSK-002,Task 002,2025-09-08,2025-11-01,2025-09-09,2025-11-03,55,False,0,0.0,100%,Complete,False,True,False,Medium,0,,Update_007
Alpha,TSK-003,Task 003,2025-07-02,2025-08-04,2025-07-03,2025-07-29,26,False,0,0.0,100%,Complete,False,False,False,,0,,Update_007
Alpha,TSK-004,Task 004,2025-10-23,2025-12-05,2025-10-20,2025-11-15,26,False,0,0.0,100%,Complete,False,True,False,H,0,,Update_007
Alpha,TSK-005,Task 005,2024-11-29,2025-03-10,2024-11-26,2025-01-21,56,False,0,0.0,100%,Complete,False,True,False,H,0,,Update_007
Alpha,TSK-006,Task 006,2025-04-12,2025-05-13,2025-04-09,2025-05-06,27,False,0,0.0,100%,Complete,False,False,False,L,0,,Update_007
Alpha,TSK-007,Task 007,2024-11-12,2025-01-17,2024-11-13,2024-12-13,30,False,0,0.0,100%,Complete,False,False,False,L,0,,Update_007
Alpha,TSK-008,Task 008,2025-10-03,2025-12-30,2025-10-02,2025-11-26,55,False,0,0.0,100%,Complete,False,False,False,L,0,,Update_007
Alpha,TSK-009,Task 009,2025-03-13,2025-05-14,2025-03-14,2025-04-03,20,False,0,0.0,100%,Complete,True,False,False,High,0,,Update_007
Alpha,TSK-010,Task 010,2025-01-05,2025-02-24,2025-01-03,2025-02-02,30,False,0,0.0,100%,Complete,False,False,False,,0,,Update_007
Alpha,TSK-011,Task 011,2025-06-12,2025-09-04,2025-06-13,2025-08-08,56,False,0,0.0,100%,Complete,False,False,False,Low,0,,Update_007
Alpha,TSK-012,Task 012,2025-01-13,2025-03-05,2025-01-16,2025-02-01,16,False,0,0.0,100%,Complete,True,True,False,Low,0,,Update_007
Alpha,TSK-013,Task 013,2025-03-25,2025-04-28,2025-03-22,2025-04-09,18,False,0,0.0,100%,Complete,False,False,False,L,0,,Update_007
Alpha,TSK-014,Task 014,2025-09-04,2025-11-14,2025-09-02,2025-10-07,35,False,0,0.0,100%,Complete,True,True,False,H,0,,Update_007
Alpha,TSK-015,Task 015,2024-12-13,2025-03-13,2024-12-11,2025-01-07,27,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_007
Alpha,TSK-016,Task 016,2024-12-16,2025-04-11,2024-12-13,2025-01-21,39,False,0,0.0,100%,Complete,False,False,False,High,0,,Update_007
Alpha,TSK-017,Task 017,2025-05-04,2025-06-07,2025-05-02,2025-05-19,17,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_007
Alpha,TSK-018,Task 018,2025-08-12,2025-10-19,2025-08-11,2025-10-08,58,True,10,17.2,Complete,Complete,False,True,False,L,3,Delayed by 10 days (+1 points); On Critical Path (+2 points),Update_007
Alpha,TSK-019,Task 019,2024-12-30,2025-02-22,2025-01-02,2025-02-11,40,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_007
Alpha,TSK-020,Task 020,2025-10-04,2026-02-25,2025-10-05,2025-11-12,38,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_007
Alpha,TSK-021,Task 021,2025-09-19,2025-11-12,2025-09-20,2025-10-23,33,False,0,0.0,100%,Complete,False,True,False,,0,,Update_007
Alpha,TSK-022,Task 022,2025-02-18,2025-05-12,2025-02-18,2025-04-18,59,False,0,0.0,100%,Complete,True,False,False,Medium,0,,Update_007
Alpha,TSK-023,Task 023,2025-09-14,2025-10-18,2025-09-15,2025-10-14,29,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_007
Alpha,TSK-024,Task 024,2024-12-23,2025-02-15,2024-12-22,2025-01-25,34,False,0,0.0,100%,Complete,False,False,False,,0,,Update_007
Alpha,TSK-025,Task 025,2025-05-02,2025-07-20,2025-04-29,2025-06-15,47,False,0,0.0,100%,Complete,True,False,False,Low,0,,Update_007
Alpha,TSK-026,Task 026,2025-08-15,2025-10-16,2025-08-16,2025-09-06,21,False,0,0.0,100%,Complete,True,True,False,High,0,,Update_007
Alpha,TSK-027,Task 027,2025-05-20,2025-07-23,2025-05-17,2025-06-09,23,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_007
Alpha,TSK-028,Task 028,2025-09-22,2025-10-31,2025-09-19,2025-10-01,12,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_007
Alpha,TSK-029,Task 029,2024-12-26,2025-01-29,2024-12-25,2025-01-04,10,False,0,0.0,100%,Complete,False,False,False,High,0,,Update_007
Alpha,TSK-030,Task 030,2025-10-20,2026-01-10,2025-10-21,2025-12-07,47,False,0,0.0,100%,Complete,True,False,False,L,0,,Update_007
Alpha,TSK-031,Task 031,2025-09-15,2025-11-07,2025-09-13,2025-09-26,13,False,0,0.0,100%,Complete,True,True,False,High,0,,Update_007
Alpha,TSK-032,Task 032,2025-06-25,2025-07-19,2025-06-25,2025-07-23,28,False,0,0.0,100%,Complete,False,False,False,,0,,Update_007
Alpha,TSK-033,Task 033,2025-06-25,2025-07-16,2025-06-23,2025-07-12,19,False,0,0.0,100%,Complete,False,True,False,Low,0,,Update_007
Alpha,TSK-034,Task 034,2025-10-06,2025-12-22,2025-10-09,2025-12-07,59,False,0,0.0,100%,Complete,False,False,False,Low,0,,Update_007
Alpha,TSK-035,Task 035,2024-12-30,2025-02-13,2024-12-27,2025-01-20,24,False,0,0.0,100%,Complete,False,False,False,Low,0,,Update_007
Alpha,TSK-036,Task 036,2025-10-22,2026-01-16,2025-10-23,2025-12-21,59,True,25,42.4,100%,Complete,True,False,False,Low,4,Delayed by 25 days (+3 points); Milestone Task (+1 point),Update_007
Alpha,TSK-037,Task 037,2025-10-23,2025-12-06,2025-10-26,2025-12-11,46,False,0,0.0,100%,Complete,False,False,False,L,0,,Update_007
Alpha,TSK-038,Task 038,2025-10-05,2025-10-16,2025-10-06,2025-10-27,21,False,-12,-57.1,100%,Complete,False,True,False,Low,2,On Critical Path (+2 points),Update_007
Alpha,TSK-039,Task 039,2025-03-30,2025-06-02,2025-04-01,2025-05-25,54,False,0,0.0,100%,Complete,False,True,False,H,0,,Update_007
Alpha,TSK-040,Task 040,2025-02-15,2025-02-17,2025-02-16,2025-04-02,45,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_007
Alpha,TSK-041,Task 041,2025-07-21,2025-10-12,2025-07-18,2025-08-16,29,False,0,0.0,100%,Complete,False,False,False,,0,,Update_007
Alpha,TSK-042,Task 042,2025-10-24,2026-01-06,2025-10-21,2025-11-11,21,False,0,0.0,100%,Complete,True,False,False,H,0,,Update_007
