project_name,task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,baseline_duration,is_delayed,delay_days,delay_percentage,percent_complete,status,is_milestone,is_critical,is_active,risk_flag,severity_score,severity_factors,update_phase
Updates,TSK-001,Task 001,2025-07-09,2025-08-24,2025-07-11,2025-07-29,18,True,26,144.4,100%,Complete,False,False,False,Low,3,Delayed by 26 days (+3 points),Update_002
Updates,TSK-002,Task 002,2025-05-04,,2025-05-07,2025-06-19,43,False,0,0.0,30%,Started,False,False,True,,0,,Update_002
Updates,TSK-003,Task 003,2025-04-27,2025-05-27,2025-04-30,2025-05-10,10,True,17,170.0,Complete,Complete,False,True,False,High,6,Delayed by 17 days (+2 points); Risk Level: High (+2 points); On Critical Path (+2 points),Update_002
Updates,TSK-004,Task 004,2025-05-25,,2025-05-24,2025-07-20,57,False,0,0.0,9%,IP,False,True,True,L,2,On Critical Path (+2 points),Update_002
Updates,TSK-005,Task 005,2025-01-20,,2025-01-17,2025-02-28,42,False,0,0.0,59%,IP,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Updates,TSK-006,Task 006,2024-11-25,,2024-11-26,2024-12-09,13,False,0,0.0,0.95,IP,False,False,True,,0,,Update_002
Updates,TSK-007,Task 007,2025-02-09,,2025-02-08,2025-03-22,42,False,0,0.0,51%,In Progress,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Updates,TSK-008,Task 008,2025-01-28,2025-03-06,2025-01-28,2025-03-08,39,False,-2,-5.1,Complete,Complete,False,True,False,High,4,Risk Level: High (+2 points); On Critical Path (+2 points),Update_002
Updates,TSK-009,Task 009,2025-04-08,2025-05-16,2025-04-07,2025-04-29,22,True,17,77.3,100%,Complete,False,True,False,High,6,Delayed by 17 days (+2 points); Risk Level: High (+2 points); On Critical Path (+2 points),Update_002
Updates,TSK-010,Task 010,2025-04-23,2025-07-12,2025-04-24,2025-06-12,49,True,30,61.2,Complete,Complete,False,True,False,High,7,Delayed by 30 days (+3 points); Risk Level: High (+2 points); On Critical Path (+2 points),Update_002
Updates,TSK-011,Task 011,2025-10-10,,2025-10-07,2025-10-21,14,False,0,0.0,53%,IP,True,True,True,L,3,On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Updates,TSK-012,Task 012,2025-03-09,2025-04-21,2025-03-12,2025-04-16,35,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_002
Updates,TSK-013,Task 013,2025-04-17,2025-07-01,2025-04-14,2025-06-08,55,True,23,41.8,100%,Complete,False,True,False,L,5,Delayed by 23 days (+3 points); On Critical Path (+2 points),Update_002
Updates,TSK-014,Task 014,2024-12-12,,2024-12-14,2025-02-10,58,False,0,0.0,8%,In Progress,False,False,True,Low,0,,Update_002
Updates,TSK-015,Task 015,2025-05-12,,2025-05-15,2025-06-05,21,False,0,0.0,34%,IP,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Updates,TSK-016,Task 016,2025-06-16,,2025-06-17,2025-07-16,29,False,0,0.0,99%,IP,True,False,True,Low,1,Milestone Task (+1 point),Update_002
Updates,TSK-017,Task 017,2025-02-17,2025-03-28,2025-02-15,2025-03-03,16,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_002
Updates,TSK-018,Task 018,2024-12-31,,2024-12-31,2025-01-19,19,False,0,0.0,0.93,IP,True,False,True,H,3,Risk Level: H (+2 points); Milestone Task (+1 point),Update_002
Updates,TSK-019,Task 019,2025-07-17,2025-10-02,2025-07-18,2025-08-14,27,True,49,181.5,100%,Complete,False,False,False,L,5,Delayed by 49 days (+5 points),Update_002
Updates,TSK-020,Task 020,2025-04-10,,2025-04-07,2025-05-24,47,False,0,0.0,28%,In Progress,False,False,True,L,0,,Update_002
Updates,TSK-021,Task 021,2024-12-21,,2024-12-23,2025-02-04,43,False,0,0.0,34%,IP,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Updates,TSK-022,Task 022,2025-08-22,,2025-08-21,2025-09-01,11,False,0,0.0,47%,IP,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Updates,TSK-023,Task 023,2025-01-11,,2025-01-14,2025-01-30,16,False,0,0.0,52%,In Progress,True,False,True,High,3,Risk Level: High (+2 points); Milestone Task (+1 point),Update_002
Updates,TSK-024,Task 024,2025-02-11,2025-05-19,2025-02-14,2025-03-27,41,True,53,129.3,Complete,Complete,False,False,False,Medium,6,Delayed by 53 days (+5 points); Risk Level: Medium (+1 points),Update_002
Updates,TSK-025,Task 025,2025-05-06,,2025-05-07,2025-06-21,45,False,0,0.0,9%,Started,True,False,True,High,3,Risk Level: High (+2 points); Milestone Task (+1 point),Update_002
Updates,TSK-026,Task 026,2025-06-22,,2025-06-19,2025-07-25,36,False,0,0.0,47%,Started,True,False,True,Medium,2,Risk Level: Medium (+1 points); Milestone Task (+1 point),Update_002
Updates,TSK-027,Task 027,2025-08-29,,2025-08-29,2025-10-27,59,False,0,0.0,86%,In Progress,False,True,True,L,2,On Critical Path (+2 points),Update_002
Updates,TSK-028,Task 028,2025-07-25,,2025-07-22,2025-08-11,20,False,0,0.0,9%,Started,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Updates,TSK-029,Task 029,2025-03-22,,2025-03-22,2025-04-13,22,False,0,0.0,,In Progress,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Updates,TSK-030,Task 030,2024-12-02,,2024-12-04,2024-12-17,13,False,0,0.0,29%,IP,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Updates,TSK-031,Task 031,2025-05-26,,2025-05-26,2025-07-01,36,False,0,0.0,,In Progress,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Updates,TSK-032,Task 032,2025-04-12,,2025-04-15,2025-05-17,32,False,0,0.0,9%,Started,False,True,True,H,4,Risk Level: H (+2 points); On Critical Path (+2 points),Update_002
Updates,TSK-033,Task 033,2025-06-03,,2025-06-03,2025-07-08,35,False,0,0.0,0.11277704568009927,IP,False,False,True,L,0,,Update_002
Updates,TSK-034,Task 034,2025-05-30,,2025-05-30,2025-07-16,47,False,0,0.0,21%,Started,False,False,True,Low,0,,Update_002
Updates,TSK-035,Task 035,2024-12-20,,2024-12-20,2025-02-02,44,False,0,0.0,62%,IP,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Updates,TSK-036,Task 036,2025-08-14,,2025-08-12,2025-08-29,17,False,0,0.0,0.7574287220748889,In Progress,True,True,True,High,5,Risk Level: High (+2 points); On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Updates,TSK-037,Task 037,2025-03-08,,2025-03-09,2025-04-06,28,False,0,0.0,9%,IP,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Updates,TSK-038,Task 038,2025-01-05,,2025-01-08,2025-03-07,58,False,0,0.0,Complete,Started,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Updates,TSK-039,Task 039,2025-02-03,2025-04-17,2025-02-04,2025-02-24,20,True,52,260.0,100%,Complete,False,True,False,L,7,Delayed by 52 days (+5 points); On Critical Path (+2 points),Update_002
Updates,TSK-040,Task 040,2025-01-19,,2025-01-18,2025-03-12,53,False,0,0.0,0.5011828199139227,In Progress,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Updates,TSK-041,Task 041,2025-02-28,2025-05-09,2025-02-26,2025-03-22,24,True,48,200.0,100%,Complete,False,False,False,,5,Delayed by 48 days (+5 points),Update_002
Updates,TSK-042,Task 042,2025-02-07,,2025-02-04,2025-02-24,20,False,0,0.0,8%,In Progress,False,False,True,L,0,,Update_002
Updates,TSK-043,Task 043,2025-07-04,2025-09-15,2025-07-04,2025-08-25,52,True,21,40.4,100%,Complete,False,False,False,High,5,Delayed by 21 days (+3 points); Risk Level: High (+2 points),Update_002
Updates,TSK-044,Task 044,2025-05-25,,2025-05-23,2025-06-21,29,False,0,0.0,11%,In Progress,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Updates,TSK-045,Task 045,2025-05-03,2025-05-19,2025-05-04,2025-05-23,19,False,-4,-21.1,1.0,Complete,True,False,False,High,3,Risk Level: High (+2 points); Milestone Task (+1 point),Update_002
Updates,TSK-046,Task 046,2025-10-16,,2025-10-15,2025-11-29,45,False,0,0.0,,In Progress,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Updates,TSK-047,Task 047,2025-04-12,,2025-04-12,2025-05-30,48,False,0,0.0,10%,Started,True,False,True,H,3,Risk Level: H (+2 points); Milestone Task (+1 point),Update_002
Updates,TSK-048,Task 048,2025-04-19,2025-06-22,2025-04-20,2025-06-04,45,True,18,40.0,100%,Complete,False,False,False,High,4,Delayed by 18 days (+2 points); Risk Level: High (+2 points),Update_002
Updates,TSK-049,Task 049,2025-05-03,2025-06-15,2025-05-05,2025-05-21,16,True,25,156.2,Complete,Complete,True,True,False,,6,Delayed by 25 days (+3 points); On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Updates,TSK-050,Task 050,2024-11-25,,2024-11-22,2024-12-16,24,False,0,0.0,,In Progress,False,False,True,L,0,,Update_002
Updates,TSK-051,Task 051,2025-01-30,,2025-01-28,2025-03-25,56,False,0,0.0,,In Progress,False,True,True,High,4,Risk Level: High (+2 points); On Critical Path (+2 points),Update_002
Updates,TSK-052,Task 052,2025-09-09,,2025-09-06,2025-10-12,36,False,0,0.0,75%,IP,True,True,True,,3,On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Updates,TSK-053,Task 053,2024-11-07,,2024-11-07,2025-01-06,60,False,0,0.0,13%,Started,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Updates,TSK-054,Task 054,2025-03-24,2025-04-30,2025-03-21,2025-05-05,45,False,0,0.0,100%,Complete,False,True,False,High,0,,Update_002
Updates,TSK-055,Task 055,2024-12-17,,2024-12-15,2025-01-22,38,False,0,0.0,64%,Started,True,False,True,High,3,Risk Level: High (+2 points); Milestone Task (+1 point),Update_002
