task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-05-31,2025-06-29,2025-06-01,2025-06-19,Complete,,Complete,False,False,Medium,,Update_004
TSK-002,Task 002,2025-07-10,2025-08-27,2025-07-11,2025-08-27,100%,,Complete,0,,L,,Update_004
TSK-003,Task 003,2024-11-30,2024-12-14,2024-11-28,2024-12-08,100%,2 wks,Complete,No,Yes,,,Update_004
TSK-004,Task 004,2025-06-16,2025-06-27,2025-06-19,2025-07-02,100%,2 days,Complete,No,No,High,0.92,Update_004
TSK-005,Task 005,2025-01-20,2025-02-25,2025-01-18,2025-02-11,1.0,28,Complete,False,1,Medium,0.44,Update_004
TSK-006,Task 006,2025-08-15,2025-09-10,2025-08-17,2025-09-08,Complete,5 days,Complete,Yes,1,H,,Update_004
TSK-007,Task 007,2025-05-28,,2025-05-27,2025-07-26,,5,IP,FALSE,Yes,H,0.95,Update_004
TSK-008,Task 008,2025-05-03,,2025-05-06,2025-06-28,85%,39,IP,False,FALSE,L,,Update_004
TSK-009,Task 009,2025-04-22,2025-05-24,2025-04-19,2025-05-01,1.0,32,Complete,FALSE,No,,,Update_004
TSK-010,Task 010,2024-10-28,2024-12-14,2024-10-30,2024-11-30,Complete,50,Complete,No,TRUE,Medium,,Update_004
TSK-011,Task 011,2025-08-04,,2025-08-03,2025-08-18,,4 wks,In Progress,FALSE,Yes,,,Update_004
TSK-012,Task 012,2025-10-17,,2025-10-14,2025-11-30,,31,IP,No,No,,,Update_004
TSK-013,Task 013,2025-10-01,2025-10-29,2025-10-02,2025-10-31,1.0,2 days,Complete,False,0,L,0.18,Update_004
TSK-014,Task 014,2025-07-15,2025-09-14,2025-07-12,2025-09-06,100%,11,Complete,0,0,Low,,Update_004
TSK-015,Task 015,2025-06-06,2025-07-09,2025-06-07,2025-07-04,100%,31,Complete,FALSE,0,Low,,Update_004
TSK-016,Task 016,2025-06-07,,2025-06-08,2025-07-20,28,22,In Progress,No,0,H,0.27,Update_004
TSK-017,Task 017,2025-06-01,2025-06-29,2025-05-30,2025-06-24,Complete,4 days,Complete,0,,L,0.57,Update_004
TSK-018,Task 018,2025-05-01,2025-06-16,2025-04-29,2025-06-13,1.0,23,Complete,0,,,0.08,Update_004
TSK-019,Task 019,2025-06-07,,2025-06-10,2025-08-07,52%,,IP,FALSE,,,0.96,Update_004
TSK-020,Task 020,2025-08-28,2025-09-23,2025-08-26,2025-09-12,1.0,7 days,Complete,FALSE,Yes,L,0.98,Update_004
TSK-021,Task 021,2025-05-26,,2025-05-28,2025-06-14,42,34,IP,No,,Low,0.99,Update_004
TSK-022,Task 022,2025-07-11,2025-08-26,2025-07-11,2025-08-16,Complete,,Complete,1,No,,0.44,Update_004
TSK-023,Task 023,2025-09-05,2025-10-10,2025-09-06,2025-10-13,1.0,3 days,Complete,0,FALSE,L,0.0,Update_004
TSK-024,Task 024,2025-02-23,2025-05-14,2025-02-25,2025-04-26,Complete,2 wks,Complete,0,0,High,0.96,Update_004
TSK-025,Task 025,2024-12-21,,2024-12-20,2025-01-14,25,9 days,IP,1,0,High,0.64,Update_004
TSK-026,Task 026,2025-05-05,2025-06-02,2025-05-07,2025-06-05,Complete,5 wks,Complete,FALSE,0,Low,0.33,Update_004
TSK-027,Task 027,2025-03-19,2025-04-05,2025-03-18,2025-04-08,1.0,1 days,Complete,0,FALSE,High,0.45,Update_004
TSK-028,Task 028,2025-06-06,,2025-06-04,2025-07-30,,7,In Progress,No,Yes,H,,Update_004
TSK-029,Task 029,2024-11-18,2024-12-15,2024-11-17,2024-12-13,1.0,3 wks,Complete,FALSE,False,Low,0.66,Update_004
TSK-030,Task 030,2025-07-24,,2025-07-25,2025-08-10,0.6457420667555152,5 days,IP,No,0,Low,0.94,Update_004
TSK-031,Task 031,2024-11-07,,2024-11-05,2024-12-07,,1 wks,In Progress,FALSE,True,Low,0.59,Update_004
TSK-032,Task 032,2025-09-30,2025-10-26,2025-10-02,2025-10-20,100%,7 days,Complete,False,No,L,0.26,Update_004
TSK-033,Task 033,2025-08-22,,2025-08-23,2025-09-22,0.3554850683333006,,In Progress,No,True,,,Update_004
TSK-034,Task 034,2025-08-23,2025-09-09,2025-08-23,2025-09-05,100%,1 wks,Complete,FALSE,False,L,0.46,Update_004
TSK-035,Task 035,2025-01-06,,2025-01-06,2025-02-24,0.3576869146193296,19,IP,False,FALSE,Medium,,Update_004
TSK-036,Task 036,2025-07-03,2025-08-31,2025-06-30,2025-08-27,1.0,,Complete,No,FALSE,,0.21,Update_004
TSK-037,Task 037,2025-06-01,,2025-06-03,2025-06-16,,9,In Progress,No,,H,0.35,Update_004
TSK-038,Task 038,2025-09-01,2025-10-04,2025-09-01,2025-10-01,1.0,1 wks,Complete,False,TRUE,Low,0.95,Update_004
TSK-039,Task 039,2025-03-10,,2025-03-11,2025-04-04,Complete,9 days,IP,TRUE,True,,,Update_004
TSK-040,Task 040,2024-12-04,,2024-12-03,2024-12-26,38,4 days,In Progress,False,,Medium,,Update_004
TSK-041,Task 041,2025-09-26,,2025-09-29,2025-11-12,0.6519145588582427,3 wks,In Progress,False,TRUE,,0.08,Update_004
TSK-042,Task 042,2025-01-02,,2024-12-31,2025-02-05,0.3635409505325402,2 wks,In Progress,False,Yes,L,0.17,Update_004
TSK-043,Task 043,2025-02-25,2025-04-24,2025-02-23,2025-03-19,100%,,Complete,0,1,Low,,Update_004
TSK-044,Task 044,2025-04-07,2025-04-29,2025-04-10,2025-05-03,Complete,3 wks,Complete,,,L,0.61,Update_004
TSK-045,Task 045,2025-02-13,,2025-02-11,2025-03-06,0.6156083826291002,4 wks,IP,TRUE,,Medium,,Update_004
TSK-046,Task 046,2025-05-06,,2025-05-04,2025-05-27,37,8 days,IP,False,FALSE,,0.22,Update_004
TSK-047,Task 047,2025-01-01,2025-03-09,2024-12-30,2025-02-24,Complete,,Complete,No,0,Low,,Update_004
TSK-048,Task 048,2025-06-26,2025-09-21,2025-06-25,2025-08-19,1.0,,Complete,1,1,Medium,,Update_004
TSK-049,Task 049,2025-05-25,2025-06-03,2025-05-23,2025-06-03,100%,13,Complete,1,TRUE,Medium,,Update_004
TSK-050,Task 050,2025-07-24,2025-10-13,2025-07-22,2025-09-08,100%,7 days,Complete,0,False,High,,Update_004
