task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-05-31,,2025-06-01,2025-06-19,41,3 days,Complete,False,False,Low,,Update_001
TSK-002,Task 002,2025-07-10,,2025-07-11,2025-08-27,4%,27,In Progress,0,,High,0.33,Update_001
TSK-003,Task 003,2024-11-30,,2024-11-28,2024-12-08,,,IP,No,Yes,High,0.05,Update_001
TSK-004,Task 004,2025-06-16,,2025-06-19,2025-07-02,Complete,5 wks,Complete,No,No,High,0.91,Update_001
TSK-005,Task 005,2025-01-20,,2025-01-18,2025-02-11,,6,In Progress,False,1,,,Update_001
TSK-006,Task 006,2025-08-15,,2025-08-17,2025-09-08,,35,Complete,Yes,1,Low,0.14,Update_001
TSK-007,Task 007,2025-05-28,,2025-05-27,2025-07-26,,34,,FALSE,Yes,,,Update_001
TSK-008,Task 008,2025-05-03,,2025-05-06,2025-06-28,0.2542315429468236,2 days,IP,False,FALSE,Low,0.48,Update_001
TSK-009,Task 009,2025-04-22,,2025-04-19,2025-05-01,0.3792337156711715,1 wks,Not Started,FALSE,No,High,,Update_001
TSK-010,Task 010,2024-10-28,2024-12-08,2024-10-30,2024-11-30,Complete,26,Complete,No,TRUE,High,,Update_001
TSK-011,Task 011,2025-08-04,,2025-08-03,2025-08-18,,1 days,In Progress,FALSE,Yes,L,,Update_001
TSK-012,Task 012,2025-10-17,,2025-10-14,2025-11-30,61,3 wks,Complete,No,No,Medium,0.54,Update_001
TSK-013,Task 013,2025-10-01,,2025-10-02,2025-10-31,0.1829384015082225,9 days,,False,0,H,,Update_001
TSK-014,Task 014,2025-07-15,,2025-07-12,2025-09-06,,34,Complete,0,0,Medium,0.77,Update_001
TSK-015,Task 015,2025-06-06,,2025-06-07,2025-07-04,,5 wks,Not Started,FALSE,0,L,0.28,Update_001
TSK-016,Task 016,2025-06-07,,2025-06-08,2025-07-20,15%,8 days,Complete,No,0,Medium,0.52,Update_001
TSK-017,Task 017,2025-06-01,,2025-05-30,2025-06-24,50%,49,Complete,0,,Low,0.84,Update_001
TSK-018,Task 018,2025-05-01,,2025-04-29,2025-06-13,82%,20,IP,0,,H,,Update_001
TSK-019,Task 019,2025-06-07,,2025-06-10,2025-08-07,,,IP,FALSE,,L,0.58,Update_001
TSK-020,Task 020,2025-08-28,,2025-08-26,2025-09-12,99,8 days,In Progress,FALSE,Yes,H,0.36,Update_001
TSK-021,Task 021,2025-05-26,,2025-05-28,2025-06-14,,5 wks,IP,No,,L,,Update_001
TSK-022,Task 022,2025-07-11,2025-08-18,2025-07-11,2025-08-16,100%,,Complete,1,No,High,,Update_001
TSK-023,Task 023,2025-09-05,,2025-09-06,2025-10-13,,2 wks,Complete,0,FALSE,High,0.47,Update_001
TSK-024,Task 024,2025-02-23,,2025-02-25,2025-04-26,,4 wks,Not Started,0,0,High,,Update_001
TSK-025,Task 025,2024-12-21,,2024-12-20,2025-01-14,,2 days,In Progress,1,0,High,0.2,Update_001
TSK-026,Task 026,2025-05-05,,2025-05-07,2025-06-05,80,13,Not Started,FALSE,0,,0.77,Update_001
TSK-027,Task 027,2025-03-19,,2025-03-18,2025-04-08,,,In Progress,0,FALSE,,0.33,Update_001
TSK-028,Task 028,2025-06-06,,2025-06-04,2025-07-30,,37,,No,Yes,High,0.93,Update_001
TSK-029,Task 029,2024-11-18,,2024-11-17,2024-12-13,,4 wks,Not Started,FALSE,False,High,0.06,Update_001
TSK-030,Task 030,2025-07-24,,2025-07-25,2025-08-10,0.917744644630771,,In Progress,No,0,L,0.08,Update_001
TSK-031,Task 031,2024-11-07,,2024-11-05,2024-12-07,43,1 wks,Not Started,FALSE,True,Medium,0.22,Update_001
TSK-032,Task 032,2025-09-30,,2025-10-02,2025-10-20,83,5 wks,IP,False,No,Medium,0.02,Update_001
TSK-033,Task 033,2025-08-22,,2025-08-23,2025-09-22,42,45,Not Started,No,True,Low,,Update_001
TSK-034,Task 034,2025-08-23,,2025-08-23,2025-09-05,,38,IP,FALSE,False,L,0.99,Update_001
TSK-035,Task 035,2025-01-06,,2025-01-06,2025-02-24,,22,Complete,False,FALSE,High,,Update_001
TSK-036,Task 036,2025-07-03,2025-08-27,2025-06-30,2025-08-27,100%,8 days,Complete,No,FALSE,Medium,,Update_001
TSK-037,Task 037,2025-06-01,,2025-06-03,2025-06-16,0.7921432186472708,27,Not Started,No,,,0.55,Update_001
