task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-05-31,2025-06-29,2025-06-01,2025-06-19,100%,21,Complete,False,False,,0.6,Update_006
TSK-002,Task 002,2025-07-10,2025-08-29,2025-07-11,2025-08-27,100%,18,Complete,0,,L,,Update_006
TSK-003,Task 003,2024-11-30,2024-12-18,2024-11-28,2024-12-08,1.0,,Complete,No,Yes,H,0.21,Update_006
TSK-004,Task 004,2025-06-16,2025-06-27,2025-06-19,2025-07-02,Complete,17,Complete,No,No,Low,,Update_006
TSK-005,Task 005,2025-01-20,2025-02-25,2025-01-18,2025-02-11,Complete,,Complete,False,1,,0.03,Update_006
TSK-006,Task 006,2025-08-15,2025-09-10,2025-08-17,2025-09-08,1.0,10 days,Complete,Yes,1,H,,Update_006
TSK-007,Task 007,2025-05-28,2025-07-31,2025-05-27,2025-07-26,100%,,Complete,FALSE,Yes,,,Update_006
TSK-008,Task 008,2025-05-03,2025-07-12,2025-05-06,2025-06-28,1.0,1 days,Complete,False,FALSE,Low,,Update_006
TSK-009,Task 009,2025-04-22,2025-05-24,2025-04-19,2025-05-01,Complete,,Complete,FALSE,No,High,,Update_006
TSK-010,Task 010,2024-10-28,2024-12-21,2024-10-30,2024-11-30,1.0,7 days,Complete,No,TRUE,L,,Update_006
TSK-011,Task 011,2025-08-04,2025-09-10,2025-08-03,2025-08-18,100%,10,Complete,FALSE,Yes,L,0.69,Update_006
TSK-012,Task 012,2025-10-17,2025-12-17,2025-10-14,2025-11-30,Complete,15,Complete,No,No,H,0.94,Update_006
TSK-013,Task 013,2025-10-01,2025-10-29,2025-10-02,2025-10-31,100%,1 wks,Complete,False,0,L,,Update_006
TSK-014,Task 014,2025-07-15,2025-09-21,2025-07-12,2025-09-06,100%,6 days,Complete,0,0,Low,0.49,Update_006
TSK-015,Task 015,2025-06-06,2025-07-09,2025-06-07,2025-07-04,1.0,2 days,Complete,FALSE,0,,,Update_006
TSK-016,Task 016,2025-06-07,2025-08-05,2025-06-08,2025-07-20,Complete,,Complete,No,0,High,0.58,Update_006
TSK-017,Task 017,2025-06-01,2025-06-30,2025-05-30,2025-06-24,Complete,49,Complete,0,,,,Update_006
TSK-018,Task 018,2025-05-01,2025-06-16,2025-04-29,2025-06-13,100%,,Complete,0,,L,,Update_006
TSK-019,Task 019,2025-06-07,2025-08-21,2025-06-10,2025-08-07,1.0,2 days,Complete,FALSE,,High,0.84,Update_006
TSK-020,Task 020,2025-08-28,2025-09-23,2025-08-26,2025-09-12,100%,24,Complete,FALSE,Yes,High,,Update_006
TSK-021,Task 021,2025-05-26,,2025-05-28,2025-06-14,43%,3 wks,IP,No,,Low,,Update_006
TSK-022,Task 022,2025-07-11,2025-08-26,2025-07-11,2025-08-16,Complete,33,Complete,1,No,High,,Update_006
TSK-023,Task 023,2025-09-05,2025-10-10,2025-09-06,2025-10-13,100%,,Complete,0,FALSE,H,0.58,Update_006
TSK-024,Task 024,2025-02-23,2025-05-20,2025-02-25,2025-04-26,Complete,1 wks,Complete,0,0,L,,Update_006
TSK-025,Task 025,2024-12-21,,2024-12-20,2025-01-14,25,41,IP,1,0,L,0.28,Update_006
TSK-026,Task 026,2025-05-05,2025-06-02,2025-05-07,2025-06-05,Complete,25,Complete,FALSE,0,Medium,0.53,Update_006
TSK-027,Task 027,2025-03-19,2025-04-05,2025-03-18,2025-04-08,100%,5 wks,Complete,0,FALSE,Medium,0.41,Update_006
TSK-028,Task 028,2025-06-06,2025-07-29,2025-06-04,2025-07-30,100%,10 days,Complete,No,Yes,,0.65,Update_006
TSK-029,Task 029,2024-11-18,2024-12-22,2024-11-17,2024-12-13,1.0,8 days,Complete,FALSE,False,H,,Update_006
TSK-030,Task 030,2025-07-24,,2025-07-25,2025-08-10,58%,,IP,No,0,H,0.59,Update_006
TSK-031,Task 031,2024-11-07,2024-12-20,2024-11-05,2024-12-07,100%,3 wks,Complete,FALSE,True,Medium,,Update_006
TSK-032,Task 032,2025-09-30,2025-10-26,2025-10-02,2025-10-20,Complete,,Complete,False,No,,0.91,Update_006
TSK-033,Task 033,2025-08-22,,2025-08-23,2025-09-22,,3 days,In Progress,No,True,H,,Update_006
TSK-034,Task 034,2025-08-23,2025-09-09,2025-08-23,2025-09-05,1.0,,Complete,FALSE,False,,0.29,Update_006
TSK-035,Task 035,2025-01-06,,2025-01-06,2025-02-24,69,10 days,In Progress,False,FALSE,Medium,,Update_006
TSK-036,Task 036,2025-07-03,2025-08-31,2025-06-30,2025-08-27,100%,27,Complete,No,FALSE,High,0.37,Update_006
TSK-037,Task 037,2025-06-01,2025-06-25,2025-06-03,2025-06-16,1.0,13,Complete,No,,High,,Update_006
TSK-038,Task 038,2025-09-01,2025-11-18,2025-09-01,2025-10-01,1.0,3 days,Complete,False,TRUE,L,,Update_006
TSK-039,Task 039,2025-03-10,,2025-03-11,2025-04-04,0.5971654835117798,,IP,TRUE,True,Medium,,Update_006
TSK-040,Task 040,2024-12-04,2024-12-23,2024-12-03,2024-12-26,100%,,Complete,False,,H,0.75,Update_006
TSK-041,Task 041,2025-09-26,2025-11-23,2025-09-29,2025-11-12,Complete,4 wks,Complete,False,TRUE,L,0.78,Update_006
TSK-042,Task 042,2025-01-02,,2024-12-31,2025-02-05,79,,In Progress,False,Yes,Medium,,Update_006
TSK-043,Task 043,2025-02-25,2025-04-24,2025-02-23,2025-03-19,1.0,7 days,Complete,0,1,Low,,Update_006
TSK-044,Task 044,2025-04-07,2025-05-04,2025-04-10,2025-05-03,Complete,,Complete,,,H,0.39,Update_006
TSK-045,Task 045,2025-02-13,,2025-02-11,2025-03-06,0.9786915283229726,1 wks,IP,TRUE,,High,0.47,Update_006
TSK-046,Task 046,2025-05-06,2025-06-10,2025-05-04,2025-05-27,1.0,,Complete,False,FALSE,,,Update_006
TSK-047,Task 047,2025-01-01,2025-03-12,2024-12-30,2025-02-24,Complete,,Complete,No,0,Medium,0.73,Update_006
