task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-05-31,,2025-06-01,2025-06-19,0.7291713103804849,,In Progress,False,False,L,,Update_003
TSK-002,Task 002,2025-07-10,2025-08-22,2025-07-11,2025-08-27,Complete,,Complete,0,,Low,0.16,Update_003
TSK-003,Task 003,2024-11-30,2024-12-14,2024-11-28,2024-12-08,1.0,5 wks,Complete,No,Yes,Medium,,Update_003
TSK-004,Task 004,2025-06-16,,2025-06-19,2025-07-02,34%,7 days,IP,No,No,Medium,0.6,Update_003
TSK-005,Task 005,2025-01-20,,2025-01-18,2025-02-11,55%,5 wks,IP,False,1,Medium,,Update_003
TSK-006,Task 006,2025-08-15,,2025-08-17,2025-09-08,,,In Progress,Yes,1,H,0.33,Update_003
TSK-007,Task 007,2025-05-28,,2025-05-27,2025-07-26,0.4924321454919097,4 wks,In Progress,FALSE,Yes,High,,Update_003
TSK-008,Task 008,2025-05-03,,2025-05-06,2025-06-28,,,In Progress,False,FALSE,H,,Update_003
TSK-009,Task 009,2025-04-22,,2025-04-19,2025-05-01,,2 days,IP,FALSE,No,High,0.28,Update_003
TSK-010,Task 010,2024-10-28,2024-12-08,2024-10-30,2024-11-30,1.0,,Complete,No,TRUE,Medium,,Update_003
TSK-011,Task 011,2025-08-04,,2025-08-03,2025-08-18,,2 wks,IP,FALSE,Yes,High,,Update_003
TSK-012,Task 012,2025-10-17,,2025-10-14,2025-11-30,0.4700297384979947,1 days,In Progress,No,No,H,,Update_003
TSK-013,Task 013,2025-10-01,2025-10-29,2025-10-02,2025-10-31,100%,2 wks,Complete,False,0,,0.42,Update_003
TSK-014,Task 014,2025-07-15,,2025-07-12,2025-09-06,,,IP,0,0,Low,0.57,Update_003
TSK-015,Task 015,2025-06-06,2025-07-06,2025-06-07,2025-07-04,Complete,7 days,Complete,FALSE,0,Medium,0.08,Update_003
TSK-016,Task 016,2025-06-07,,2025-06-08,2025-07-20,35%,43,In Progress,No,0,Medium,0.62,Update_003
TSK-017,Task 017,2025-06-01,2025-06-29,2025-05-30,2025-06-24,100%,10 days,Complete,0,,L,,Update_003
TSK-018,Task 018,2025-05-01,,2025-04-29,2025-06-13,40%,7 days,In Progress,0,,H,,Update_003
TSK-019,Task 019,2025-06-07,,2025-06-10,2025-08-07,,27,In Progress,FALSE,,Medium,,Update_003
TSK-020,Task 020,2025-08-28,2025-09-23,2025-08-26,2025-09-12,1.0,5 days,Complete,FALSE,Yes,H,,Update_003
TSK-021,Task 021,2025-05-26,,2025-05-28,2025-06-14,75,,In Progress,No,,L,,Update_003
TSK-022,Task 022,2025-07-11,2025-08-26,2025-07-11,2025-08-16,1.0,3 wks,Complete,1,No,,0.06,Update_003
TSK-023,Task 023,2025-09-05,2025-10-10,2025-09-06,2025-10-13,Complete,,Complete,0,FALSE,Low,,Update_003
TSK-024,Task 024,2025-02-23,2025-05-09,2025-02-25,2025-04-26,1.0,,Complete,0,0,,0.26,Update_003
TSK-025,Task 025,2024-12-21,,2024-12-20,2025-01-14,6,10 days,In Progress,1,0,,,Update_003
TSK-026,Task 026,2025-05-05,2025-06-02,2025-05-07,2025-06-05,Complete,8 days,Complete,FALSE,0,,,Update_003
TSK-027,Task 027,2025-03-19,2025-04-05,2025-03-18,2025-04-08,Complete,2 wks,Complete,0,FALSE,,,Update_003
TSK-028,Task 028,2025-06-06,,2025-06-04,2025-07-30,,2 days,In Progress,No,Yes,Medium,0.96,Update_003
TSK-029,Task 029,2024-11-18,,2024-11-17,2024-12-13,0.5442614997517679,,In Progress,FALSE,False,,0.52,Update_003
TSK-030,Task 030,2025-07-24,,2025-07-25,2025-08-10,,3 wks,IP,No,0,Medium,,Update_003
TSK-031,Task 031,2024-11-07,,2024-11-05,2024-12-07,42%,,IP,FALSE,True,Low,0.8,Update_003
TSK-032,Task 032,2025-09-30,2025-10-26,2025-10-02,2025-10-20,100%,,Complete,False,No,Medium,,Update_003
TSK-033,Task 033,2025-08-22,,2025-08-23,2025-09-22,15,4 wks,In Progress,No,True,H,0.58,Update_003
TSK-034,Task 034,2025-08-23,,2025-08-23,2025-09-05,,,In Progress,FALSE,False,Low,,Update_003
TSK-035,Task 035,2025-01-06,,2025-01-06,2025-02-24,,4 wks,In Progress,False,FALSE,L,,Update_003
TSK-036,Task 036,2025-07-03,2025-08-27,2025-06-30,2025-08-27,Complete,,Complete,No,FALSE,High,0.2,Update_003
TSK-037,Task 037,2025-06-01,,2025-06-03,2025-06-16,,6 days,In Progress,No,,High,0.06,Update_003
TSK-038,Task 038,2025-09-01,,2025-09-01,2025-10-01,,4 wks,In Progress,False,TRUE,Low,0.6,Update_003
TSK-039,Task 039,2025-03-10,,2025-03-11,2025-04-04,6,1 wks,IP,TRUE,True,Medium,,Update_003
TSK-040,Task 040,2024-12-04,,2024-12-03,2024-12-26,,3 wks,In Progress,False,,,,Update_003
TSK-041,Task 041,2025-09-26,,2025-09-29,2025-11-12,24%,2 wks,IP,False,TRUE,Low,0.05,Update_003
TSK-042,Task 042,2025-01-02,,2024-12-31,2025-02-05,0.8696314526428954,10 days,IP,False,Yes,Medium,0.77,Update_003
TSK-043,Task 043,2025-02-25,,2025-02-23,2025-03-19,11,2 wks,In Progress,0,1,L,0.3,Update_003
TSK-044,Task 044,2025-04-07,2025-04-29,2025-04-10,2025-05-03,1.0,5 wks,Complete,,,,,Update_003
TSK-045,Task 045,2025-02-13,,2025-02-11,2025-03-06,79%,,In Progress,TRUE,,Medium,,Update_003
TSK-046,Task 046,2025-05-06,,2025-05-04,2025-05-27,0.4477659304229412,,IP,False,FALSE,Medium,,Update_003
TSK-047,Task 047,2025-01-01,,2024-12-30,2025-02-24,,8 days,IP,No,0,L,0.28,Update_003
TSK-048,Task 048,2025-06-26,,2025-06-25,2025-08-19,34,,IP,1,1,H,0.55,Update_003
TSK-049,Task 049,2025-05-25,2025-05-30,2025-05-23,2025-06-03,1.0,,Complete,1,TRUE,Low,0.58,Update_003
TSK-050,Task 050,2025-07-24,2025-09-24,2025-07-22,2025-09-08,Complete,4 wks,Complete,0,False,,0.85,Update_003
