task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-05-31,2025-06-29,2025-06-01,2025-06-19,100%,1 days,Complete,False,False,L,0.72,Update_007
TSK-002,Task 002,2025-07-10,2025-08-31,2025-07-11,2025-08-27,1.0,,Complete,0,,High,,Update_007
TSK-003,Task 003,2024-11-30,2024-12-25,2024-11-28,2024-12-08,Complete,2 wks,Complete,No,Yes,,,Update_007
TSK-004,Task 004,2025-06-16,2025-06-27,2025-06-19,2025-07-02,Complete,4 days,Complete,No,No,Medium,,Update_007
TSK-005,Task 005,2025-01-20,2025-02-25,2025-01-18,2025-02-11,100%,,Complete,False,1,H,0.1,Update_007
TSK-006,Task 006,2025-08-15,2025-09-10,2025-08-17,2025-09-08,1.0,25,Complete,Yes,1,High,0.51,Update_007
TSK-007,Task 007,2025-05-28,2025-07-31,2025-05-27,2025-07-26,Complete,47,Complete,FALSE,Yes,Low,,Update_007
TSK-008,Task 008,2025-05-03,2025-07-14,2025-05-06,2025-06-28,1.0,12,Complete,False,FALSE,High,,Update_007
TSK-009,Task 009,2025-04-22,2025-05-24,2025-04-19,2025-05-01,1.0,47,Complete,FALSE,No,High,0.63,Update_007
TSK-010,Task 010,2024-10-28,2024-12-21,2024-10-30,2024-11-30,Complete,,Complete,No,TRUE,High,,Update_007
TSK-011,Task 011,2025-08-04,2025-09-10,2025-08-03,2025-08-18,Complete,7 days,Complete,FALSE,Yes,H,0.24,Update_007
TSK-012,Task 012,2025-10-17,2025-12-24,2025-10-14,2025-11-30,100%,27,Complete,No,No,High,,Update_007
TSK-013,Task 013,2025-10-01,2025-10-29,2025-10-02,2025-10-31,100%,33,Complete,False,0,,0.63,Update_007
TSK-014,Task 014,2025-07-15,2025-09-21,2025-07-12,2025-09-06,100%,10 days,Complete,0,0,L,,Update_007
TSK-015,Task 015,2025-06-06,2025-07-09,2025-06-07,2025-07-04,100%,5 wks,Complete,FALSE,0,H,0.84,Update_007
TSK-016,Task 016,2025-06-07,2025-08-05,2025-06-08,2025-07-20,Complete,,Complete,No,0,High,,Update_007
TSK-017,Task 017,2025-06-01,2025-06-30,2025-05-30,2025-06-24,Complete,22,Complete,0,,,,Update_007
TSK-018,Task 018,2025-05-01,2025-06-16,2025-04-29,2025-06-13,1.0,5 wks,Complete,0,,High,0.03,Update_007
TSK-019,Task 019,2025-06-07,2025-08-21,2025-06-10,2025-08-07,1.0,4 wks,Complete,FALSE,,Low,,Update_007
TSK-020,Task 020,2025-08-28,2025-09-23,2025-08-26,2025-09-12,Complete,1 days,Complete,FALSE,Yes,H,,Update_007
TSK-021,Task 021,2025-05-26,,2025-05-28,2025-06-14,0.5774935339603676,1 wks,IP,No,,,0.07,Update_007
TSK-022,Task 022,2025-07-11,2025-08-27,2025-07-11,2025-08-16,100%,,Complete,1,No,,,Update_007
TSK-023,Task 023,2025-09-05,2025-10-10,2025-09-06,2025-10-13,100%,3 wks,Complete,0,FALSE,High,,Update_007
TSK-024,Task 024,2025-02-23,2025-05-20,2025-02-25,2025-04-26,100%,1 wks,Complete,0,0,L,0.32,Update_007
TSK-025,Task 025,2024-12-21,2025-01-27,2024-12-20,2025-01-14,100%,22,Complete,1,0,High,0.35,Update_007
TSK-026,Task 026,2025-05-05,2025-06-02,2025-05-07,2025-06-05,100%,,Complete,FALSE,0,High,,Update_007
TSK-027,Task 027,2025-03-19,2025-04-05,2025-03-18,2025-04-08,1.0,1 wks,Complete,0,FALSE,H,0.14,Update_007
TSK-028,Task 028,2025-06-06,2025-07-29,2025-06-04,2025-07-30,100%,4 wks,Complete,No,Yes,Low,0.12,Update_007
TSK-029,Task 029,2024-11-18,2024-12-22,2024-11-17,2024-12-13,Complete,3 wks,Complete,FALSE,False,H,,Update_007
TSK-030,Task 030,2025-07-24,2025-08-15,2025-07-25,2025-08-10,100%,,Complete,No,0,High,0.5,Update_007
TSK-031,Task 031,2024-11-07,2024-12-20,2024-11-05,2024-12-07,1.0,50,Complete,FALSE,True,L,,Update_007
TSK-032,Task 032,2025-09-30,2025-10-26,2025-10-02,2025-10-20,100%,1 days,Complete,False,No,Low,,Update_007
TSK-033,Task 033,2025-08-22,,2025-08-23,2025-09-22,66%,8 days,IP,No,True,High,0.47,Update_007
TSK-034,Task 034,2025-08-23,2025-09-09,2025-08-23,2025-09-05,1.0,,Complete,FALSE,False,Medium,,Update_007
TSK-035,Task 035,2025-01-06,2025-04-03,2025-01-06,2025-02-24,1.0,1 days,Complete,False,FALSE,L,0.36,Update_007
TSK-036,Task 036,2025-07-03,2025-08-31,2025-06-30,2025-08-27,Complete,7 days,Complete,No,FALSE,L,,Update_007
TSK-037,Task 037,2025-06-01,2025-06-25,2025-06-03,2025-06-16,1.0,8 days,Complete,No,,High,,Update_007
TSK-038,Task 038,2025-09-01,2025-11-18,2025-09-01,2025-10-01,Complete,28,Complete,False,TRUE,L,0.27,Update_007
TSK-039,Task 039,2025-03-10,2025-04-05,2025-03-11,2025-04-04,1.0,1 wks,Complete,TRUE,True,,0.84,Update_007
TSK-040,Task 040,2024-12-04,2024-12-24,2024-12-03,2024-12-26,Complete,27,Complete,False,,Medium,0.13,Update_007
TSK-041,Task 041,2025-09-26,2025-11-23,2025-09-29,2025-11-12,1.0,10 days,Complete,False,TRUE,Low,,Update_007
TSK-042,Task 042,2025-01-02,2025-02-07,2024-12-31,2025-02-05,Complete,36,Complete,False,Yes,H,0.84,Update_007
TSK-043,Task 043,2025-02-25,2025-04-24,2025-02-23,2025-03-19,1.0,5 days,Complete,0,1,L,,Update_007
TSK-044,Task 044,2025-04-07,2025-05-04,2025-04-10,2025-05-03,1.0,2 wks,Complete,,,Medium,0.31,Update_007
TSK-045,Task 045,2025-02-13,2025-03-17,2025-02-11,2025-03-06,1.0,,Complete,TRUE,,Medium,,Update_007
TSK-046,Task 046,2025-05-06,2025-06-10,2025-05-04,2025-05-27,Complete,44,Complete,False,FALSE,Low,0.83,Update_007
TSK-047,Task 047,2025-01-01,2025-03-12,2024-12-30,2025-02-24,1.0,,Complete,No,0,Medium,,Update_007
TSK-048,Task 048,2025-06-26,2025-09-21,2025-06-25,2025-08-19,1.0,4 wks,Complete,1,1,High,,Update_007
TSK-049,Task 049,2025-05-25,2025-06-04,2025-05-23,2025-06-03,100%,1 days,Complete,1,TRUE,H,,Update_007
TSK-050,Task 050,2025-07-24,2025-10-13,2025-07-22,2025-09-08,1.0,3 wks,Complete,0,False,Medium,,Update_007
