task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-05-31,2025-06-29,2025-06-01,2025-06-19,100%,29,Complete,False,False,L,,Update_005
TSK-002,Task 002,2025-07-10,2025-08-29,2025-07-11,2025-08-27,1.0,6 days,Complete,0,,L,0.96,Update_005
TSK-003,Task 003,2024-11-30,2024-12-18,2024-11-28,2024-12-08,1.0,,Complete,No,Yes,H,0.25,Update_005
TSK-004,Task 004,2025-06-16,2025-06-27,2025-06-19,2025-07-02,1.0,10 days,Complete,No,No,,,Update_005
TSK-005,Task 005,2025-01-20,2025-02-25,2025-01-18,2025-02-11,100%,,Complete,False,1,Low,0.92,Update_005
TSK-006,Task 006,2025-08-15,2025-09-10,2025-08-17,2025-09-08,100%,41,Complete,Yes,1,H,,Update_005
TSK-007,Task 007,2025-05-28,,2025-05-27,2025-07-26,67%,43,In Progress,FALSE,Yes,High,0.68,Update_005
TSK-008,Task 008,2025-05-03,,2025-05-06,2025-06-28,,2 days,In Progress,False,FALSE,H,,Update_005
TSK-009,Task 009,2025-04-22,2025-05-24,2025-04-19,2025-05-01,1.0,9 days,Complete,FALSE,No,Low,0.13,Update_005
TSK-010,Task 010,2024-10-28,2024-12-14,2024-10-30,2024-11-30,100%,2 wks,Complete,No,TRUE,H,0.96,Update_005
TSK-011,Task 011,2025-08-04,2025-09-10,2025-08-03,2025-08-18,1.0,3 wks,Complete,FALSE,Yes,,0.9,Update_005
TSK-012,Task 012,2025-10-17,2025-12-15,2025-10-14,2025-11-30,100%,,Complete,No,No,High,,Update_005
TSK-013,Task 013,2025-10-01,2025-10-29,2025-10-02,2025-10-31,Complete,5 days,Complete,False,0,H,,Update_005
TSK-014,Task 014,2025-07-15,2025-09-21,2025-07-12,2025-09-06,100%,5 wks,Complete,0,0,,,Update_005
TSK-015,Task 015,2025-06-06,2025-07-09,2025-06-07,2025-07-04,Complete,47,Complete,FALSE,0,L,0.29,Update_005
TSK-016,Task 016,2025-06-07,2025-08-04,2025-06-08,2025-07-20,100%,,Complete,No,0,L,,Update_005
TSK-017,Task 017,2025-06-01,2025-06-29,2025-05-30,2025-06-24,100%,2 wks,Complete,0,,Medium,,Update_005
TSK-018,Task 018,2025-05-01,2025-06-16,2025-04-29,2025-06-13,Complete,43,Complete,0,,Low,,Update_005
TSK-019,Task 019,2025-06-07,,2025-06-10,2025-08-07,97,3 wks,In Progress,FALSE,,,,Update_005
TSK-020,Task 020,2025-08-28,2025-09-23,2025-08-26,2025-09-12,1.0,,Complete,FALSE,Yes,High,,Update_005
TSK-021,Task 021,2025-05-26,,2025-05-28,2025-06-14,0.4883433282371713,,IP,No,,,,Update_005
TSK-022,Task 022,2025-07-11,2025-08-26,2025-07-11,2025-08-16,1.0,3 days,Complete,1,No,H,,Update_005
TSK-023,Task 023,2025-09-05,2025-10-10,2025-09-06,2025-10-13,1.0,,Complete,0,FALSE,H,,Update_005
TSK-024,Task 024,2025-02-23,2025-05-14,2025-02-25,2025-04-26,1.0,7 days,Complete,0,0,Medium,0.06,Update_005
TSK-025,Task 025,2024-12-21,,2024-12-20,2025-01-14,80%,,In Progress,1,0,Medium,0.62,Update_005
TSK-026,Task 026,2025-05-05,2025-06-02,2025-05-07,2025-06-05,100%,1 wks,Complete,FALSE,0,L,0.51,Update_005
TSK-027,Task 027,2025-03-19,2025-04-05,2025-03-18,2025-04-08,Complete,45,Complete,0,FALSE,Medium,0.99,Update_005
TSK-028,Task 028,2025-06-06,,2025-06-04,2025-07-30,56%,3 days,IP,No,Yes,,,Update_005
TSK-029,Task 029,2024-11-18,2024-12-15,2024-11-17,2024-12-13,Complete,,Complete,FALSE,False,High,0.73,Update_005
TSK-030,Task 030,2025-07-24,,2025-07-25,2025-08-10,,2 wks,IP,No,0,,,Update_005
TSK-031,Task 031,2024-11-07,2024-12-20,2024-11-05,2024-12-07,100%,,Complete,FALSE,True,Medium,,Update_005
