project_name,task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,baseline_duration,is_delayed,delay_days,delay_percentage,percent_complete,status,is_milestone,is_critical,is_active,risk_flag,severity_score,severity_factors,update_phase
Delta,TSK-001,Task 001,2024-12-20,,2024-12-22,2025-02-20,60,False,0,0.0,45%,IP,False,False,True,,0,,Update_003
Delta,TSK-002,Task 002,2025-03-23,2025-05-16,2025-03-22,2025-04-12,21,False,0,0.0,100%,Complete,True,False,False,High,0,,Update_003
Delta,TSK-003,Task 003,2025-04-13,,2025-04-10,2025-04-20,10,False,0,0.0,64%,Started,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_003
Delta,TSK-004,Task 004,2025-03-22,,2025-03-22,2025-04-21,30,False,0,0.0,,Started,False,False,True,H,2,Risk Level: H (+2 points),Update_003
Delta,TSK-005,Task 005,2025-03-09,,2025-03-12,2025-04-08,27,False,0,0.0,24%,Started,False,False,True,Low,0,,Update_003
Delta,TSK-006,Task 006,2024-12-30,,2024-12-30,2025-01-28,29,False,0,0.0,0.7537470110426265,Started,False,False,True,High,2,Risk Level: High (+2 points),Update_003
Delta,TSK-007,Task 007,2024-11-19,2025-01-19,2024-11-20,2024-12-03,13,False,0,0.0,100%,Complete,True,True,False,,0,,Update_003
Delta,TSK-008,Task 008,2025-05-01,2025-07-16,2025-05-02,2025-06-22,51,False,0,0.0,100%,Complete,False,True,False,L,0,,Update_003
Delta,TSK-009,Task 009,2025-03-14,2025-05-20,2025-03-13,2025-03-27,14,True,54,385.7,100%,Complete,False,True,False,,7,Delayed by 54 days (+5 points); On Critical Path (+2 points),Update_003
Delta,TSK-010,Task 010,2025-10-17,2025-12-19,2025-10-18,2025-11-24,37,False,0,0.0,100%,Complete,True,False,False,H,0,,Update_003
Delta,TSK-011,Task 011,2025-09-02,2025-10-15,2025-09-02,2025-09-19,17,False,0,0.0,100%,Complete,True,False,False,Medium,0,,Update_003
Delta,TSK-012,Task 012,2025-10-16,2026-01-28,2025-10-18,2025-12-12,55,True,46,83.6,Complete,Complete,False,False,False,H,7,Delayed by 46 days (+5 points); Risk Level: H (+2 points),Update_003
Delta,TSK-013,Task 013,2024-12-14,2025-03-09,2024-12-11,2025-01-24,44,True,44,100.0,Complete,Complete,False,False,False,L,5,Delayed by 44 days (+5 points),Update_003
Delta,TSK-014,Task 014,2025-01-27,,2025-01-24,2025-02-16,23,False,0,0.0,0.87,IP,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_003
Delta,TSK-015,Task 015,2025-04-24,,2025-04-24,2025-06-23,60,False,0,0.0,0.3622522399715684,IP,True,False,True,High,3,Risk Level: High (+2 points); Milestone Task (+1 point),Update_003
Delta,TSK-016,Task 016,2025-02-06,2025-05-02,2025-02-07,2025-04-07,59,False,0,0.0,100%,Complete,True,True,False,H,0,,Update_003
Delta,TSK-017,Task 017,2025-04-29,,2025-04-28,2025-06-03,36,False,0,0.0,21%,Started,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_003
