task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-10-02,2025-11-15,2025-09-30,2025-10-31,Complete,9 days,Complete,TRUE,TRUE,,0.89,Update_004
TSK-002,Task 002,2025-09-23,2025-11-12,2025-09-26,2025-10-23,Complete,2 wks,Complete,1,True,L,,Update_004
TSK-003,Task 003,2024-12-19,2025-02-24,2024-12-18,2025-02-01,100%,44,Complete,0,TRUE,Low,,Update_004
TSK-004,Task 004,2025-08-28,,2025-08-27,2025-09-10,28%,2 wks,In Progress,No,0,Medium,0.36,Update_004
TSK-005,Task 005,2025-05-15,2025-06-20,2025-05-16,2025-06-15,100%,5,Complete,False,No,L,,Update_004
TSK-006,Task 006,2024-12-15,2025-01-08,2024-12-14,2024-12-26,100%,2 days,Complete,FALSE,,,0.98,Update_004
TSK-007,Task 007,2025-10-13,,2025-10-10,2025-11-16,76%,19,In Progress,0,TRUE,High,,Update_004
TSK-008,Task 008,2025-02-23,,2025-02-23,2025-04-21,35%,4 wks,IP,No,FALSE,High,,Update_004
TSK-009,Task 009,2025-08-11,2025-10-05,2025-08-14,2025-09-22,1.0,1 wks,Complete,0,FALSE,Low,,Update_004
TSK-010,Task 010,2025-06-22,,2025-06-21,2025-08-02,,4 days,In Progress,No,Yes,L,,Update_004
TSK-011,Task 011,2025-08-27,2025-11-02,2025-08-30,2025-10-20,1.0,3 days,Complete,FALSE,0,Low,,Update_004
TSK-012,Task 012,2025-01-25,2025-04-02,2025-01-28,2025-03-19,Complete,3 wks,Complete,,,H,0.9,Update_004
TSK-013,Task 013,2025-09-07,,2025-09-07,2025-11-05,14,5 wks,In Progress,Yes,,H,,Update_004
TSK-014,Task 014,2024-12-05,2025-01-23,2024-12-05,2025-01-09,100%,2 wks,Complete,1,TRUE,,0.92,Update_004
TSK-015,Task 015,2025-06-08,2025-07-25,2025-06-06,2025-07-11,Complete,3 wks,Complete,0,,Medium,0.29,Update_004
TSK-016,Task 016,2024-12-10,,2024-12-07,2025-01-01,,,IP,TRUE,1,Low,0.52,Update_004
TSK-017,Task 017,2025-05-02,2025-05-19,2025-04-29,2025-05-20,100%,10 days,Complete,FALSE,FALSE,H,0.17,Update_004
TSK-018,Task 018,2025-09-28,2025-11-21,2025-09-29,2025-11-26,Complete,3 wks,Complete,FALSE,,Medium,0.42,Update_004
TSK-019,Task 019,2025-05-31,,2025-05-28,2025-06-07,51,,In Progress,No,No,L,,Update_004
TSK-020,Task 020,2025-05-04,,2025-05-06,2025-06-30,70,9 days,In Progress,0,True,High,,Update_004
