task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-10-02,2025-11-15,2025-09-30,2025-10-31,100%,,Complete,TRUE,TRUE,Medium,0.7,Update_005
TSK-002,Task 002,2025-09-23,2025-11-12,2025-09-26,2025-10-23,Complete,,Complete,1,True,High,0.49,Update_005
TSK-003,Task 003,2024-12-19,2025-02-24,2024-12-18,2025-02-01,100%,1 wks,Complete,0,TRUE,L,0.54,Update_005
TSK-004,Task 004,2025-08-28,,2025-08-27,2025-09-10,,11,IP,No,0,Low,0.36,Update_005
TSK-005,Task 005,2025-05-15,2025-06-20,2025-05-16,2025-06-15,100%,4 days,Complete,False,No,High,0.57,Update_005
TSK-006,Task 006,2024-12-15,2025-01-08,2024-12-14,2024-12-26,100%,5 wks,Complete,FALSE,,,,Update_005
TSK-007,Task 007,2025-10-13,2025-11-21,2025-10-10,2025-11-16,100%,8 days,Complete,0,TRUE,,0.76,Update_005
TSK-008,Task 008,2025-02-23,2025-04-25,2025-02-23,2025-04-21,100%,1 wks,Complete,No,FALSE,H,,Update_005
TSK-009,Task 009,2025-08-11,2025-10-05,2025-08-14,2025-09-22,Complete,2 wks,Complete,0,FALSE,L,,Update_005
TSK-010,Task 010,2025-06-22,2025-08-16,2025-06-21,2025-08-02,1.0,36,Complete,No,Yes,H,,Update_005
TSK-011,Task 011,2025-08-27,2025-11-02,2025-08-30,2025-10-20,100%,4 wks,Complete,FALSE,0,Low,0.56,Update_005
TSK-012,Task 012,2025-01-25,2025-04-02,2025-01-28,2025-03-19,1.0,3 wks,Complete,,,L,,Update_005
TSK-013,Task 013,2025-09-07,,2025-09-07,2025-11-05,0.9095551262215311,5 days,IP,Yes,,,0.3,Update_005
TSK-014,Task 014,2024-12-05,2025-01-28,2024-12-05,2025-01-09,Complete,22,Complete,1,TRUE,Low,0.5,Update_005
TSK-015,Task 015,2025-06-08,2025-07-25,2025-06-06,2025-07-11,Complete,,Complete,0,,L,,Update_005
TSK-016,Task 016,2024-12-10,,2024-12-07,2025-01-01,0.40439350963606874,,In Progress,TRUE,1,Medium,,Update_005
TSK-017,Task 017,2025-05-02,2025-05-19,2025-04-29,2025-05-20,1.0,2 wks,Complete,FALSE,FALSE,H,0.43,Update_005
TSK-018,Task 018,2025-09-28,2025-11-21,2025-09-29,2025-11-26,100%,13,Complete,FALSE,,High,,Update_005
TSK-019,Task 019,2025-05-31,2025-06-19,2025-05-28,2025-06-07,100%,6,Complete,No,No,Medium,,Update_005
TSK-020,Task 020,2025-05-04,2025-06-26,2025-05-06,2025-06-30,Complete,5 wks,Complete,0,True,,0.11,Update_005
