task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-10-02,2025-11-15,2025-09-30,2025-10-31,100%,9 days,Complete,TRUE,TRUE,H,0.8,Update_009
TSK-002,Task 002,2025-09-23,2025-11-17,2025-09-26,2025-10-23,1.0,2 wks,Complete,1,True,Low,0.9,Update_009
TSK-003,Task 003,2024-12-19,2025-02-24,2024-12-18,2025-02-01,Complete,3 days,Complete,0,TRUE,Low,0.79,Update_009
TSK-004,Task 004,2025-08-28,2025-11-03,2025-08-27,2025-09-10,1.0,5 wks,Complete,No,0,H,,Update_009
TSK-005,Task 005,2025-05-15,2025-06-20,2025-05-16,2025-06-15,Complete,5 wks,Complete,False,No,,,Update_009
TSK-006,Task 006,2024-12-15,2025-01-10,2024-12-14,2024-12-26,100%,,Complete,FALSE,,L,,Update_009
TSK-007,Task 007,2025-10-13,2025-11-28,2025-10-10,2025-11-16,100%,3 days,Complete,0,TRUE,H,0.79,Update_009
TSK-008,Task 008,2025-02-23,2025-05-01,2025-02-23,2025-04-21,Complete,7 days,Complete,No,FALSE,Low,,Update_009
TSK-009,Task 009,2025-08-11,2025-10-05,2025-08-14,2025-09-22,100%,,Complete,0,FALSE,Low,,Update_009
TSK-010,Task 010,2025-06-22,2025-08-20,2025-06-21,2025-08-02,1.0,2 days,Complete,No,Yes,,0.95,Update_009
TSK-011,Task 011,2025-08-27,2025-11-09,2025-08-30,2025-10-20,Complete,40,Complete,FALSE,0,,0.93,Update_009
TSK-012,Task 012,2025-01-25,2025-04-02,2025-01-28,2025-03-19,1.0,,Complete,,,,0.19,Update_009
TSK-013,Task 013,2025-09-07,2025-10-31,2025-09-07,2025-11-05,100%,,Complete,Yes,,Medium,0.44,Update_009
TSK-014,Task 014,2024-12-05,2025-02-04,2024-12-05,2025-01-09,Complete,,Complete,1,TRUE,Low,,Update_009
TSK-015,Task 015,2025-06-08,2025-07-25,2025-06-06,2025-07-11,100%,,Complete,0,,L,,Update_009
TSK-016,Task 016,2024-12-10,2025-01-14,2024-12-07,2025-01-01,100%,5,Complete,TRUE,1,H,0.37,Update_009
TSK-017,Task 017,2025-05-02,2025-05-24,2025-04-29,2025-05-20,100%,37,Complete,FALSE,FALSE,L,,Update_009
