task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2025-10-02,,2025-09-30,2025-10-31,0.7856154957712881,23,IP,TRUE,TRUE,Medium,0.99,Update_003
TSK-002,Task 002,2025-09-23,,2025-09-26,2025-10-23,0.8950329530148832,,In Progress,1,True,Medium,0.07,Update_003
TSK-003,Task 003,2024-12-19,2025-02-24,2024-12-18,2025-02-01,100%,9 days,Complete,0,TRUE,,0.3,Update_003
TSK-004,Task 004,2025-08-28,,2025-08-27,2025-09-10,35%,35,IP,No,0,High,0.69,Update_003
TSK-005,Task 005,2025-05-15,2025-06-20,2025-05-16,2025-06-15,100%,,Complete,False,No,L,,Update_003
TSK-006,Task 006,2024-12-15,2025-01-08,2024-12-14,2024-12-26,1.0,4 wks,Complete,FALSE,,Medium,,Update_003
TSK-007,Task 007,2025-10-13,,2025-10-10,2025-11-16,95,,IP,0,TRUE,Low,,Update_003
TSK-008,Task 008,2025-02-23,,2025-02-23,2025-04-21,,4 days,In Progress,No,FALSE,,0.13,Update_003
TSK-009,Task 009,2025-08-11,2025-09-28,2025-08-14,2025-09-22,1.0,,Complete,0,FALSE,Medium,0.0,Update_003
TSK-010,Task 010,2025-06-22,,2025-06-21,2025-08-02,28%,,IP,No,Yes,Low,,Update_003
TSK-011,Task 011,2025-08-27,2025-10-31,2025-08-30,2025-10-20,1.0,2 days,Complete,FALSE,0,Medium,,Update_003
TSK-012,Task 012,2025-01-25,2025-03-30,2025-01-28,2025-03-19,Complete,37,Complete,,,L,,Update_003
TSK-013,Task 013,2025-09-07,,2025-09-07,2025-11-05,72,,IP,Yes,,Medium,0.52,Update_003
TSK-014,Task 014,2024-12-05,2025-01-23,2024-12-05,2025-01-09,Complete,10,Complete,1,TRUE,Medium,,Update_003
TSK-015,Task 015,2025-06-08,2025-07-19,2025-06-06,2025-07-11,1.0,,Complete,0,,L,,Update_003
TSK-016,Task 016,2024-12-10,,2024-12-07,2025-01-01,,5 wks,IP,TRUE,1,Medium,0.82,Update_003
TSK-017,Task 017,2025-05-02,2025-05-19,2025-04-29,2025-05-20,1.0,3 wks,Complete,FALSE,FALSE,Low,0.74,Update_003
TSK-018,Task 018,2025-09-28,2025-11-21,2025-09-29,2025-11-26,1.0,4 wks,Complete,FALSE,,,0.36,Update_003
TSK-019,Task 019,2025-05-31,,2025-05-28,2025-06-07,0.6411333628143355,2 days,In Progress,No,No,H,,Update_003
TSK-020,Task 020,2025-05-04,,2025-05-06,2025-06-30,,10 days,IP,0,True,High,,Update_003
TSK-021,Task 021,2025-04-27,,2025-04-25,2025-05-14,29%,,IP,True,False,L,0.68,Update_003
TSK-022,Task 022,2025-01-11,,2025-01-10,2025-02-11,57%,,IP,0,No,,,Update_003
TSK-023,Task 023,2025-04-24,2025-06-10,2025-04-25,2025-06-03,100%,1 wks,Complete,False,FALSE,,0.84,Update_003
TSK-024,Task 024,2024-10-30,,2024-11-02,2024-12-15,0.8397352929106141,2 wks,IP,No,,L,,Update_003
TSK-025,Task 025,2025-03-02,2025-04-09,2025-02-28,2025-03-23,Complete,9 days,Complete,True,FALSE,L,0.53,Update_003
TSK-026,Task 026,2024-12-18,2025-02-06,2024-12-20,2025-01-22,100%,,Complete,FALSE,No,,,Update_003
TSK-027,Task 027,2025-06-26,,2025-06-24,2025-07-31,95,,In Progress,,1,High,,Update_003
TSK-028,Task 028,2025-03-03,,2025-03-02,2025-03-15,,18,IP,No,TRUE,Low,0.9,Update_003
TSK-029,Task 029,2025-08-19,,2025-08-20,2025-10-01,100,,In Progress,,No,H,0.61,Update_003
TSK-030,Task 030,2025-01-31,2025-03-28,2025-02-02,2025-02-25,Complete,,Complete,0,Yes,,0.72,Update_003
TSK-031,Task 031,2025-07-15,,2025-07-16,2025-08-26,,42,IP,0,1,Low,,Update_003
TSK-032,Task 032,2025-03-16,,2025-03-13,2025-04-08,,5 wks,IP,False,No,Low,,Update_003
TSK-033,Task 033,2025-08-18,,2025-08-21,2025-09-26,,4 wks,IP,,Yes,Low,0.05,Update_003
TSK-034,Task 034,2025-08-11,,2025-08-10,2025-08-24,,,IP,TRUE,Yes,High,,Update_003
TSK-035,Task 035,2025-06-01,2025-07-01,2025-06-02,2025-06-23,Complete,6 days,Complete,No,1,Low,0.55,Update_003
TSK-036,Task 036,2025-03-13,2025-05-08,2025-03-13,2025-04-28,Complete,,Complete,,0,,,Update_003
TSK-037,Task 037,2024-12-16,2025-01-14,2024-12-19,2025-01-01,1.0,,Complete,1,0,Low,,Update_003
TSK-038,Task 038,2025-03-18,,2025-03-20,2025-05-11,63,10,IP,True,,High,0.64,Update_003
