project_name,task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,baseline_duration,is_delayed,delay_days,delay_percentage,percent_complete,status,is_milestone,is_critical,is_active,risk_flag,severity_score,severity_factors,update_phase
Alpha,TSK-001,Task 001,2025-07-17,2025-10-02,2025-07-16,2025-09-08,54,False,0,0.0,100%,Complete,False,True,False,Medium,0,,Update_013
Alpha,TSK-002,Task 002,2025-06-25,2025-07-26,2025-06-25,2025-07-24,29,False,0,0.0,100%,Complete,False,False,False,Low,0,,Update_013
Alpha,TSK-003,Task 003,2025-02-11,2025-03-22,2025-02-09,2025-03-16,35,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_013
Alpha,TSK-004,Task 004,2025-07-07,2025-07-26,2025-07-05,2025-07-30,25,False,-5,-20.0,100%,Complete,False,True,False,L,2,On Critical Path (+2 points),Update_013
Alpha,TSK-005,Task 005,2025-03-12,2025-08-11,2025-03-11,2025-04-14,34,True,118,347.1,100%,Complete,False,False,False,H,7,Delayed by 118 days (+5 points); Risk Level: H (+2 points),Update_013
Alpha,TSK-006,Task 006,2025-04-02,2025-07-22,2025-03-30,2025-05-27,58,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_013
Alpha,TSK-007,Task 007,2025-04-26,2025-08-22,2025-04-23,2025-05-27,34,False,0,0.0,100%,Complete,True,False,False,High,0,,Update_013
Alpha,TSK-008,Task 008,2025-06-23,2025-09-07,2025-06-21,2025-08-20,60,False,0,0.0,100%,Complete,False,False,False,High,0,,Update_013
Alpha,TSK-009,Task 009,2024-11-23,2025-01-24,2024-11-25,2024-12-10,15,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_013
Alpha,TSK-010,Task 010,2025-07-30,2025-09-12,2025-07-30,2025-09-02,34,False,0,0.0,100%,Complete,False,False,False,,0,,Update_013
Alpha,TSK-011,Task 011,2025-09-20,2025-12-03,2025-09-17,2025-10-17,30,False,0,0.0,100%,Complete,False,False,False,,0,,Update_013
Alpha,TSK-012,Task 012,2024-11-02,2025-01-31,2024-11-05,2024-12-25,50,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_013
Alpha,TSK-013,Task 013,2025-03-18,2025-05-28,2025-03-15,2025-04-02,18,False,0,0.0,100%,Complete,True,False,False,High,0,,Update_013
