project_name,task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,baseline_duration,is_delayed,delay_days,delay_percentage,percent_complete,status,is_milestone,is_critical,is_active,risk_flag,severity_score,severity_factors,update_phase
Slippages,TSK-001,Task 001,2025-05-21,2025-06-20,2025-05-22,2025-06-05,14,False,0,0.0,100%,Complete,False,True,False,H,0,,Update_012
Slippages,TSK-002,Task 002,2025-03-02,2025-03-10,2025-03-04,2025-04-03,30,False,0,0.0,100%,Complete,True,False,False,,0,,Update_012
Slippages,TSK-003,Task 003,2025-06-13,2025-09-09,2025-06-12,2025-07-23,41,False,0,0.0,100%,Complete,False,False,False,,0,,Update_012
Slippages,TSK-004,Task 004,2025-04-27,2025-08-20,2025-04-28,2025-06-07,40,False,0,0.0,100%,Complete,False,True,False,High,0,,Update_012
Slippages,TSK-005,Task 005,2025-08-31,2025-12-12,2025-09-02,2025-10-17,45,False,0,0.0,100%,Complete,True,False,False,High,0,,Update_012
Slippages,TSK-006,Task 006,2025-07-13,2025-11-13,2025-07-16,2025-08-10,25,False,0,0.0,100%,Complete,True,False,False,Medium,0,,Update_012
Slippages,TSK-007,Task 007,2025-03-14,2025-05-04,2025-03-17,2025-04-22,36,False,0,0.0,100%,Complete,False,True,False,High,0,,Update_012
Slippages,TSK-008,Task 008,2024-12-10,2025-02-05,2024-12-10,2025-01-14,35,False,0,0.0,100%,Complete,False,True,False,Medium,0,,Update_012
Slippages,TSK-009,Task 009,2025-10-03,2026-02-27,2025-10-02,2025-11-09,38,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_012
Slippages,TSK-010,Task 010,2025-05-02,2025-07-20,2025-05-01,2025-06-28,58,False,0,0.0,100%,Complete,False,False,False,Low,0,,Update_012
Slippages,TSK-011,Task 011,2025-08-18,2025-11-14,2025-08-21,2025-10-03,43,False,0,0.0,100%,Complete,False,False,False,L,0,,Update_012
Slippages,TSK-012,Task 012,2025-03-16,2025-06-29,2025-03-16,2025-04-01,16,False,0,0.0,100%,Complete,False,True,False,L,0,,Update_012
Slippages,TSK-013,Task 013,2025-10-14,2026-01-23,2025-10-13,2025-12-07,55,True,46,83.6,Complete,Complete,True,True,False,L,8,Delayed by 46 days (+5 points); On Critical Path (+2 points); Milestone Task (+1 point),Update_012
Slippages,TSK-014,Task 014,2025-03-01,2025-03-14,2025-03-01,2025-03-26,25,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_012
Slippages,TSK-015,Task 015,2025-07-11,2025-09-16,2025-07-08,2025-09-02,56,False,0,0.0,100%,Complete,False,True,False,High,0,,Update_012
Slippages,TSK-016,Task 016,2025-04-16,2025-07-12,2025-04-16,2025-05-25,39,False,0,0.0,100%,Complete,False,False,False,High,0,,Update_012
Slippages,TSK-017,Task 017,2024-11-06,2025-02-17,2024-11-06,2024-12-10,34,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_012
Slippages,TSK-018,Task 018,2025-06-01,2025-08-30,2025-05-29,2025-06-22,24,True,68,283.3,100%,Complete,False,False,False,,5,Delayed by 68 days (+5 points),Update_012
Slippages,TSK-019,Task 019,2025-06-06,2025-08-09,2025-06-08,2025-07-08,30,False,0,0.0,100%,Complete,True,False,False,High,0,,Update_012
Slippages,TSK-020,Task 020,2025-01-29,2025-03-10,2025-01-27,2025-02-14,18,False,0,0.0,100%,Complete,False,False,False,,0,,Update_012
Slippages,TSK-021,Task 021,2025-07-23,2025-12-07,2025-07-20,2025-09-05,47,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_012
Slippages,TSK-022,Task 022,2025-04-12,2025-06-04,2025-04-09,2025-06-03,55,False,0,0.0,100%,Complete,False,False,False,High,0,,Update_012
Slippages,TSK-023,Task 023,2025-04-02,2025-06-21,2025-03-31,2025-05-29,59,False,0,0.0,100%,Complete,False,False,False,Low,0,,Update_012
Slippages,TSK-024,Task 024,2025-05-08,2025-07-12,2025-05-08,2025-06-09,32,False,0,0.0,100%,Complete,False,False,False,,0,,Update_012
Slippages,TSK-025,Task 025,2025-01-08,2025-03-19,2025-01-09,2025-03-10,60,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_012
Slippages,TSK-026,Task 026,2025-10-13,2025-12-06,2025-10-15,2025-10-25,10,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_012
Slippages,TSK-027,Task 027,2025-07-13,2025-09-06,2025-07-14,2025-08-13,30,False,0,0.0,100%,Complete,True,False,False,Low,0,,Update_012
Slippages,TSK-028,Task 028,2025-01-14,2025-03-28,2025-01-12,2025-03-12,59,False,0,0.0,100%,Complete,True,True,False,Low,0,,Update_012
Slippages,TSK-029,Task 029,2025-04-29,2025-06-12,2025-05-02,2025-05-29,27,False,0,0.0,100%,Complete,True,True,False,Medium,0,,Update_012
Slippages,TSK-030,Task 030,2025-03-10,2025-07-08,2025-03-08,2025-04-02,25,True,96,384.0,100%,Complete,False,True,False,Low,7,Delayed by 96 days (+5 points); On Critical Path (+2 points),Update_012
Slippages,TSK-031,Task 031,2025-02-07,2025-04-25,2025-02-05,2025-03-06,29,False,0,0.0,100%,Complete,False,False,False,,0,,Update_012
Slippages,TSK-032,Task 032,2025-03-10,2025-03-15,2025-03-10,2025-04-07,28,False,0,0.0,100%,Complete,False,False,False,High,0,,Update_012
Slippages,TSK-033,Task 033,2025-05-01,2025-08-10,2025-05-01,2025-06-22,52,False,0,0.0,100%,Complete,False,True,False,High,0,,Update_012
Slippages,TSK-034,Task 034,2025-08-05,2025-09-13,2025-08-04,2025-08-21,17,False,0,0.0,100%,Complete,False,False,False,H,0,,Update_012
Slippages,TSK-035,Task 035,2025-01-05,2025-03-09,2025-01-04,2025-02-18,45,False,0,0.0,100%,Complete,False,True,False,,0,,Update_012
Slippages,TSK-036,Task 036,2025-01-15,2025-03-05,2025-01-18,2025-03-02,43,False,0,0.0,100%,Complete,False,True,False,Medium,0,,Update_012
Slippages,TSK-037,Task 037,2025-04-02,2025-07-10,2025-03-30,2025-05-21,52,True,49,94.2,100%,Complete,True,True,False,,8,Delayed by 49 days (+5 points); On Critical Path (+2 points); Milestone Task (+1 point),Update_012
Slippages,TSK-038,Task 038,2025-07-09,2025-09-28,2025-07-12,2025-08-16,35,False,0,0.0,100%,Complete,False,False,False,L,0,,Update_012
Slippages,TSK-039,Task 039,2025-05-25,2025-07-20,2025-05-26,2025-07-08,43,False,0,0.0,100%,Complete,True,False,False,Medium,0,,Update_012
Slippages,TSK-040,Task 040,2025-06-05,2025-06-22,2025-06-06,2025-06-18,12,False,0,0.0,100%,Complete,False,False,False,L,0,,Update_012
Slippages,TSK-041,Task 041,2025-04-07,2025-06-19,2025-04-07,2025-05-14,37,False,0,0.0,100%,Complete,False,False,False,Medium,0,,Update_012
Slippages,TSK-042,Task 042,2025-10-17,2026-02-08,2025-10-14,2025-12-05,52,False,0,0.0,100%,Complete,False,False,False,L,0,,Update_012
Slippages,TSK-043,Task 043,2025-02-15,2025-03-22,2025-02-15,2025-03-17,30,False,0,0.0,100%,Complete,False,False,False,Low,0,,Update_012
Slippages,TSK-044,Task 044,2025-10-30,2026-01-04,2025-10-30,2025-12-08,39,False,0,0.0,100%,Complete,False,False,False,Low,0,,Update_012
