task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-12-01,,2024-11-28,2025-01-09,0.0783274988862126,,In Progress,,No,High,0.47,Update_001
TSK-002,Task 002,2025-03-04,,2025-03-07,2025-04-13,,1 wks,IP,,,Low,1.0,Update_001
TSK-003,Task 003,2025-09-14,2025-10-05,2025-09-12,2025-09-28,1.0,5 wks,Complete,No,FALSE,Low,,Update_001
TSK-004,Task 004,2025-04-21,,2025-04-22,2025-05-10,78,9 days,Complete,True,FALSE,H,,Update_001
TSK-005,Task 005,2025-08-24,,2025-08-23,2025-10-09,96%,25,IP,True,True,,0.27,Update_001
TSK-006,Task 006,2025-06-08,2025-07-01,2025-06-08,2025-06-18,100%,7,Complete,0,,H,,Update_001
TSK-007,Task 007,2025-07-17,,2025-07-20,2025-09-08,0.6094409242341398,43,IP,False,,L,0.63,Update_001
TSK-008,Task 008,2025-07-19,,2025-07-20,2025-08-07,,8 days,In Progress,False,0,,,Update_001
TSK-009,Task 009,2025-05-05,,2025-05-03,2025-05-25,,8,,FALSE,FALSE,,,Update_001
TSK-010,Task 010,2025-04-17,2025-04-28,2025-04-18,2025-05-02,Complete,,Complete,No,False,,0.63,Update_001
TSK-011,Task 011,2025-08-07,,2025-08-09,2025-09-26,,,,,,High,,Update_001
TSK-012,Task 012,2025-05-11,,2025-05-10,2025-06-16,,,,0,0,L,0.87,Update_001
TSK-013,Task 013,2025-06-01,,2025-06-04,2025-07-21,87%,31,Not Started,0,,Low,0.17,Update_001
TSK-014,Task 014,2025-09-21,,2025-09-24,2025-11-13,,4 wks,In Progress,No,,Low,,Update_001
TSK-015,Task 015,2024-12-22,,2024-12-20,2025-01-23,,17,Complete,1,False,High,0.23,Update_001
TSK-016,Task 016,2025-05-21,,2025-05-19,2025-06-23,88%,6 days,Not Started,False,False,Low,0.61,Update_001
TSK-017,Task 017,2024-12-25,,2024-12-22,2025-02-13,,9 days,Complete,No,False,H,0.73,Update_001
TSK-018,Task 018,2025-02-11,,2025-02-11,2025-03-02,,,Complete,,FALSE,Medium,,Update_001
TSK-019,Task 019,2025-07-11,,2025-07-10,2025-07-29,67%,20,Complete,True,TRUE,,0.98,Update_001
TSK-020,Task 020,2025-07-18,,2025-07-20,2025-08-01,,10 days,Not Started,True,0,H,0.26,Update_001
TSK-021,Task 021,2025-06-12,,2025-06-11,2025-06-28,,39,,Yes,1,Low,,Update_001
TSK-022,Task 022,2025-01-07,,2025-01-09,2025-03-02,,,Complete,FALSE,,Medium,0.57,Update_001
TSK-023,Task 023,2024-11-03,,2024-11-05,2024-12-08,0.24485657127206084,40,Not Started,False,0,,,Update_001
TSK-024,Task 024,2025-07-10,,2025-07-10,2025-08-25,32,17,Complete,True,False,Low,0.25,Update_001
TSK-025,Task 025,2025-09-28,,2025-09-30,2025-11-25,87,1 days,,0,0,High,0.4,Update_001
TSK-026,Task 026,2024-12-29,,2024-12-27,2025-01-28,90%,9 days,Not Started,No,Yes,L,,Update_001
TSK-027,Task 027,2025-09-12,,2025-09-15,2025-10-17,,1 days,Not Started,1,Yes,H,,Update_001
TSK-028,Task 028,2025-10-10,,2025-10-13,2025-11-06,58%,5 wks,In Progress,0,0,,0.82,Update_001
TSK-029,Task 029,2025-08-18,,2025-08-17,2025-10-02,,2 wks,In Progress,False,No,High,0.25,Update_001
TSK-030,Task 030,2025-06-19,,2025-06-18,2025-07-19,0.013622488522964105,,Not Started,0,,L,0.85,Update_001
TSK-031,Task 031,2025-02-13,,2025-02-11,2025-03-14,0.22606516100091423,1 days,,FALSE,No,Low,,Update_001
TSK-032,Task 032,2025-07-13,,2025-07-11,2025-08-30,0.4383614962294684,,In Progress,No,FALSE,H,,Update_001
TSK-033,Task 033,2025-05-23,,2025-05-26,2025-07-15,0.6050330128588233,2 wks,IP,False,No,H,0.61,Update_001
TSK-034,Task 034,2025-08-01,,2025-08-02,2025-08-12,,5,In Progress,False,,Medium,,Update_001
TSK-035,Task 035,2025-10-07,,2025-10-09,2025-11-02,,,Not Started,Yes,0,L,0.04,Update_001
TSK-036,Task 036,2025-03-04,,2025-03-05,2025-03-29,,,IP,False,True,Medium,0.77,Update_001
TSK-037,Task 037,2025-10-07,,2025-10-08,2025-10-23,0.97202192473484,27,,No,No,H,0.56,Update_001
TSK-038,Task 038,2025-10-14,,2025-10-11,2025-12-06,0.48750650357957626,4 wks,Complete,0,Yes,H,,Update_001
TSK-039,Task 039,2025-01-09,,2025-01-07,2025-01-21,93%,,In Progress,True,Yes,,,Update_001
TSK-040,Task 040,2025-05-20,,2025-05-17,2025-06-02,,,Not Started,0,True,L,,Update_001
TSK-041,Task 041,2024-12-25,,2024-12-22,2025-02-10,60%,,In Progress,Yes,No,High,0.74,Update_001
TSK-042,Task 042,2025-04-28,,2025-04-28,2025-06-03,,,Not Started,FALSE,Yes,Medium,,Update_001
TSK-043,Task 043,2025-06-01,,2025-06-01,2025-06-13,,7 days,IP,False,1,High,,Update_001
TSK-044,Task 044,2024-11-18,,2024-11-17,2024-12-07,,38,In Progress,False,TRUE,,0.55,Update_001
TSK-045,Task 045,2025-05-19,,2025-05-20,2025-06-02,21%,7 days,In Progress,TRUE,No,,,Update_001
TSK-046,Task 046,2024-11-12,,2024-11-12,2024-12-22,,3 wks,IP,1,0,H,,Update_001
TSK-047,Task 047,2025-05-19,,2025-05-21,2025-06-29,,17,Complete,,FALSE,H,,Update_001
TSK-048,Task 048,2025-04-03,,2025-04-02,2025-06-01,53%,10 days,,False,,L,,Update_001
TSK-049,Task 049,2025-03-07,2025-04-22,2025-03-04,2025-04-21,1.0,43,Complete,,TRUE,H,,Update_001
TSK-050,Task 050,2025-01-20,2025-03-06,2025-01-17,2025-03-04,1.0,12,Complete,FALSE,,High,,Update_001
