task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-12-01,2025-02-19,2024-11-28,2025-01-09,1.0,2 wks,Complete,,No,L,,Update_007
TSK-002,Task 002,2025-03-04,,2025-03-07,2025-04-13,59%,1 days,In Progress,,,Low,,Update_007
TSK-003,Task 003,2025-09-14,2025-10-22,2025-09-12,2025-09-28,1.0,2 wks,Complete,No,FALSE,,0.63,Update_007
TSK-004,Task 004,2025-04-21,2025-05-15,2025-04-22,2025-05-10,100%,5 days,Complete,True,FALSE,High,,Update_007
TSK-005,Task 005,2025-08-24,2025-10-29,2025-08-23,2025-10-09,100%,,Complete,True,True,Medium,,Update_007
TSK-006,Task 006,2025-06-08,2025-07-01,2025-06-08,2025-06-18,Complete,5 wks,Complete,0,,H,,Update_007
TSK-007,Task 007,2025-07-17,2025-09-28,2025-07-20,2025-09-08,100%,,Complete,False,,L,0.44,Update_007
TSK-008,Task 008,2025-07-19,2025-09-09,2025-07-20,2025-08-07,1.0,17,Complete,False,0,Low,0.13,Update_007
TSK-009,Task 009,2025-05-05,2025-06-16,2025-05-03,2025-05-25,1.0,3 days,Complete,FALSE,FALSE,Low,,Update_007
TSK-010,Task 010,2025-04-17,2025-04-27,2025-04-18,2025-05-02,100%,3 days,Complete,No,False,H,,Update_007
TSK-011,Task 011,2025-08-07,2025-09-27,2025-08-09,2025-09-26,100%,4 wks,Complete,,,Medium,,Update_007
TSK-012,Task 012,2025-05-11,2025-06-14,2025-05-10,2025-06-16,1.0,12,Complete,0,0,H,,Update_007
TSK-013,Task 013,2025-06-01,2025-07-17,2025-06-04,2025-07-21,100%,,Complete,0,,H,,Update_007
TSK-014,Task 014,2025-09-21,2025-12-07,2025-09-24,2025-11-13,1.0,5 wks,Complete,No,,L,,Update_007
TSK-015,Task 015,2024-12-22,2025-02-02,2024-12-20,2025-01-23,1.0,,Complete,1,False,High,0.23,Update_007
TSK-016,Task 016,2025-05-21,2025-07-29,2025-05-19,2025-06-23,Complete,4 wks,Complete,False,False,,,Update_007
TSK-017,Task 017,2024-12-25,2025-02-27,2024-12-22,2025-02-13,Complete,18,Complete,No,False,,,Update_007
TSK-018,Task 018,2025-02-11,,2025-02-11,2025-03-02,,2 wks,In Progress,,FALSE,Medium,0.58,Update_007
TSK-019,Task 019,2025-07-11,2025-08-02,2025-07-10,2025-07-29,100%,3 wks,Complete,True,TRUE,High,,Update_007
TSK-020,Task 020,2025-07-18,2025-08-08,2025-07-20,2025-08-01,1.0,7,Complete,True,0,L,0.77,Update_007
TSK-021,Task 021,2025-06-12,2025-06-24,2025-06-11,2025-06-28,1.0,2 days,Complete,Yes,1,,,Update_007
TSK-022,Task 022,2025-01-07,2025-03-31,2025-01-09,2025-03-02,100%,,Complete,FALSE,,L,0.36,Update_007
TSK-023,Task 023,2024-11-03,2024-12-22,2024-11-05,2024-12-08,1.0,3 days,Complete,False,0,,,Update_007
TSK-024,Task 024,2025-07-10,2025-08-28,2025-07-10,2025-08-25,100%,10 days,Complete,True,False,,0.48,Update_007
TSK-025,Task 025,2025-09-28,2025-12-08,2025-09-30,2025-11-25,100%,1 wks,Complete,0,0,H,0.92,Update_007
TSK-026,Task 026,2024-12-29,2025-01-28,2024-12-27,2025-01-28,1.0,29,Complete,No,Yes,Medium,0.16,Update_007
TSK-027,Task 027,2025-09-12,2025-10-21,2025-09-15,2025-10-17,1.0,5 days,Complete,1,Yes,Low,,Update_007
TSK-028,Task 028,2025-10-10,2025-11-05,2025-10-13,2025-11-06,1.0,10 days,Complete,0,0,Low,0.97,Update_007
TSK-029,Task 029,2025-08-18,2025-10-01,2025-08-17,2025-10-02,Complete,40,Complete,False,No,High,0.65,Update_007
TSK-030,Task 030,2025-06-19,2025-07-15,2025-06-18,2025-07-19,Complete,,Complete,0,,L,0.08,Update_007
TSK-031,Task 031,2025-02-13,2025-03-27,2025-02-11,2025-03-14,Complete,9 days,Complete,FALSE,No,L,,Update_007
TSK-032,Task 032,2025-07-13,2025-09-07,2025-07-11,2025-08-30,Complete,5 wks,Complete,No,FALSE,L,0.41,Update_007
TSK-033,Task 033,2025-05-23,2025-07-13,2025-05-26,2025-07-15,1.0,,Complete,False,No,H,0.39,Update_007
TSK-034,Task 034,2025-08-01,2025-08-10,2025-08-02,2025-08-12,Complete,2 wks,Complete,False,,,,Update_007
TSK-035,Task 035,2025-10-07,2025-12-03,2025-10-09,2025-11-02,100%,10 days,Complete,Yes,0,H,0.87,Update_007
TSK-036,Task 036,2025-03-04,2025-04-02,2025-03-05,2025-03-29,100%,25,Complete,False,True,High,0.9,Update_007
TSK-037,Task 037,2025-10-07,2025-11-07,2025-10-08,2025-10-23,Complete,37,Complete,No,No,High,,Update_007
TSK-038,Task 038,2025-10-14,,2025-10-11,2025-12-06,0.6369063269543107,10 days,IP,0,Yes,L,,Update_007
TSK-039,Task 039,2025-01-09,2025-01-28,2025-01-07,2025-01-21,Complete,,Complete,True,Yes,H,,Update_007
TSK-040,Task 040,2025-05-20,2025-06-17,2025-05-17,2025-06-02,100%,4 wks,Complete,0,True,H,,Update_007
TSK-041,Task 041,2024-12-25,2025-03-24,2024-12-22,2025-02-10,Complete,5 wks,Complete,Yes,No,High,0.86,Update_007
TSK-042,Task 042,2025-04-28,2025-06-11,2025-04-28,2025-06-03,100%,2 days,Complete,FALSE,Yes,,,Update_007
TSK-043,Task 043,2025-06-01,2025-06-24,2025-06-01,2025-06-13,100%,7 days,Complete,False,1,Low,0.26,Update_007
TSK-044,Task 044,2024-11-18,2024-12-20,2024-11-17,2024-12-07,Complete,23,Complete,False,TRUE,Medium,,Update_007
TSK-045,Task 045,2025-05-19,2025-06-16,2025-05-20,2025-06-02,100%,2 wks,Complete,TRUE,No,High,0.01,Update_007
TSK-046,Task 046,2024-11-12,2024-12-30,2024-11-12,2024-12-22,1.0,,Complete,1,0,Low,0.73,Update_007
TSK-047,Task 047,2025-05-19,2025-07-14,2025-05-21,2025-06-29,100%,42,Complete,,FALSE,,,Update_007
TSK-048,Task 048,2025-04-03,2025-06-09,2025-04-02,2025-06-01,1.0,9,Complete,False,,,,Update_007
TSK-049,Task 049,2025-03-07,2025-04-22,2025-03-04,2025-04-21,100%,13,Complete,,TRUE,Medium,0.01,Update_007
TSK-050,Task 050,2025-01-20,2025-03-17,2025-01-17,2025-03-04,100%,2 days,Complete,FALSE,,,0.66,Update_007
