task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-12-01,2025-04-06,2024-11-28,2025-01-09,1.0,5 wks,Complete,,No,,0.51,Update_008
TSK-002,Task 002,2025-03-04,2025-04-24,2025-03-07,2025-04-13,Complete,30,Complete,,,High,0.51,Update_008
TSK-003,Task 003,2025-09-14,2025-10-22,2025-09-12,2025-09-28,1.0,5 days,Complete,No,FALSE,H,0.25,Update_008
TSK-004,Task 004,2025-04-21,2025-05-15,2025-04-22,2025-05-10,Complete,40,Complete,True,FALSE,,,Update_008
TSK-005,Task 005,2025-08-24,2025-10-29,2025-08-23,2025-10-09,100%,,Complete,True,True,,0.95,Update_008
TSK-006,Task 006,2025-06-08,2025-07-01,2025-06-08,2025-06-18,Complete,,Complete,0,,,0.87,Update_008
TSK-007,Task 007,2025-07-17,2025-09-28,2025-07-20,2025-09-08,Complete,2 wks,Complete,False,,H,,Update_008
TSK-008,Task 008,2025-07-19,2025-09-09,2025-07-20,2025-08-07,100%,,Complete,False,0,Low,0.39,Update_008
TSK-009,Task 009,2025-05-05,2025-06-16,2025-05-03,2025-05-25,Complete,,Complete,FALSE,FALSE,L,,Update_008
TSK-010,Task 010,2025-04-17,2025-05-02,2025-04-18,2025-05-02,1.0,,Complete,No,False,,,Update_008
TSK-011,Task 011,2025-08-07,2025-09-27,2025-08-09,2025-09-26,1.0,5 wks,Complete,,,Low,0.69,Update_008
TSK-012,Task 012,2025-05-11,2025-06-14,2025-05-10,2025-06-16,1.0,44,Complete,0,0,High,,Update_008
TSK-013,Task 013,2025-06-01,2025-07-17,2025-06-04,2025-07-21,100%,6,Complete,0,,,,Update_008
TSK-014,Task 014,2025-09-21,2025-12-07,2025-09-24,2025-11-13,1.0,6,Complete,No,,Low,,Update_008
TSK-015,Task 015,2024-12-22,2025-02-02,2024-12-20,2025-01-23,1.0,10 days,Complete,1,False,H,,Update_008
TSK-016,Task 016,2025-05-21,2025-07-29,2025-05-19,2025-06-23,Complete,3 wks,Complete,False,False,Low,0.51,Update_008
TSK-017,Task 017,2024-12-25,2025-02-27,2024-12-22,2025-02-13,1.0,,Complete,No,False,H,0.34,Update_008
TSK-018,Task 018,2025-02-11,,2025-02-11,2025-03-02,0.6400520253416399,25,In Progress,,FALSE,High,,Update_008
TSK-019,Task 019,2025-07-11,2025-08-07,2025-07-10,2025-07-29,Complete,,Complete,True,TRUE,Medium,0.24,Update_008
TSK-020,Task 020,2025-07-18,2025-08-08,2025-07-20,2025-08-01,100%,,Complete,True,0,H,0.92,Update_008
TSK-021,Task 021,2025-06-12,2025-06-24,2025-06-11,2025-06-28,Complete,10 days,Complete,Yes,1,High,0.74,Update_008
TSK-022,Task 022,2025-01-07,2025-03-31,2025-01-09,2025-03-02,1.0,,Complete,FALSE,,,0.06,Update_008
TSK-023,Task 023,2024-11-03,2024-12-22,2024-11-05,2024-12-08,Complete,37,Complete,False,0,Low,0.54,Update_008
TSK-024,Task 024,2025-07-10,2025-08-28,2025-07-10,2025-08-25,1.0,3 wks,Complete,True,False,Medium,0.77,Update_008
TSK-025,Task 025,2025-09-28,2025-12-11,2025-09-30,2025-11-25,100%,2 wks,Complete,0,0,L,0.28,Update_008
TSK-026,Task 026,2024-12-29,2025-01-28,2024-12-27,2025-01-28,100%,3 wks,Complete,No,Yes,L,0.54,Update_008
TSK-027,Task 027,2025-09-12,2025-10-26,2025-09-15,2025-10-17,Complete,3 wks,Complete,1,Yes,Low,,Update_008
TSK-028,Task 028,2025-10-10,2025-11-05,2025-10-13,2025-11-06,Complete,47,Complete,0,0,Medium,,Update_008
TSK-029,Task 029,2025-08-18,2025-10-01,2025-08-17,2025-10-02,Complete,,Complete,False,No,,0.49,Update_008
TSK-030,Task 030,2025-06-19,2025-07-15,2025-06-18,2025-07-19,1.0,,Complete,0,,H,0.54,Update_008
TSK-031,Task 031,2025-02-13,2025-04-01,2025-02-11,2025-03-14,Complete,10 days,Complete,FALSE,No,High,0.61,Update_008
TSK-032,Task 032,2025-07-13,2025-09-07,2025-07-11,2025-08-30,1.0,8 days,Complete,No,FALSE,,,Update_008
TSK-033,Task 033,2025-05-23,2025-07-15,2025-05-26,2025-07-15,1.0,1 wks,Complete,False,No,,0.88,Update_008
TSK-034,Task 034,2025-08-01,2025-08-10,2025-08-02,2025-08-12,1.0,,Complete,False,,High,0.71,Update_008
TSK-035,Task 035,2025-10-07,2025-12-03,2025-10-09,2025-11-02,1.0,2 days,Complete,Yes,0,L,,Update_008
TSK-036,Task 036,2025-03-04,2025-04-02,2025-03-05,2025-03-29,Complete,3 wks,Complete,False,True,H,0.71,Update_008
TSK-037,Task 037,2025-10-07,2025-11-07,2025-10-08,2025-10-23,Complete,5 wks,Complete,No,No,Low,,Update_008
TSK-038,Task 038,2025-10-14,2025-12-25,2025-10-11,2025-12-06,1.0,6,Complete,0,Yes,L,0.07,Update_008
TSK-039,Task 039,2025-01-09,2025-01-28,2025-01-07,2025-01-21,100%,6 days,Complete,True,Yes,,0.73,Update_008
TSK-040,Task 040,2025-05-20,2025-06-17,2025-05-17,2025-06-02,1.0,1 days,Complete,0,True,Low,0.17,Update_008
TSK-041,Task 041,2024-12-25,2025-03-24,2024-12-22,2025-02-10,Complete,,Complete,Yes,No,L,0.34,Update_008
TSK-042,Task 042,2025-04-28,2025-06-11,2025-04-28,2025-06-03,1.0,46,Complete,FALSE,Yes,Low,0.51,Update_008
TSK-043,Task 043,2025-06-01,2025-06-24,2025-06-01,2025-06-13,1.0,5 wks,Complete,False,1,L,0.07,Update_008
TSK-044,Task 044,2024-11-18,2024-12-20,2024-11-17,2024-12-07,Complete,3 wks,Complete,False,TRUE,L,0.78,Update_008
TSK-045,Task 045,2025-05-19,2025-06-16,2025-05-20,2025-06-02,Complete,43,Complete,TRUE,No,High,,Update_008
TSK-046,Task 046,2024-11-12,2024-12-30,2024-11-12,2024-12-22,100%,45,Complete,1,0,,,Update_008
TSK-047,Task 047,2025-05-19,2025-07-17,2025-05-21,2025-06-29,100%,2 days,Complete,,FALSE,L,0.27,Update_008
TSK-048,Task 048,2025-04-03,2025-06-09,2025-04-02,2025-06-01,100%,7,Complete,False,,Low,0.94,Update_008
TSK-049,Task 049,2025-03-07,2025-04-22,2025-03-04,2025-04-21,Complete,3 wks,Complete,,TRUE,L,,Update_008
TSK-050,Task 050,2025-01-20,2025-03-17,2025-01-17,2025-03-04,100%,46,Complete,FALSE,,Medium,,Update_008
