task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-12-01,2025-04-06,2024-11-28,2025-01-09,1.0,50,Complete,,No,L,,Update_010
TSK-002,Task 002,2025-03-04,2025-04-24,2025-03-07,2025-04-13,Complete,4 wks,Complete,,,L,0.92,Update_010
TSK-003,Task 003,2025-09-14,2025-10-27,2025-09-12,2025-09-28,Complete,,Complete,No,FALSE,,,Update_010
TSK-004,Task 004,2025-04-21,2025-05-15,2025-04-22,2025-05-10,1.0,9 days,Complete,True,FALSE,Medium,0.55,Update_010
TSK-005,Task 005,2025-08-24,2025-10-29,2025-08-23,2025-10-09,1.0,7,Complete,True,True,Low,0.5,Update_010
TSK-006,Task 006,2025-06-08,2025-07-01,2025-06-08,2025-06-18,Complete,9 days,Complete,0,,Low,0.18,Update_010
TSK-007,Task 007,2025-07-17,2025-09-28,2025-07-20,2025-09-08,100%,,Complete,False,,H,,Update_010
TSK-008,Task 008,2025-07-19,2025-09-11,2025-07-20,2025-08-07,1.0,4 days,Complete,False,0,,,Update_010
TSK-009,Task 009,2025-05-05,2025-06-17,2025-05-03,2025-05-25,1.0,1 wks,Complete,FALSE,FALSE,High,0.29,Update_010
TSK-010,Task 010,2025-04-17,2025-05-02,2025-04-18,2025-05-02,Complete,1 days,Complete,No,False,,,Update_010
TSK-011,Task 011,2025-08-07,2025-09-27,2025-08-09,2025-09-26,Complete,,Complete,,,Medium,0.78,Update_010
TSK-012,Task 012,2025-05-11,2025-06-14,2025-05-10,2025-06-16,1.0,47,Complete,0,0,H,0.87,Update_010
TSK-013,Task 013,2025-06-01,2025-07-17,2025-06-04,2025-07-21,1.0,4 wks,Complete,0,,L,,Update_010
TSK-014,Task 014,2025-09-21,2025-12-07,2025-09-24,2025-11-13,Complete,,Complete,No,,Medium,,Update_010
TSK-015,Task 015,2024-12-22,2025-02-16,2024-12-20,2025-01-23,100%,24,Complete,1,False,L,,Update_010
