task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-12-01,,2024-11-28,2025-01-09,0.6054397071567923,,IP,,No,,,Update_005
TSK-002,Task 002,2025-03-04,,2025-03-07,2025-04-13,0.4545975170993027,3 wks,IP,,,Medium,,Update_005
TSK-003,Task 003,2025-09-14,2025-10-17,2025-09-12,2025-09-28,Complete,18,Complete,No,FALSE,,,Update_005
TSK-004,Task 004,2025-04-21,2025-05-10,2025-04-22,2025-05-10,100%,,Complete,True,FALSE,H,,Update_005
TSK-005,Task 005,2025-08-24,2025-10-29,2025-08-23,2025-10-09,1.0,3 wks,Complete,True,True,Medium,0.53,Update_005
TSK-006,Task 006,2025-06-08,2025-07-01,2025-06-08,2025-06-18,Complete,2 wks,Complete,0,,Medium,,Update_005
TSK-007,Task 007,2025-07-17,2025-09-25,2025-07-20,2025-09-08,1.0,,Complete,False,,Low,,Update_005
TSK-008,Task 008,2025-07-19,2025-09-07,2025-07-20,2025-08-07,100%,5 days,Complete,False,0,Low,0.2,Update_005
TSK-009,Task 009,2025-05-05,2025-06-07,2025-05-03,2025-05-25,100%,4 wks,Complete,FALSE,FALSE,Medium,,Update_005
TSK-010,Task 010,2025-04-17,2025-04-28,2025-04-18,2025-05-02,1.0,8 days,Complete,No,False,Medium,,Update_005
TSK-011,Task 011,2025-08-07,2025-09-27,2025-08-09,2025-09-26,100%,11,Complete,,,High,,Update_005
TSK-012,Task 012,2025-05-11,,2025-05-10,2025-06-16,0.47188164968961,2 wks,In Progress,0,0,L,,Update_005
TSK-013,Task 013,2025-06-01,,2025-06-04,2025-07-21,,21,In Progress,0,,Low,0.41,Update_005
TSK-014,Task 014,2025-09-21,2025-12-06,2025-09-24,2025-11-13,100%,4 days,Complete,No,,H,0.92,Update_005
TSK-015,Task 015,2024-12-22,2025-02-02,2024-12-20,2025-01-23,100%,8,Complete,1,False,,,Update_005
TSK-016,Task 016,2025-05-21,2025-07-29,2025-05-19,2025-06-23,Complete,5 days,Complete,False,False,L,0.35,Update_005
TSK-017,Task 017,2024-12-25,2025-02-24,2024-12-22,2025-02-13,Complete,1 days,Complete,No,False,Low,,Update_005
TSK-018,Task 018,2025-02-11,,2025-02-11,2025-03-02,75%,33,IP,,FALSE,Low,0.98,Update_005
TSK-019,Task 019,2025-07-11,2025-07-26,2025-07-10,2025-07-29,Complete,39,Complete,True,TRUE,H,,Update_005
TSK-020,Task 020,2025-07-18,2025-08-08,2025-07-20,2025-08-01,100%,6 days,Complete,True,0,,0.22,Update_005
TSK-021,Task 021,2025-06-12,2025-06-23,2025-06-11,2025-06-28,100%,30,Complete,Yes,1,High,0.72,Update_005
TSK-022,Task 022,2025-01-07,,2025-01-09,2025-03-02,,5 wks,IP,FALSE,,High,0.86,Update_005
TSK-023,Task 023,2024-11-03,2024-12-22,2024-11-05,2024-12-08,Complete,,Complete,False,0,Low,1.0,Update_005
TSK-024,Task 024,2025-07-10,,2025-07-10,2025-08-25,0.6363547915719986,6 days,In Progress,True,False,,0.61,Update_005
TSK-025,Task 025,2025-09-28,,2025-09-30,2025-11-25,83%,1 days,IP,0,0,Medium,0.81,Update_005
TSK-026,Task 026,2024-12-29,2025-01-28,2024-12-27,2025-01-28,Complete,4 wks,Complete,No,Yes,L,,Update_005
TSK-027,Task 027,2025-09-12,2025-10-21,2025-09-15,2025-10-17,Complete,6 days,Complete,1,Yes,Medium,,Update_005
TSK-028,Task 028,2025-10-10,,2025-10-13,2025-11-06,91%,9 days,In Progress,0,0,L,0.77,Update_005
TSK-029,Task 029,2025-08-18,2025-10-01,2025-08-17,2025-10-02,Complete,5 days,Complete,False,No,H,0.46,Update_005
TSK-030,Task 030,2025-06-19,2025-07-15,2025-06-18,2025-07-19,Complete,12,Complete,0,,L,0.44,Update_005
TSK-031,Task 031,2025-02-13,2025-03-26,2025-02-11,2025-03-14,100%,,Complete,FALSE,No,,0.93,Update_005
TSK-032,Task 032,2025-07-13,,2025-07-11,2025-08-30,0.4651917838060258,,IP,No,FALSE,,0.33,Update_005
TSK-033,Task 033,2025-05-23,2025-07-13,2025-05-26,2025-07-15,Complete,3 wks,Complete,False,No,H,,Update_005
TSK-034,Task 034,2025-08-01,2025-08-10,2025-08-02,2025-08-12,Complete,10 days,Complete,False,,Medium,0.69,Update_005
TSK-035,Task 035,2025-10-07,2025-12-03,2025-10-09,2025-11-02,Complete,9 days,Complete,Yes,0,Medium,0.44,Update_005
TSK-036,Task 036,2025-03-04,2025-04-02,2025-03-05,2025-03-29,1.0,2 days,Complete,False,True,High,,Update_005
TSK-037,Task 037,2025-10-07,2025-11-07,2025-10-08,2025-10-23,1.0,,Complete,No,No,High,0.39,Update_005
TSK-038,Task 038,2025-10-14,,2025-10-11,2025-12-06,,,In Progress,0,Yes,L,0.84,Update_005
TSK-039,Task 039,2025-01-09,2025-01-27,2025-01-07,2025-01-21,1.0,35,Complete,True,Yes,High,,Update_005
TSK-040,Task 040,2025-05-20,,2025-05-17,2025-06-02,65%,1 days,In Progress,0,True,Medium,,Update_005
TSK-041,Task 041,2024-12-25,,2024-12-22,2025-02-10,86,21,IP,Yes,No,Medium,0.97,Update_005
TSK-042,Task 042,2025-04-28,,2025-04-28,2025-06-03,0.9133224032894989,4 days,IP,FALSE,Yes,Low,0.99,Update_005
TSK-043,Task 043,2025-06-01,2025-06-24,2025-06-01,2025-06-13,1.0,1 wks,Complete,False,1,,0.27,Update_005
TSK-044,Task 044,2024-11-18,2024-12-20,2024-11-17,2024-12-07,Complete,,Complete,False,TRUE,L,,Update_005
TSK-045,Task 045,2025-05-19,,2025-05-20,2025-06-02,0.5447638028983034,3 days,In Progress,TRUE,No,H,0.93,Update_005
TSK-046,Task 046,2024-11-12,,2024-11-12,2024-12-22,13,,IP,1,0,Medium,0.07,Update_005
TSK-047,Task 047,2025-05-19,,2025-05-21,2025-06-29,39%,4 wks,IP,,FALSE,Low,0.36,Update_005
TSK-048,Task 048,2025-04-03,,2025-04-02,2025-06-01,82%,3 wks,IP,False,,High,0.06,Update_005
TSK-049,Task 049,2025-03-07,2025-04-22,2025-03-04,2025-04-21,Complete,,Complete,,TRUE,H,0.01,Update_005
TSK-050,Task 050,2025-01-20,2025-03-11,2025-01-17,2025-03-04,100%,2 days,Complete,FALSE,,,,Update_005
