task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-12-01,,2024-11-28,2025-01-09,,28,IP,,No,Medium,0.38,Update_006
TSK-002,Task 002,2025-03-04,,2025-03-07,2025-04-13,55%,41,IP,,,High,0.42,Update_006
TSK-003,Task 003,2025-09-14,2025-10-17,2025-09-12,2025-09-28,1.0,3 wks,Complete,No,FALSE,Low,,Update_006
TSK-004,Task 004,2025-04-21,2025-05-10,2025-04-22,2025-05-10,100%,4 wks,Complete,True,FALSE,,0.88,Update_006
TSK-005,Task 005,2025-08-24,2025-10-29,2025-08-23,2025-10-09,Complete,5 days,Complete,True,True,,,Update_006
TSK-006,Task 006,2025-06-08,2025-07-01,2025-06-08,2025-06-18,Complete,49,Complete,0,,High,0.81,Update_006
TSK-007,Task 007,2025-07-17,2025-09-28,2025-07-20,2025-09-08,Complete,3 days,Complete,False,,,,Update_006
TSK-008,Task 008,2025-07-19,2025-09-09,2025-07-20,2025-08-07,100%,20,Complete,False,0,H,,Update_006
TSK-009,Task 009,2025-05-05,2025-06-13,2025-05-03,2025-05-25,100%,48,Complete,FALSE,FALSE,Medium,0.15,Update_006
TSK-010,Task 010,2025-04-17,2025-04-25,2025-04-18,2025-05-02,Complete,,Complete,No,False,L,,Update_006
TSK-011,Task 011,2025-08-07,2025-09-27,2025-08-09,2025-09-26,100%,,Complete,,,,0.11,Update_006
TSK-012,Task 012,2025-05-11,2025-06-14,2025-05-10,2025-06-16,1.0,1 wks,Complete,0,0,High,0.08,Update_006
TSK-013,Task 013,2025-06-01,,2025-06-04,2025-07-21,0.7337117134897626,10,In Progress,0,,,0.48,Update_006
TSK-014,Task 014,2025-09-21,2025-12-07,2025-09-24,2025-11-13,1.0,2 wks,Complete,No,,Low,,Update_006
TSK-015,Task 015,2024-12-22,2025-02-02,2024-12-20,2025-01-23,Complete,,Complete,1,False,H,0.35,Update_006
TSK-016,Task 016,2025-05-21,2025-07-29,2025-05-19,2025-06-23,1.0,5 days,Complete,False,False,,,Update_006
TSK-017,Task 017,2024-12-25,2025-02-27,2024-12-22,2025-02-13,100%,8 days,Complete,No,False,High,,Update_006
TSK-018,Task 018,2025-02-11,,2025-02-11,2025-03-02,0.5815508901735247,32,IP,,FALSE,Low,,Update_006
TSK-019,Task 019,2025-07-11,2025-08-02,2025-07-10,2025-07-29,100%,,Complete,True,TRUE,Low,0.1,Update_006
TSK-020,Task 020,2025-07-18,2025-08-08,2025-07-20,2025-08-01,Complete,1 wks,Complete,True,0,Low,,Update_006
TSK-021,Task 021,2025-06-12,2025-06-23,2025-06-11,2025-06-28,100%,1 wks,Complete,Yes,1,Low,,Update_006
TSK-022,Task 022,2025-01-07,2025-03-24,2025-01-09,2025-03-02,1.0,6 days,Complete,FALSE,,L,,Update_006
TSK-023,Task 023,2024-11-03,2024-12-22,2024-11-05,2024-12-08,Complete,5 wks,Complete,False,0,High,0.78,Update_006
TSK-024,Task 024,2025-07-10,2025-08-28,2025-07-10,2025-08-25,100%,1 wks,Complete,True,False,High,0.54,Update_006
TSK-025,Task 025,2025-09-28,2025-12-08,2025-09-30,2025-11-25,1.0,8 days,Complete,0,0,Medium,0.66,Update_006
TSK-026,Task 026,2024-12-29,2025-01-28,2024-12-27,2025-01-28,1.0,,Complete,No,Yes,Low,,Update_006
TSK-027,Task 027,2025-09-12,2025-10-21,2025-09-15,2025-10-17,100%,1 days,Complete,1,Yes,H,,Update_006
TSK-028,Task 028,2025-10-10,2025-11-05,2025-10-13,2025-11-06,Complete,2 days,Complete,0,0,Low,0.21,Update_006
TSK-029,Task 029,2025-08-18,2025-10-01,2025-08-17,2025-10-02,Complete,32,Complete,False,No,,,Update_006
TSK-030,Task 030,2025-06-19,2025-07-15,2025-06-18,2025-07-19,100%,,Complete,0,,Low,0.79,Update_006
TSK-031,Task 031,2025-02-13,2025-03-26,2025-02-11,2025-03-14,100%,,Complete,FALSE,No,Medium,,Update_006
TSK-032,Task 032,2025-07-13,,2025-07-11,2025-08-30,75%,,In Progress,No,FALSE,Low,0.58,Update_006
TSK-033,Task 033,2025-05-23,2025-07-13,2025-05-26,2025-07-15,1.0,3 days,Complete,False,No,L,0.84,Update_006
TSK-034,Task 034,2025-08-01,2025-08-10,2025-08-02,2025-08-12,100%,43,Complete,False,,Low,0.27,Update_006
TSK-035,Task 035,2025-10-07,2025-12-03,2025-10-09,2025-11-02,Complete,3 days,Complete,Yes,0,High,0.09,Update_006
TSK-036,Task 036,2025-03-04,2025-04-02,2025-03-05,2025-03-29,100%,1 days,Complete,False,True,H,0.86,Update_006
TSK-037,Task 037,2025-10-07,2025-11-07,2025-10-08,2025-10-23,100%,34,Complete,No,No,Medium,,Update_006
TSK-038,Task 038,2025-10-14,,2025-10-11,2025-12-06,0.5032160037206135,2 wks,IP,0,Yes,Low,0.39,Update_006
TSK-039,Task 039,2025-01-09,2025-01-27,2025-01-07,2025-01-21,Complete,1 wks,Complete,True,Yes,H,,Update_006
TSK-040,Task 040,2025-05-20,2025-06-17,2025-05-17,2025-06-02,1.0,32,Complete,0,True,H,0.05,Update_006
TSK-041,Task 041,2024-12-25,,2024-12-22,2025-02-10,46,,IP,Yes,No,L,0.74,Update_006
TSK-042,Task 042,2025-04-28,,2025-04-28,2025-06-03,0.8895466559620121,1 days,IP,FALSE,Yes,Low,0.12,Update_006
TSK-043,Task 043,2025-06-01,2025-06-24,2025-06-01,2025-06-13,100%,6 days,Complete,False,1,,0.12,Update_006
TSK-044,Task 044,2024-11-18,2024-12-20,2024-11-17,2024-12-07,1.0,11,Complete,False,TRUE,L,,Update_006
TSK-045,Task 045,2025-05-19,2025-06-16,2025-05-20,2025-06-02,100%,10 days,Complete,TRUE,No,H,0.36,Update_006
TSK-046,Task 046,2024-11-12,2024-12-30,2024-11-12,2024-12-22,1.0,5 days,Complete,1,0,Low,0.68,Update_006
TSK-047,Task 047,2025-05-19,2025-07-14,2025-05-21,2025-06-29,Complete,2 days,Complete,,FALSE,High,,Update_006
TSK-048,Task 048,2025-04-03,2025-06-09,2025-04-02,2025-06-01,1.0,,Complete,False,,,,Update_006
TSK-049,Task 049,2025-03-07,2025-04-22,2025-03-04,2025-04-21,1.0,2 wks,Complete,,TRUE,H,,Update_006
TSK-050,Task 050,2025-01-20,2025-03-17,2025-01-17,2025-03-04,100%,5 wks,Complete,FALSE,,Medium,0.49,Update_006
