task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-11-22,2025-01-13,2024-11-21,2025-01-02,100%,35,Complete,FALSE,True,H,0.35,Update_007
TSK-002,Task 002,2025-02-23,2025-04-24,2025-02-21,2025-04-04,Complete,,Complete,FALSE,TRUE,Low,0.83,Update_007
TSK-003,Task 003,2025-09-24,2025-11-19,2025-09-26,2025-11-17,100%,4 wks,Complete,,0,H,,Update_007
TSK-004,Task 004,2025-08-06,2025-10-06,2025-08-09,2025-10-07,Complete,,Complete,,True,Medium,,Update_007
TSK-005,Task 005,2025-07-19,2025-08-24,2025-07-16,2025-08-28,100%,,Complete,TRUE,True,H,0.47,Update_007
TSK-006,Task 006,2024-10-26,2024-12-10,2024-10-29,2024-12-02,100%,30,Complete,No,0,,,Update_007
TSK-007,Task 007,2025-07-12,2025-09-07,2025-07-14,2025-09-06,100%,,Complete,TRUE,,Medium,0.25,Update_007
TSK-008,Task 008,2025-03-25,2025-04-21,2025-03-24,2025-04-03,1.0,44,Complete,TRUE,FALSE,Low,0.08,Update_007
TSK-009,Task 009,2024-12-14,2025-02-09,2024-12-12,2025-01-30,Complete,4 days,Complete,False,FALSE,L,0.22,Update_007
TSK-010,Task 010,2025-08-11,2025-08-31,2025-08-12,2025-09-02,1.0,2 wks,Complete,TRUE,No,High,,Update_007
TSK-011,Task 011,2025-05-12,2025-07-14,2025-05-13,2025-06-21,100%,18,Complete,True,TRUE,Medium,0.21,Update_007
TSK-012,Task 012,2025-03-16,2025-04-23,2025-03-14,2025-04-19,100%,2 wks,Complete,1,No,Medium,,Update_007
TSK-013,Task 013,2025-01-14,2025-03-05,2025-01-11,2025-02-17,1.0,9 days,Complete,0,No,Medium,0.77,Update_007
TSK-014,Task 014,2025-04-23,2025-05-19,2025-04-25,2025-05-20,1.0,9 days,Complete,No,No,,,Update_007
TSK-015,Task 015,2025-01-18,2025-02-06,2025-01-20,2025-02-02,Complete,,Complete,FALSE,0,,0.08,Update_007
TSK-016,Task 016,2025-10-08,,2025-10-09,2025-10-30,,7,IP,No,FALSE,High,,Update_007
TSK-017,Task 017,2024-11-21,,2024-11-20,2025-01-03,,,IP,No,1,L,0.51,Update_007
TSK-018,Task 018,2025-03-23,2025-05-19,2025-03-26,2025-05-14,Complete,3 wks,Complete,False,False,,,Update_007
TSK-019,Task 019,2025-07-07,2025-09-02,2025-07-07,2025-08-22,1.0,2 wks,Complete,,False,,0.78,Update_007
TSK-020,Task 020,2024-12-09,2025-02-13,2024-12-08,2025-02-01,1.0,4 wks,Complete,FALSE,,L,0.28,Update_007
TSK-021,Task 021,2025-01-14,2025-02-28,2025-01-17,2025-02-17,1.0,17,Complete,No,1,H,0.73,Update_007
TSK-022,Task 022,2025-10-08,2025-12-09,2025-10-06,2025-10-26,100%,7 days,Complete,,0,Low,,Update_007
TSK-023,Task 023,2024-11-26,2025-01-19,2024-11-28,2025-01-15,Complete,,Complete,,TRUE,H,0.08,Update_007
TSK-024,Task 024,2024-10-26,,2024-10-28,2024-11-07,,1 wks,IP,1,False,Low,0.5,Update_007
TSK-025,Task 025,2025-02-17,2025-03-28,2025-02-18,2025-03-13,Complete,1 days,Complete,Yes,0,L,,Update_007
TSK-026,Task 026,2025-07-25,2025-08-18,2025-07-25,2025-08-05,1.0,2 days,Complete,1,Yes,L,,Update_007
TSK-027,Task 027,2025-05-09,2025-05-28,2025-05-10,2025-05-31,Complete,2 wks,Complete,Yes,,Low,0.12,Update_007
TSK-028,Task 028,2025-02-20,2025-04-12,2025-02-20,2025-04-02,Complete,3 days,Complete,Yes,Yes,,0.35,Update_007
TSK-029,Task 029,2025-07-19,2025-08-18,2025-07-16,2025-08-03,1.0,27,Complete,Yes,No,,0.03,Update_007
TSK-030,Task 030,2025-10-21,2025-12-27,2025-10-23,2025-12-07,1.0,,Complete,,True,,,Update_007
TSK-031,Task 031,2025-05-11,2025-06-18,2025-05-14,2025-06-02,1.0,42,Complete,1,No,Low,0.15,Update_007
TSK-032,Task 032,2025-09-01,2025-11-21,2025-08-31,2025-10-06,1.0,9 days,Complete,FALSE,,Medium,,Update_007
TSK-033,Task 033,2025-10-19,2025-12-18,2025-10-19,2025-11-15,100%,,Complete,1,0,High,,Update_007
TSK-034,Task 034,2025-04-12,2025-05-20,2025-04-12,2025-05-17,1.0,1 days,Complete,FALSE,0,High,,Update_007
TSK-035,Task 035,2024-10-30,2024-11-22,2024-11-01,2024-11-27,Complete,4 wks,Complete,True,TRUE,Medium,,Update_007
TSK-036,Task 036,2025-08-05,2025-10-10,2025-08-04,2025-09-19,100%,1 wks,Complete,TRUE,True,L,,Update_007
TSK-037,Task 037,2025-03-31,2025-05-15,2025-04-02,2025-05-09,100%,4 wks,Complete,No,,Low,0.17,Update_007
TSK-038,Task 038,2024-11-14,2025-01-21,2024-11-12,2025-01-11,100%,5 days,Complete,,TRUE,Low,,Update_007
TSK-039,Task 039,2025-07-23,2025-08-18,2025-07-24,2025-08-08,1.0,,Complete,0,,High,0.92,Update_007
TSK-040,Task 040,2024-11-28,2025-01-08,2024-11-30,2025-01-08,100%,17,Complete,FALSE,False,Low,,Update_007
TSK-041,Task 041,2025-01-29,2025-04-04,2025-01-31,2025-03-24,Complete,,Complete,No,0,Medium,,Update_007
TSK-042,Task 042,2025-06-13,2025-07-09,2025-06-12,2025-06-24,100%,4 wks,Complete,,False,High,0.64,Update_007
TSK-043,Task 043,2025-03-25,2025-05-14,2025-03-25,2025-05-01,100%,,Complete,FALSE,1,High,0.74,Update_007
TSK-044,Task 044,2024-11-26,2025-01-14,2024-11-24,2025-01-03,1.0,,Complete,,,H,0.82,Update_007
TSK-045,Task 045,2025-02-15,2025-04-13,2025-02-13,2025-03-13,100%,1 days,Complete,,False,L,0.68,Update_007
TSK-046,Task 046,2025-10-07,2025-11-20,2025-10-07,2025-11-09,Complete,,Complete,False,False,,0.05,Update_007
TSK-047,Task 047,2025-08-09,2025-09-27,2025-08-12,2025-09-25,Complete,1 days,Complete,False,False,Medium,0.0,Update_007
TSK-048,Task 048,2025-04-10,2025-06-10,2025-04-12,2025-06-09,1.0,4 wks,Complete,No,False,L,,Update_007
TSK-049,Task 049,2025-02-07,2025-04-12,2025-02-06,2025-03-25,100%,40,Complete,True,False,L,0.5,Update_007
TSK-050,Task 050,2025-01-18,2025-01-31,2025-01-18,2025-02-03,1.0,2 wks,Complete,No,,Low,,Update_007
