task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-11-22,2025-01-13,2024-11-21,2025-01-02,1.0,9 days,Complete,FALSE,True,Medium,,Update_009
TSK-002,Task 002,2025-02-23,2025-04-24,2025-02-21,2025-04-04,1.0,2 wks,Complete,FALSE,TRUE,L,,Update_009
TSK-003,Task 003,2025-09-24,2025-11-19,2025-09-26,2025-11-17,Complete,2 wks,Complete,,0,L,,Update_009
TSK-004,Task 004,2025-08-06,2025-10-06,2025-08-09,2025-10-07,100%,3 wks,Complete,,True,H,,Update_009
TSK-005,Task 005,2025-07-19,2025-08-29,2025-07-16,2025-08-28,100%,2 days,Complete,TRUE,True,Low,,Update_009
TSK-006,Task 006,2024-10-26,2024-12-10,2024-10-29,2024-12-02,100%,4 wks,Complete,No,0,L,,Update_009
TSK-007,Task 007,2025-07-12,2025-09-07,2025-07-14,2025-09-06,Complete,42,Complete,TRUE,,Low,,Update_009
TSK-008,Task 008,2025-03-25,2025-04-21,2025-03-24,2025-04-03,1.0,5 wks,Complete,TRUE,FALSE,High,0.73,Update_009
TSK-009,Task 009,2024-12-14,2025-02-09,2024-12-12,2025-01-30,100%,2 days,Complete,False,FALSE,,,Update_009
TSK-010,Task 010,2025-08-11,2025-09-03,2025-08-12,2025-09-02,100%,35,Complete,TRUE,No,High,0.05,Update_009
TSK-011,Task 011,2025-05-12,2025-07-14,2025-05-13,2025-06-21,1.0,15,Complete,True,TRUE,High,,Update_009
TSK-012,Task 012,2025-03-16,2025-04-23,2025-03-14,2025-04-19,1.0,50,Complete,1,No,High,0.32,Update_009
TSK-013,Task 013,2025-01-14,2025-03-05,2025-01-11,2025-02-17,1.0,5 wks,Complete,0,No,Low,0.56,Update_009
TSK-014,Task 014,2025-04-23,2025-05-19,2025-04-25,2025-05-20,Complete,,Complete,No,No,High,,Update_009
TSK-015,Task 015,2025-01-18,2025-02-13,2025-01-20,2025-02-02,100%,,Complete,FALSE,0,H,,Update_009
TSK-016,Task 016,2025-10-08,2025-11-07,2025-10-09,2025-10-30,100%,8 days,Complete,No,FALSE,H,,Update_009
TSK-017,Task 017,2024-11-21,,2024-11-20,2025-01-03,,8,IP,No,1,Medium,0.25,Update_009
TSK-018,Task 018,2025-03-23,2025-05-25,2025-03-26,2025-05-14,1.0,4 days,Complete,False,False,L,0.36,Update_009
TSK-019,Task 019,2025-07-07,2025-09-02,2025-07-07,2025-08-22,100%,,Complete,,False,H,0.75,Update_009
TSK-020,Task 020,2024-12-09,2025-02-17,2024-12-08,2025-02-01,1.0,9 days,Complete,FALSE,,Low,,Update_009
TSK-021,Task 021,2025-01-14,2025-03-02,2025-01-17,2025-02-17,100%,27,Complete,No,1,High,0.14,Update_009
TSK-022,Task 022,2025-10-08,2025-12-14,2025-10-06,2025-10-26,Complete,3 days,Complete,,0,Medium,0.48,Update_009
TSK-023,Task 023,2024-11-26,2025-01-20,2024-11-28,2025-01-15,100%,39,Complete,,TRUE,,0.49,Update_009
TSK-024,Task 024,2024-10-26,2024-11-18,2024-10-28,2024-11-07,Complete,1 wks,Complete,1,False,Low,0.21,Update_009
TSK-025,Task 025,2025-02-17,2025-04-01,2025-02-18,2025-03-13,1.0,,Complete,Yes,0,,0.92,Update_009
TSK-026,Task 026,2025-07-25,2025-08-18,2025-07-25,2025-08-05,1.0,,Complete,1,Yes,H,0.96,Update_009
TSK-027,Task 027,2025-05-09,2025-05-28,2025-05-10,2025-05-31,1.0,,Complete,Yes,,H,0.3,Update_009
TSK-028,Task 028,2025-02-20,2025-04-12,2025-02-20,2025-04-02,100%,,Complete,Yes,Yes,,0.66,Update_009
TSK-029,Task 029,2025-07-19,2025-08-18,2025-07-16,2025-08-03,100%,5 days,Complete,Yes,No,,,Update_009
TSK-030,Task 030,2025-10-21,2025-12-27,2025-10-23,2025-12-07,100%,10,Complete,,True,Medium,0.03,Update_009
TSK-031,Task 031,2025-05-11,2025-06-24,2025-05-14,2025-06-02,1.0,2 wks,Complete,1,No,L,0.97,Update_009
TSK-032,Task 032,2025-09-01,2025-11-21,2025-08-31,2025-10-06,Complete,4 wks,Complete,FALSE,,High,0.81,Update_009
TSK-033,Task 033,2025-10-19,2025-12-18,2025-10-19,2025-11-15,1.0,,Complete,1,0,H,,Update_009
TSK-034,Task 034,2025-04-12,2025-05-20,2025-04-12,2025-05-17,Complete,,Complete,FALSE,0,Medium,,Update_009
TSK-035,Task 035,2024-10-30,2024-11-22,2024-11-01,2024-11-27,1.0,14,Complete,True,TRUE,H,,Update_009
TSK-036,Task 036,2025-08-05,2025-10-18,2025-08-04,2025-09-19,100%,4 days,Complete,TRUE,True,H,0.23,Update_009
TSK-037,Task 037,2025-03-31,2025-05-19,2025-04-02,2025-05-09,Complete,2 wks,Complete,No,,Medium,0.35,Update_009
TSK-038,Task 038,2024-11-14,2025-01-27,2024-11-12,2025-01-11,1.0,19,Complete,,TRUE,L,0.76,Update_009
TSK-039,Task 039,2025-07-23,2025-08-22,2025-07-24,2025-08-08,100%,2 days,Complete,0,,L,,Update_009
TSK-040,Task 040,2024-11-28,2025-01-15,2024-11-30,2025-01-08,100%,9 days,Complete,FALSE,False,,0.13,Update_009
TSK-041,Task 041,2025-01-29,2025-04-04,2025-01-31,2025-03-24,100%,,Complete,No,0,Medium,0.95,Update_009
TSK-042,Task 042,2025-06-13,2025-07-09,2025-06-12,2025-06-24,100%,8 days,Complete,,False,,0.83,Update_009
TSK-043,Task 043,2025-03-25,2025-05-14,2025-03-25,2025-05-01,1.0,12,Complete,FALSE,1,Low,0.47,Update_009
TSK-044,Task 044,2024-11-26,2025-01-14,2024-11-24,2025-01-03,100%,6 days,Complete,,,H,,Update_009
