task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-11-22,2025-01-13,2024-11-21,2025-01-02,100%,,Complete,FALSE,True,High,,Update_008
TSK-002,Task 002,2025-02-23,2025-04-24,2025-02-21,2025-04-04,1.0,,Complete,FALSE,TRUE,,0.67,Update_008
TSK-003,Task 003,2025-09-24,2025-11-19,2025-09-26,2025-11-17,1.0,45,Complete,,0,,,Update_008
TSK-004,Task 004,2025-08-06,2025-10-06,2025-08-09,2025-10-07,1.0,,Complete,,True,H,0.65,Update_008
TSK-005,Task 005,2025-07-19,2025-08-28,2025-07-16,2025-08-28,Complete,,Complete,TRUE,True,Low,,Update_008
TSK-006,Task 006,2024-10-26,2024-12-10,2024-10-29,2024-12-02,100%,9 days,Complete,No,0,Low,,Update_008
TSK-007,Task 007,2025-07-12,2025-09-07,2025-07-14,2025-09-06,Complete,45,Complete,TRUE,,,0.22,Update_008
TSK-008,Task 008,2025-03-25,2025-04-21,2025-03-24,2025-04-03,Complete,6 days,Complete,TRUE,FALSE,H,0.45,Update_008
TSK-009,Task 009,2024-12-14,2025-02-09,2024-12-12,2025-01-30,1.0,5 wks,Complete,False,FALSE,,0.02,Update_008
TSK-010,Task 010,2025-08-11,2025-08-31,2025-08-12,2025-09-02,Complete,,Complete,TRUE,No,L,0.67,Update_008
TSK-011,Task 011,2025-05-12,2025-07-14,2025-05-13,2025-06-21,1.0,3 wks,Complete,True,TRUE,High,,Update_008
TSK-012,Task 012,2025-03-16,2025-04-23,2025-03-14,2025-04-19,Complete,,Complete,1,No,H,0.93,Update_008
TSK-013,Task 013,2025-01-14,2025-03-05,2025-01-11,2025-02-17,1.0,34,Complete,0,No,Low,0.03,Update_008
TSK-014,Task 014,2025-04-23,2025-05-19,2025-04-25,2025-05-20,100%,3 wks,Complete,No,No,H,,Update_008
TSK-015,Task 015,2025-01-18,2025-02-06,2025-01-20,2025-02-02,Complete,27,Complete,FALSE,0,High,,Update_008
TSK-016,Task 016,2025-10-08,,2025-10-09,2025-10-30,,,IP,No,FALSE,,,Update_008
TSK-017,Task 017,2024-11-21,,2024-11-20,2025-01-03,93%,4 days,In Progress,No,1,,0.38,Update_008
