task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-11-22,2025-01-10,2024-11-21,2025-01-02,Complete,5 wks,Complete,FALSE,True,L,,Update_005
TSK-002,Task 002,2025-02-23,2025-04-18,2025-02-21,2025-04-04,1.0,7 days,Complete,FALSE,TRUE,L,,Update_005
TSK-003,Task 003,2025-09-24,2025-11-19,2025-09-26,2025-11-17,1.0,18,Complete,,0,Low,0.8,Update_005
TSK-004,Task 004,2025-08-06,2025-10-06,2025-08-09,2025-10-07,Complete,4 days,Complete,,True,,0.21,Update_005
TSK-005,Task 005,2025-07-19,2025-08-24,2025-07-16,2025-08-28,Complete,,Complete,TRUE,True,High,,Update_005
TSK-006,Task 006,2024-10-26,2024-12-09,2024-10-29,2024-12-02,Complete,1 wks,Complete,No,0,H,,Update_005
TSK-007,Task 007,2025-07-12,2025-09-07,2025-07-14,2025-09-06,1.0,,Complete,TRUE,,Low,,Update_005
TSK-008,Task 008,2025-03-25,2025-04-17,2025-03-24,2025-04-03,100%,3 days,Complete,TRUE,FALSE,L,0.38,Update_005
TSK-009,Task 009,2024-12-14,2025-02-09,2024-12-12,2025-01-30,Complete,13,Complete,False,FALSE,High,0.58,Update_005
TSK-010,Task 010,2025-08-11,,2025-08-12,2025-09-02,27,19,IP,TRUE,No,Low,,Update_005
TSK-011,Task 011,2025-05-12,2025-07-14,2025-05-13,2025-06-21,1.0,3 wks,Complete,True,TRUE,H,0.15,Update_005
TSK-012,Task 012,2025-03-16,,2025-03-14,2025-04-19,50,18,IP,1,No,,0.03,Update_005
TSK-013,Task 013,2025-01-14,2025-03-05,2025-01-11,2025-02-17,1.0,4 wks,Complete,0,No,Low,0.57,Update_005
TSK-014,Task 014,2025-04-23,2025-05-19,2025-04-25,2025-05-20,100%,,Complete,No,No,High,,Update_005
TSK-015,Task 015,2025-01-18,2025-02-02,2025-01-20,2025-02-02,1.0,5 wks,Complete,FALSE,0,High,,Update_005
TSK-016,Task 016,2025-10-08,,2025-10-09,2025-10-30,,25,In Progress,No,FALSE,L,,Update_005
TSK-017,Task 017,2024-11-21,,2024-11-20,2025-01-03,77%,9 days,IP,No,1,High,,Update_005
TSK-018,Task 018,2025-03-23,2025-05-19,2025-03-26,2025-05-14,Complete,4 wks,Complete,False,False,Low,0.31,Update_005
TSK-019,Task 019,2025-07-07,,2025-07-07,2025-08-22,26,,IP,,False,Medium,0.83,Update_005
TSK-020,Task 020,2024-12-09,2025-02-13,2024-12-08,2025-02-01,Complete,5 wks,Complete,FALSE,,,0.14,Update_005
TSK-021,Task 021,2025-01-14,,2025-01-17,2025-02-17,,,In Progress,No,1,,,Update_005
TSK-022,Task 022,2025-10-08,2025-11-25,2025-10-06,2025-10-26,Complete,,Complete,,0,Medium,,Update_005
TSK-023,Task 023,2024-11-26,2025-01-19,2024-11-28,2025-01-15,1.0,30,Complete,,TRUE,High,0.16,Update_005
TSK-024,Task 024,2024-10-26,,2024-10-28,2024-11-07,0.4555375111088887,,In Progress,1,False,,0.22,Update_005
TSK-025,Task 025,2025-02-17,2025-03-28,2025-02-18,2025-03-13,Complete,,Complete,Yes,0,High,,Update_005
TSK-026,Task 026,2025-07-25,,2025-07-25,2025-08-05,38%,,IP,1,Yes,Medium,0.05,Update_005
TSK-027,Task 027,2025-05-09,2025-05-28,2025-05-10,2025-05-31,1.0,9,Complete,Yes,,Medium,0.8,Update_005
TSK-028,Task 028,2025-02-20,2025-04-12,2025-02-20,2025-04-02,Complete,5 wks,Complete,Yes,Yes,H,0.92,Update_005
TSK-029,Task 029,2025-07-19,,2025-07-16,2025-08-03,Complete,43,In Progress,Yes,No,L,0.55,Update_005
TSK-030,Task 030,2025-10-21,2025-12-27,2025-10-23,2025-12-07,Complete,3 wks,Complete,,True,,0.1,Update_005
TSK-031,Task 031,2025-05-11,2025-06-18,2025-05-14,2025-06-02,100%,5 days,Complete,1,No,High,0.2,Update_005
TSK-032,Task 032,2025-09-01,2025-10-20,2025-08-31,2025-10-06,1.0,36,Complete,FALSE,,,0.61,Update_005
TSK-033,Task 033,2025-10-19,2025-11-15,2025-10-19,2025-11-15,100%,25,Complete,1,0,L,,Update_005
TSK-034,Task 034,2025-04-12,2025-05-20,2025-04-12,2025-05-17,100%,2 days,Complete,FALSE,0,Low,,Update_005
TSK-035,Task 035,2024-10-30,2024-11-22,2024-11-01,2024-11-27,1.0,,Complete,True,TRUE,H,,Update_005
TSK-036,Task 036,2025-08-05,2025-10-03,2025-08-04,2025-09-19,1.0,1 wks,Complete,TRUE,True,Medium,0.25,Update_005
TSK-037,Task 037,2025-03-31,2025-05-15,2025-04-02,2025-05-09,1.0,10 days,Complete,No,,H,,Update_005
TSK-038,Task 038,2024-11-14,2025-01-21,2024-11-12,2025-01-11,100%,,Complete,,TRUE,Low,0.05,Update_005
TSK-039,Task 039,2025-07-23,2025-08-18,2025-07-24,2025-08-08,1.0,5 days,Complete,0,,L,,Update_005
TSK-040,Task 040,2024-11-28,2025-01-06,2024-11-30,2025-01-08,1.0,9 days,Complete,FALSE,False,L,,Update_005
TSK-041,Task 041,2025-01-29,2025-04-04,2025-01-31,2025-03-24,Complete,,Complete,No,0,Medium,,Update_005
TSK-042,Task 042,2025-06-13,,2025-06-12,2025-06-24,52,5 wks,IP,,False,H,,Update_005
TSK-043,Task 043,2025-03-25,2025-05-12,2025-03-25,2025-05-01,100%,3 wks,Complete,FALSE,1,,0.34,Update_005
TSK-044,Task 044,2024-11-26,2025-01-12,2024-11-24,2025-01-03,Complete,5 wks,Complete,,,,0.16,Update_005
TSK-045,Task 045,2025-02-15,2025-04-13,2025-02-13,2025-03-13,Complete,2 days,Complete,,False,High,0.36,Update_005
TSK-046,Task 046,2025-10-07,2025-11-15,2025-10-07,2025-11-09,Complete,,Complete,False,False,L,,Update_005
TSK-047,Task 047,2025-08-09,2025-09-27,2025-08-12,2025-09-25,1.0,3 wks,Complete,False,False,,,Update_005
TSK-048,Task 048,2025-04-10,2025-06-07,2025-04-12,2025-06-09,100%,2 days,Complete,No,False,High,0.3,Update_005
TSK-049,Task 049,2025-02-07,2025-04-09,2025-02-06,2025-03-25,1.0,,Complete,True,False,H,,Update_005
