task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-11-22,2025-01-13,2024-11-21,2025-01-02,1.0,6 days,Complete,FALSE,True,,,Update_010
TSK-002,Task 002,2025-02-23,2025-04-24,2025-02-21,2025-04-04,100%,,Complete,FALSE,TRUE,L,,Update_010
TSK-003,Task 003,2025-09-24,2025-11-19,2025-09-26,2025-11-17,1.0,2 wks,Complete,,0,Low,0.77,Update_010
TSK-004,Task 004,2025-08-06,2025-10-06,2025-08-09,2025-10-07,1.0,36,Complete,,True,,0.05,Update_010
TSK-005,Task 005,2025-07-19,2025-08-29,2025-07-16,2025-08-28,100%,22,Complete,TRUE,True,Medium,0.98,Update_010
TSK-006,Task 006,2024-10-26,2024-12-10,2024-10-29,2024-12-02,Complete,2 wks,Complete,No,0,High,0.39,Update_010
TSK-007,Task 007,2025-07-12,2025-09-07,2025-07-14,2025-09-06,100%,14,Complete,TRUE,,H,,Update_010
TSK-008,Task 008,2025-03-25,2025-04-22,2025-03-24,2025-04-03,100%,,Complete,TRUE,FALSE,Low,,Update_010
TSK-009,Task 009,2024-12-14,2025-02-09,2024-12-12,2025-01-30,100%,4 wks,Complete,False,FALSE,H,0.94,Update_010
TSK-010,Task 010,2025-08-11,2025-09-03,2025-08-12,2025-09-02,100%,4 wks,Complete,TRUE,No,L,,Update_010
TSK-011,Task 011,2025-05-12,2025-07-14,2025-05-13,2025-06-21,1.0,5 wks,Complete,True,TRUE,Medium,,Update_010
TSK-012,Task 012,2025-03-16,2025-04-23,2025-03-14,2025-04-19,1.0,,Complete,1,No,Low,,Update_010
TSK-013,Task 013,2025-01-14,2025-03-05,2025-01-11,2025-02-17,Complete,,Complete,0,No,Medium,0.43,Update_010
TSK-014,Task 014,2025-04-23,2025-05-19,2025-04-25,2025-05-20,100%,,Complete,No,No,H,0.49,Update_010
TSK-015,Task 015,2025-01-18,2025-02-13,2025-01-20,2025-02-02,1.0,3 wks,Complete,FALSE,0,High,,Update_010
TSK-016,Task 016,2025-10-08,2025-11-10,2025-10-09,2025-10-30,100%,5 wks,Complete,No,FALSE,Medium,0.7,Update_010
TSK-017,Task 017,2024-11-21,,2024-11-20,2025-01-03,,27,In Progress,No,1,L,0.07,Update_010
TSK-018,Task 018,2025-03-23,2025-05-25,2025-03-26,2025-05-14,1.0,1 wks,Complete,False,False,Medium,0.54,Update_010
TSK-019,Task 019,2025-07-07,2025-09-02,2025-07-07,2025-08-22,1.0,24,Complete,,False,,0.9,Update_010
TSK-020,Task 020,2024-12-09,2025-02-20,2024-12-08,2025-02-01,100%,17,Complete,FALSE,,Low,0.69,Update_010
