task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-001,Task 001,2024-11-22,,2024-11-21,2025-01-02,,28,In Progress,FALSE,True,H,0.84,Update_002
TSK-002,Task 002,2025-02-23,,2025-02-21,2025-04-04,13,,IP,FALSE,TRUE,,,Update_002
TSK-003,Task 003,2025-09-24,,2025-09-26,2025-11-17,87%,1 wks,In Progress,,0,H,,Update_002
TSK-004,Task 004,2025-08-06,,2025-08-09,2025-10-07,90,5 days,In Progress,,True,Low,0.89,Update_002
TSK-005,Task 005,2025-07-19,,2025-07-16,2025-08-28,19,20,IP,TRUE,True,L,,Update_002
TSK-006,Task 006,2024-10-26,,2024-10-29,2024-12-02,,,IP,No,0,Low,,Update_002
TSK-007,Task 007,2025-07-12,,2025-07-14,2025-09-06,0.22621292316591213,5 wks,IP,TRUE,,High,0.04,Update_002
TSK-008,Task 008,2025-03-25,,2025-03-24,2025-04-03,0.8554592937219265,3 wks,IP,TRUE,FALSE,H,0.72,Update_002
TSK-009,Task 009,2024-12-14,2025-02-05,2024-12-12,2025-01-30,1.0,35,Complete,False,FALSE,High,,Update_002
TSK-010,Task 010,2025-08-11,,2025-08-12,2025-09-02,40%,14,IP,TRUE,No,Low,,Update_002
TSK-011,Task 011,2025-05-12,2025-07-12,2025-05-13,2025-06-21,1.0,5 days,Complete,True,TRUE,High,,Update_002
TSK-012,Task 012,2025-03-16,,2025-03-14,2025-04-19,0.7455769106492921,,In Progress,1,No,L,,Update_002
TSK-013,Task 013,2025-01-14,2025-03-04,2025-01-11,2025-02-17,Complete,,Complete,0,No,Medium,0.38,Update_002
TSK-014,Task 014,2025-04-23,2025-05-19,2025-04-25,2025-05-20,100%,2 wks,Complete,No,No,Low,0.9,Update_002
TSK-015,Task 015,2025-01-18,2025-01-31,2025-01-20,2025-02-02,1.0,2 days,Complete,FALSE,0,High,,Update_002
TSK-016,Task 016,2025-10-08,,2025-10-09,2025-10-30,,2 wks,In Progress,No,FALSE,H,0.3,Update_002
TSK-017,Task 017,2024-11-21,,2024-11-20,2025-01-03,16,5 wks,In Progress,No,1,Low,,Update_002
TSK-018,Task 018,2025-03-23,2025-05-19,2025-03-26,2025-05-14,1.0,6 days,Complete,False,False,L,,Update_002
TSK-019,Task 019,2025-07-07,,2025-07-07,2025-08-22,8,29,IP,,False,,0.22,Update_002
TSK-020,Task 020,2024-12-09,,2024-12-08,2025-02-01,,9,IP,FALSE,,,,Update_002
TSK-021,Task 021,2025-01-14,,2025-01-17,2025-02-17,59,,In Progress,No,1,High,,Update_002
TSK-022,Task 022,2025-10-08,,2025-10-06,2025-10-26,22,2 wks,IP,,0,Medium,0.24,Update_002
TSK-023,Task 023,2024-11-26,2025-01-11,2024-11-28,2025-01-15,100%,5 wks,Complete,,TRUE,H,,Update_002
TSK-024,Task 024,2024-10-26,,2024-10-28,2024-11-07,21,5 wks,In Progress,1,False,,0.64,Update_002
TSK-025,Task 025,2025-02-17,,2025-02-18,2025-03-13,0.8982462107159644,4 days,IP,Yes,0,,0.04,Update_002
TSK-026,Task 026,2025-07-25,,2025-07-25,2025-08-05,35%,3 days,IP,1,Yes,L,0.65,Update_002
TSK-027,Task 027,2025-05-09,,2025-05-10,2025-05-31,82%,,In Progress,Yes,,L,,Update_002
TSK-028,Task 028,2025-02-20,2025-04-05,2025-02-20,2025-04-02,100%,7 days,Complete,Yes,Yes,,,Update_002
TSK-029,Task 029,2025-07-19,,2025-07-16,2025-08-03,51,4 days,IP,Yes,No,H,,Update_002
TSK-030,Task 030,2025-10-21,2025-12-27,2025-10-23,2025-12-07,1.0,2 wks,Complete,,True,H,0.85,Update_002
TSK-031,Task 031,2025-05-11,2025-06-02,2025-05-14,2025-06-02,100%,5 wks,Complete,1,No,Low,0.12,Update_002
TSK-032,Task 032,2025-09-01,,2025-08-31,2025-10-06,8,5 days,In Progress,FALSE,,,0.99,Update_002
TSK-033,Task 033,2025-10-19,2025-11-13,2025-10-19,2025-11-15,1.0,,Complete,1,0,Low,0.24,Update_002
TSK-034,Task 034,2025-04-12,2025-05-20,2025-04-12,2025-05-17,Complete,1 wks,Complete,FALSE,0,,0.53,Update_002
TSK-035,Task 035,2024-10-30,,2024-11-01,2024-11-27,51,,In Progress,True,TRUE,,0.74,Update_002
TSK-036,Task 036,2025-08-05,,2025-08-04,2025-09-19,79,9 days,IP,TRUE,True,L,,Update_002
TSK-037,Task 037,2025-03-31,,2025-04-02,2025-05-09,54,1 wks,IP,No,,L,0.88,Update_002
TSK-038,Task 038,2024-11-14,2025-01-16,2024-11-12,2025-01-11,1.0,3 wks,Complete,,TRUE,,0.82,Update_002
TSK-039,Task 039,2025-07-23,,2025-07-24,2025-08-08,59%,3 wks,In Progress,0,,H,0.68,Update_002
TSK-040,Task 040,2024-11-28,,2024-11-30,2025-01-08,0.5552486889566779,,In Progress,FALSE,False,Low,0.25,Update_002
TSK-041,Task 041,2025-01-29,2025-04-04,2025-01-31,2025-03-24,100%,30,Complete,No,0,High,0.01,Update_002
TSK-042,Task 042,2025-06-13,,2025-06-12,2025-06-24,,7 days,IP,,False,H,,Update_002
TSK-043,Task 043,2025-03-25,,2025-03-25,2025-05-01,,3 wks,In Progress,FALSE,1,High,0.73,Update_002
TSK-044,Task 044,2024-11-26,2025-01-12,2024-11-24,2025-01-03,1.0,,Complete,,,,0.8,Update_002
TSK-045,Task 045,2025-02-15,2025-04-13,2025-02-13,2025-03-13,100%,,Complete,,False,Medium,0.48,Update_002
TSK-046,Task 046,2025-10-07,2025-11-15,2025-10-07,2025-11-09,1.0,,Complete,False,False,Low,0.48,Update_002
TSK-047,Task 047,2025-08-09,,2025-08-12,2025-09-25,0.22865888327824413,4 days,In Progress,False,False,Low,0.36,Update_002
TSK-048,Task 048,2025-04-10,2025-06-07,2025-04-12,2025-06-09,100%,13,Complete,No,False,,0.52,Update_002
TSK-049,Task 049,2025-02-07,2025-04-06,2025-02-06,2025-03-25,Complete,,Complete,True,False,H,0.81,Update_002
TSK-050,Task 050,2025-01-18,,2025-01-18,2025-02-03,,47,In Progress,No,,,0.66,Update_002
